"Estado","Sede - Dirección","EB","EMS","Total Adscritos","Cantidad EB","Cantidad EMS","No. Docentes","No. TecDoc","No. ATP","No. Dir","No. Sup ","Fechas de aplicación","Mínimo","Máximo","Promedio","No. Docentes EB","No. TecDoc EB","No. ATP EB","No. Dir EB","No. Sup EBS","No. Docentes EMS","No. TecDoc EMS","No. ATP EMS","No. Dir EMS","No. Sup EMS","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","Min EB","Max EB","Mean EB","Min EMS","Max EMS","Mean EMS","No. Grupos"
"Coahuila","BLVD. MIGUEL HIDALGO, S/N, COL. MIGUEL HIDALGO, C.P. 25096","Sí","Sí","235","203","32","152","14","10","46","13","7","31","35","34","128","6","10","46","13","24","8","0","0","0","05/05/2018","35","06/05/2018","34","12/05/2018","32","19/05/2018","31","26/05/2018","35","27/05/2018","35","02/06/2018","33","-","-","-","-","-","-","-","-","-","-","05/05/2018","35","06/05/2018","34","12/05/2018","0","19/05/2018","31","26/05/2018","35","27/05/2018","35","02/06/2018","33","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","32","19/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","0","35","29","0","32","5","1"
"Coahuila","CARR. 30 FRONTERA-SAN BUENAVENTURA, S/N, COL. AVIACIÓN, C.P. 25517","Sí","-","115","115","0","-","-","24","56","35","2","57","58","58","-","-","24","56","35","-","-","0","0","0","05/05/2018","58","06/05/2018","57","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","58","06/05/2018","57","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","57","58","58","0","0","0","2"
"Coahuila","CARR. 57 KM 4.5, S/N, UNIDAD TECNOLÓGICA Y UNIVERSITARIA, C.P. 25701","Sí","Sí","469","370","99","222","31","43","126","47","7","17","100","67","159","12","43","109","47","63","19","0","17","0","05/05/2018","99","06/05/2018","100","13/05/2018","17","12/05/2018","82","26/05/2018","40","27/05/2018","93","02/06/2018","38","-","-","-","-","-","-","-","-","-","-","05/05/2018","99","06/05/2018","100","13/05/2018","0","12/05/2018","0","26/05/2018","40","27/05/2018","93","02/06/2018","38","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","17","12/05/2018","82","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","0","100","53","0","82","14","3"
"Coahuila","CALZ. CUAUHTÉMOC Y BLVD. REVOLUCIÓN, S/N, COL. CENTRO, C.P. 27000","Sí","Sí","1252","1029","223","801","61","62","228","100","9","43","180","139","669","13","62","187","98","132","48","0","41","2","05/05/2018","169","06/05/2018","178","13/05/2018","43","12/05/2018","180","19/05/2018","180","20/05/2018","122","26/05/2018","123","27/05/2018","84","02/06/2018","173","-","-","-","-","-","-","05/05/2018","169","06/05/2018","178","13/05/2018","0","12/05/2018","0","19/05/2018","180","20/05/2018","122","26/05/2018","123","27/05/2018","84","02/06/2018","173","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","43","12/05/2018","180","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","0","180","114","0","180","25","6"
"Coahuila","CALLE VALLADOLID Y SAN SEBASTIÁN, S/N, COL. AMPLIACIÓN LA ROSITA, C.P. 27294","Sí","Sí","58","38","20","29","16","1","7","5","3","13","25","19","25","0","1","7","5","4","16","0","0","0","05/05/2018","13","12/05/2018","20","19/05/2018","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","13","12/05/2018","0","19/05/2018","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","12/05/2018","20","19/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","25","13","0","20","7","2"
"Coahuila","CARR. TORREÓN-SAN PEDRO KM 7.5, S/N, LOC. LA CONCHA, C.P. 27042","Sí","Sí","191","170","21","166","5","2","10","8","7","20","30","27","145","5","2","10","8","21","0","0","0","0","05/05/2018","20","12/05/2018","21","19/05/2018","30","20/05/2018","30","26/05/2018","30","27/05/2018","30","02/06/2018","30","-","-","-","-","-","-","-","-","-","-","05/05/2018","20","12/05/2018","0","19/05/2018","30","20/05/2018","30","26/05/2018","30","27/05/2018","30","02/06/2018","30","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","12/05/2018","21","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","0","30","24","0","21","3","1"
"Coahuila","CARR. TORREÓN KM 14.5, S/N, LOC. LA PARTIDA, C.P. 27410","Sí","-","113","113","0","-","-","12","62","39","2","55","58","56","-","-","12","62","39","-","-","0","0","0","05/05/2018","55","06/05/2018","58","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","55","06/05/2018","58","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","55","58","56","0","0","0","3"
"Coahuila","CARR. 30 KM 7, S/N, COL. HÉROE DE NACOZARI, C.P. 25610","Sí","-","322","322","0","143","-","36","104","39","4","53","90","80","143","-","36","104","39","0","-","0","0","0","05/05/2018","89","06/05/2018","90","19/05/2018","53","02/06/2018","90","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","89","06/05/2018","90","19/05/2018","53","02/06/2018","90","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","53","90","80","0","0","0","5"
"Coahuila","CALLE TECNOLÓGICO, No. 310, C.P. 26080","Sí","Sí","489","436","53","230","21","50","135","53","7","41","127","70","192","9","50","132","53","38","12","0","3","0","05/05/2018","127","06/05/2018","108","12/05/2018","53","19/05/2018","44","26/05/2018","41","27/05/2018","53","02/06/2018","63","-","-","-","-","-","-","-","-","-","-","05/05/2018","127","06/05/2018","108","12/05/2018","0","19/05/2018","44","26/05/2018","41","27/05/2018","53","02/06/2018","63","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","53","19/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","0","127","62","0","53","8","5"
"Coahuila","ANTIGUA CARR. TORREÓN-SAN PEDRO KM 7.5, S/N, COL. ANA, C.P. 27170","Sí","Sí","345","265","80","136","25","33","97","54","4","80","93","86","81","0","33","97","54","55","25","0","0","0","05/05/2018","93","06/05/2018","91","12/05/2018","80","19/05/2018","81","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","93","06/05/2018","91","12/05/2018","0","19/05/2018","81","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","80","19/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","93","66","0","80","20","4"
"Coahuila","CALLE ALAMO, No.1400, COL. LOS 90´S, C.P. 25733","Sí","-","49","49","0","-","-","6","42","1","2","24","25","24","-","-","6","42","1","-","-","0","0","0","05/05/2018","24","06/05/2018","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","24","06/05/2018","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","24","25","24","0","0","0","1"
"Coahuila","AV. INDUSTRIA METALURGICA, No. 2001, COL. PARQUE INDUSTRIAL RAMOS ARIZPE EDIFICIO 1, C.P.","Sí","-","119","119","0","-","-","35","52","32","2","59","60","60","-","-","35","52","32","-","-","0","0","0","05/05/2018","59","06/05/2018","60","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","59","06/05/2018","60","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","59","60","60","0","0","0","3"
"Coahuila","CALZ. ANTONIO NARRO Y PERIFÉRICO LUIS ECHEVERRIA, S/N, COL. BUENOS AIRES, C.P. 25076","Sí","-","203","203","0","140","3","10","26","24","7","23","30","29","140","3","10","26","24","0","0","0","0","0","05/05/2018","30","06/05/2018","30","19/05/2018","30","20/05/2018","23","26/05/2018","30","27/05/2018","30","02/06/2018","30","-","-","-","-","-","-","-","-","-","-","05/05/2018","30","06/05/2018","30","19/05/2018","30","20/05/2018","23","26/05/2018","30","27/05/2018","30","02/06/2018","30","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","23","30","29","0","0","0","1"
"Coahuila","CALLE DE LA FUENTE, No. 200, COL. SAN ISIDRO, C.P. 25350","Sí","-","99","99","0","43","7","9","28","12","4","24","25","25","43","7","9","28","12","0","0","0","0","0","05/05/2018","25","06/05/2018","24","26/05/2018","25","27/05/2018","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","25","06/05/2018","24","26/05/2018","25","27/05/2018","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","26/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","24","25","25","0","0","0","1"
"Coahuila","CALLE ZACATECAS, No. 265, COL. LIBERTAD, C.P. 25870","Sí","-","183","183","0","78","7","17","63","18","4","35","50","46","78","7","17","63","18","0","0","0","0","0","05/05/2018","49","06/05/2018","49","20/05/2018","35","26/05/2018","50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","49","06/05/2018","49","20/05/2018","35","26/05/2018","50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","20/05/2018","0","26/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","35","50","46","0","0","0","2"
"Coahuila","CARR. TORREÓN-MATAMOROS KM 10, S/N, COL. EL ÁGUILA, C.P. 27400","Sí","-","293","293","0","143","-","30","82","38","4","66","77","73","143","-","30","82","38","0","-","0","0","0","05/05/2018","75","06/05/2018","75","19/05/2018","77","27/05/2018","66","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","75","06/05/2018","75","19/05/2018","77","27/05/2018","66","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","27/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","66","77","73","0","0","0","3"
"Coahuila","AV. INDUSTRIA METALURGICA, No. 2001, COL. PARQUE INDUSTRIAL RAMOS ARIZPE EDIFICIO 4, C.P.","Sí","-","118","118","0","-","-","17","82","19","2","59","59","59","-","-","17","82","19","-","-","0","0","0","05/05/2018","59","06/05/2018","59","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","59","06/05/2018","59","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","59","59","59","0","0","0","3"
"Coahuila","CARR. 57 KM 120, S/N, COL. VILLA DE AGUJITA, C.P. 26950","Sí","Sí","318","300","18","184","8","18","73","35","7","18","80","45","173","3","18","71","35","11","5","0","2","0","05/05/2018","44","06/05/2018","80","12/05/2018","18","19/05/2018","40","27/05/2018","62","02/06/2018","44","03/06/2018","30","-","-","-","-","-","-","-","-","-","-","05/05/2018","44","06/05/2018","80","12/05/2018","0","19/05/2018","40","27/05/2018","62","02/06/2018","44","03/06/2018","30","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","18","19/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","0","80","43","0","18","3","3"
"Coahuila","CARR. PARRAS-PAILA KM 1.5, S/N, PARRAS DE LA FUENTE, C.P. 27980","Sí","Sí","151","142","9","88","2","17","31","13","6","9","53","25","86","0","17","26","13","2","2","0","5","0","05/05/2018","34","06/05/2018","22","12/05/2018","9","19/05/2018","12","26/05/2018","21","02/06/2018","53","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","34","06/05/2018","22","12/05/2018","0","19/05/2018","12","26/05/2018","21","02/06/2018","53","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","9","19/05/2018","0","26/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","0","53","24","0","9","2","2"
"Coahuila","CALLE 20 DE NOVIEMBRE, No. 100, COL. JOSÉ G. MADERO, C.P. 27989","Sí","-","24","24","0","-","-","1","12","11","1","24","24","24","-","-","1","12","11","-","-","0","0","0","05/05/2018","24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","24","24","24","0","0","0","1"
"Coahuila","CARR. A PRESA DE LA AMISTAD KM 9, S/N, ZONA INDUSTRIAL, C.P. 26220","Sí","Sí","232","219","13","118","3","21","73","17","6","13","60","39","109","1","21","71","17","9","2","0","2","0","05/05/2018","60","06/05/2018","49","12/05/2018","13","19/05/2018","36","26/05/2018","30","02/06/2018","44","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","60","06/05/2018","49","12/05/2018","0","19/05/2018","36","26/05/2018","30","02/06/2018","44","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","13","19/05/2018","0","26/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","0","60","36","0","13","2","2"
"Coahuila","PROL. DAVID BERLANGA ESQ. CON PROL. 16 DE SEPTIEMBRE, S/N, UNIDAD CAMPO REDONDO, C.P. 2500","Sí","-","256","256","0","152","3","24","57","20","6","26","50","43","152","3","24","57","20","0","0","0","0","0","05/05/2018","50","06/05/2018","50","19/05/2018","50","26/05/2018","33","27/05/2018","47","02/06/2018","26","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","50","06/05/2018","50","19/05/2018","50","26/05/2018","33","27/05/2018","47","02/06/2018","26","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","26","50","43","0","0","0","1"
"Coahuila","CARR. ROSITA-MÚZQUIZ KM. 3 S/N, SIN COLONIA, C.P. 26900","Sí","-","136","136","0","75","7","19","26","9","3","37","54","45","75","7","19","26","9","0","0","0","0","0","05/05/2018","54","27/05/2018","37","02/06/2018","45","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","54","27/05/2018","37","02/06/2018","45","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","37","54","45","0","0","0","2"
"Coahuila","AV. MARINA ARMADA DE MÉXICO NO. 501, COL. POLITECNICA, C.P. 26015","Sí","-","30","30","0","-","-","1","27","2","1","30","30","30","-","-","1","27","2","-","-","0","0","0","05/05/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","30","30","30","0","0","0","1"
"Coahuila","BLVD. NAZARIO SAN ORTIZ GARZA NO. 1560, ZONA CENTRO, C.P. 25000","Sí","-","36","36","0","-","-","2","16","18","1","36","36","36","-","-","2","16","18","-","-","0","0","0","05/05/2018","36","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","36","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","36","36","36","0","0","0","3"
"Coahuila","CALLE ALEJANDRO GUTIERREZ G. NO. 301 ORIENTE, COL. INFONAVIT, C.P. 26340","Sí","-","21","21","0","-","-","6","13","2","1","21","21","21","-","-","6","13","2","-","-","0","0","0","05/05/2018","21","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","21","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","21","21","21","0","0","0","1"
"Colima","AV. GONZALO DE SANDOVAL, No. 330, COL. LAS VÍBORAS, C.P. 28040","Sí","Sí","698","577","121","514","33","12","98","41","10","39","82","70","422","14","12","88","41","92","19","0","10","0","05/05/2018","82","06/05/2018","59","13/05/2018","39","12/05/2018","82","19/05/2018","82","20/05/2018","52","26/05/2018","82","27/05/2018","82","02/06/2018","82","03/06/2018","56","-","-","-","-","05/05/2018","82","06/05/2018","59","13/05/2018","0","12/05/2018","0","19/05/2018","82","20/05/2018","52","26/05/2018","82","27/05/2018","82","02/06/2018","82","03/06/2018","56","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","39","12/05/2018","82","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","82","58","0","82","12","2"
"Colima","AV. BENITO JUÁREZ, No. 1180, COL. MANUEL ÁLVAREZ, C.P. 28060","Sí","Sí","841","702","139","691","35","6","70","39","10","32","100","84","578","9","6","70","39","113","26","0","0","0","05/05/2018","83","06/05/2018","32","12/05/2018","100","13/05/2018","39","19/05/2018","100","20/05/2018","87","26/05/2018","100","27/05/2018","100","02/06/2018","100","03/06/2018","100","-","-","-","-","05/05/2018","83","06/05/2018","32","12/05/2018","0","13/05/2018","0","19/05/2018","100","20/05/2018","87","26/05/2018","100","27/05/2018","100","02/06/2018","100","03/06/2018","100","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","100","13/05/2018","39","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","100","70","0","100","14","4"
"Colima","AV. PAROTAS, S/N, COL. VALLE DE LAS GARZAS, C.P. 28219","Sí","Sí","350","311","39","291","9","-","40","10","9","17","60","39","262","3","-","36","10","29","6","-","4","0","05/05/2018","29","06/05/2018","17","12/05/2018","39","19/05/2018","34","20/05/2018","39","26/05/2018","30","27/05/2018","42","02/06/2018","60","03/06/2018","60","-","-","-","-","-","-","05/05/2018","29","06/05/2018","17","12/05/2018","0","19/05/2018","34","20/05/2018","39","26/05/2018","30","27/05/2018","42","02/06/2018","60","03/06/2018","60","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","39","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","0","60","35","0","39","4","2"
"Colima","CALLE RÍO SOTO LA MARINA, S/N, COL. INDECO, C.P. 28130","Sí","Sí","298","282","16","264","13","-","18","3","7","16","105","43","252","9","-","18","3","12","4","-","0","0","05/05/2018","21","12/05/2018","16","19/05/2018","34","20/05/2018","27","26/05/2018","58","27/05/2018","37","02/06/2018","105","-","-","-","-","-","-","-","-","-","-","05/05/2018","21","12/05/2018","0","19/05/2018","34","20/05/2018","27","26/05/2018","58","27/05/2018","37","02/06/2018","105","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","12/05/2018","16","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","0","105","40","0","16","2","3"
"Chihuahua","CTO. UNIVERSITARIO CAMPUS II UACH, No. 1, C.P. 31125","Sí","-","1375","1375","0","611","-","86","389","289","4","287","398","344","611","-","86","389","289","0","-","0","0","0","05/05/2018","398","06/05/2018","366","19/05/2018","287","20/05/2018","324","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","398","06/05/2018","366","19/05/2018","287","20/05/2018","324","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","287","398","344","0","0","0","9"
"Chihuahua","CTO. No. 1, S/N, NUEVO CAMPUS UNIVERSITARIO II, C.P. 31100","Sí","-","768","768","0","545","-","34","111","78","4","162","223","192","545","-","34","111","78","0","-","0","0","0","05/05/2018","223","26/05/2018","181","27/05/2018","202","02/06/2018","162","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","223","26/05/2018","181","27/05/2018","202","02/06/2018","162","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","162","223","192","0","0","0","6"
"Chihuahua","AV. BENJAMÍN FRANKLIN, No. 4651, ZONA PRONAF, C.P. 32310","Sí","-","333","333","0","130","-","20","138","45","2","130","203","166","130","-","20","138","45","0","-","0","0","0","05/05/2018","203","19/05/2018","130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","203","19/05/2018","130","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","19/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","130","203","166","0","0","0","9"
"Chihuahua","AV. UNIVERSIDAD Y HEROICO COLEGIO MILITAR, S/N, ZONA CHAMIZAL, C.P. 32300","Sí","-","740","740","0","293","-","38","295","114","3","148","299","247","293","-","38","295","114","0","-","0","0","0","05/05/2018","299","06/05/2018","148","02/06/2018","293","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","299","06/05/2018","148","02/06/2018","293","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","148","299","247","0","0","0","9"
"Chihuahua","AV. DEL CHARRO, No. 450 NORTE, PARTIDO ROMERO, C.P. 32310","Sí","-","1132","1132","0","926","-","18","111","77","7","28","256","162","926","-","18","111","77","0","-","0","0","0","05/05/2018","206","19/05/2018","214","20/05/2018","256","26/05/2018","28","27/05/2018","203","02/06/2018","177","03/06/2018","48","-","-","-","-","-","-","-","-","-","-","05/05/2018","206","19/05/2018","214","20/05/2018","256","26/05/2018","28","27/05/2018","203","02/06/2018","177","03/06/2018","48","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","28","256","162","0","0","0","10"
