"Estado","Sede - Dirección","EB","EMS","Total Adscritos","Cantidad EB","Cantidad EMS","No. Docentes","No. TecDoc","No. ATP","No. Dir","No. Sup ","Fechas de aplicación","Mínimo","Máximo","Promedio","No. Docentes EB","No. TecDoc EB","No. ATP EB","No. Dir EB","No. Sup EBS","No. Docentes EMS","No. TecDoc EMS","No. ATP EMS","No. Dir EMS","No. Sup EMS","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","Fecha","Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EB Fecha","EB Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","EMS Fecha","EMS Contador","Min EB","Max EB","Mean EB","Min EMS","Max EMS","Mean EMS","No. Grupos"
"Sonora","CARR. SONOYTA KM 6.5, S/N, PARQUE INDUSTRIAL","Sí","Sí","524","452","72","377","29","10","75","33","6","3","138","87","332","6","10","71","33","45","23","0","4","0","05/05/2018","111","12/05/2018","72","19/05/2018","106","26/05/2018","94","02/06/2018","138","09/06/2018","3","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","111","12/05/2018","0","19/05/2018","106","26/05/2018","94","02/06/2018","138","09/06/2018","3","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","12/05/2018","72","19/05/2018","0","26/05/2018","0","02/06/2018","0","09/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","0","138","75","0","72","12","4"
"Sonora","AV. LEY FEDERAL DEL TRABAJO, S/N, COL. APOLO","Sí","Sí","3512","2891","621","2590","95","116","391","320","10","76","535","351","2068","24","116","363","320","522","71","0","28","0","05/05/2018","418","06/05/2018","381","13/05/2018","265","12/05/2018","356","19/05/2018","470","20/05/2018","501","26/05/2018","215","27/05/2018","295","02/06/2018","535","03/06/2018","76","-","-","-","-","05/05/2018","418","06/05/2018","381","13/05/2018","0","12/05/2018","0","19/05/2018","470","20/05/2018","501","26/05/2018","215","27/05/2018","295","02/06/2018","535","03/06/2018","76","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","265","12/05/2018","356","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","535","289","0","356","62","17"
"Sonora","PERIFÉRICO SUR, No. 810, C.P. 85875","Sí","Sí","2095","1821","274","1718","52","45","154","126","9","112","278","233","1493","23","45","134","126","225","29","0","20","0","05/05/2018","193","06/05/2018","112","12/05/2018","274","19/05/2018","260","20/05/2018","277","26/05/2018","216","27/05/2018","207","02/06/2018","278","03/06/2018","278","-","-","-","-","-","-","05/05/2018","193","06/05/2018","112","12/05/2018","0","19/05/2018","260","20/05/2018","277","26/05/2018","216","27/05/2018","207","02/06/2018","278","03/06/2018","278","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","274","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","0","278","202","0","274","30","9"
"Sonora","CARR. INTERNACIONAL KM 3 FRENTE AL AEROPUERTO, S/N","Sí","Sí","647","558","89","492","19","19","90","27","6","82","139","108","430","5","19","77","27","62","14","0","13","0","05/05/2018","123","12/05/2018","89","19/05/2018","119","26/05/2018","95","02/06/2018","139","03/06/2018","82","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","123","12/05/2018","0","19/05/2018","119","26/05/2018","95","02/06/2018","139","03/06/2018","82","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","12/05/2018","89","19/05/2018","0","26/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","0","139","93","0","89","15","1"
"Sonora","AV. GUERRERO, No. 923, COL. SAN MARTIN, C.P. 84160","Sí","Sí","506","375","131","219","38","19","149","81","6","26","141","84","130","6","19","139","81","89","32","0","10","0","05/05/2018","141","06/05/2018","98","12/05/2018","131","19/05/2018","58","26/05/2018","26","02/06/2018","52","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","141","06/05/2018","98","12/05/2018","0","19/05/2018","58","26/05/2018","26","02/06/2018","52","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","131","19/05/2018","0","26/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","0","141","62","0","131","22","7"
"Tabasco","AV.UNIVERSIDAD, S/N, ZONA DE LA CULTURA, C.P. 86040","Sí","Sí","1749","1389","360","1287","72","9","204","177","10","156","181","175","1031","5","9","170","174","256","67","0","34","3","05/05/2018","177","06/05/2018","176","13/05/2018","181","12/05/2018","179","19/05/2018","180","20/05/2018","180","26/05/2018","156","27/05/2018","160","02/06/2018","180","03/06/2018","180","-","-","-","-","05/05/2018","177","06/05/2018","176","13/05/2018","0","12/05/2018","0","19/05/2018","180","20/05/2018","180","26/05/2018","156","27/05/2018","160","02/06/2018","180","03/06/2018","180","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","181","12/05/2018","179","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","180","139","0","181","36","8"
"Tabasco","AV. GREGORIO MÉNDEZ, No. 2838-A, COL. TAMULTÉ, C.P. 86100","Sí","Sí","846","646","200","730","21","1","50","44","9","76","100","94","548","3","1","50","44","182","18","0","0","0","05/05/2018","95","12/05/2018","100","13/05/2018","100","19/05/2018","100","20/05/2018","96","26/05/2018","83","27/05/2018","76","02/06/2018","100","03/06/2018","96","-","-","-","-","-","-","05/05/2018","95","12/05/2018","0","13/05/2018","0","19/05/2018","100","20/05/2018","96","26/05/2018","83","27/05/2018","76","02/06/2018","100","03/06/2018","96","-","-","-","-","-","-","05/05/2018","0","12/05/2018","100","13/05/2018","100","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","0","100","72","0","100","22","4"
"Tabasco","CARR. VILLAHERMOSA-FRONTERA KM. 3.5, S/N, CIUDAD INDUSTRÍAL, C.P. 86010","Sí","Sí","529","409","120","406","19","5","55","44","10","24","60","53","306","1","5","53","44","100","18","0","2","0","05/05/2018","59","06/05/2018","43","13/05/2018","60","12/05/2018","60","19/05/2018","58","20/05/2018","60","26/05/2018","24","27/05/2018","45","02/06/2018","60","03/06/2018","60","-","-","-","-","05/05/2018","59","06/05/2018","43","13/05/2018","0","12/05/2018","0","19/05/2018","58","20/05/2018","60","26/05/2018","24","27/05/2018","45","02/06/2018","60","03/06/2018","60","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","60","12/05/2018","60","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","60","41","0","60","12","4"
"Tabasco","PROL. PASEO USUMACINTA KM 3.5, S/N, FRACC. EL COUNTRY, C.P. 86280","Sí","Sí","280","161","119","197","25","2","27","29","5","46","60","56","104","0","2","26","29","93","25","0","1","0","05/05/2018","57","13/05/2018","60","12/05/2018","59","19/05/2018","58","02/06/2018","46","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","57","13/05/2018","0","12/05/2018","0","19/05/2018","58","02/06/2018","46","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","13/05/2018","60","12/05/2018","59","19/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","58","32","0","60","24","2"
"Tabasco","CARR. VILLAHERMOSA-TEAPA KM 14.6, S/N, FRACC. PARRILLA II, C.P. 86280","Sí","Sí","660","310","350","530","47","7","33","43","5","80","176","132","227","0","7","33","43","303","47","0","0","0","05/05/2018","83","12/05/2018","176","13/05/2018","174","19/05/2018","147","02/06/2018","80","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","83","12/05/2018","0","13/05/2018","0","19/05/2018","147","02/06/2018","80","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","12/05/2018","176","13/05/2018","174","19/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","147","62","0","176","70","7"
"Tabasco","CARR. CUNDUACÁN JALPA KM. 1, S/N, C.P. 86690","Sí","Sí","512","392","120","379","8","11","65","49","10","26","60","51","272","0","11","61","48","107","8","0","4","1","05/05/2018","60","06/05/2018","60","13/05/2018","60","12/05/2018","60","19/05/2018","57","20/05/2018","52","26/05/2018","37","27/05/2018","26","02/06/2018","60","03/06/2018","40","-","-","-","-","05/05/2018","60","06/05/2018","60","13/05/2018","0","12/05/2018","0","19/05/2018","57","20/05/2018","52","26/05/2018","37","27/05/2018","26","02/06/2018","60","03/06/2018","40","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","60","12/05/2018","60","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","60","39","0","60","12","2"
"Tamaulipas","CALLE PEDRO PÉREZ IBARRA, No. 2801, COL. INFONAVIT, C.P. 88275","Sí","-","210","210","0","125","-","5","69","11","6","12","55","35","125","-","5","69","11","0","-","0","0","0","05/05/2018","43","06/05/2018","42","20/05/2018","27","26/05/2018","12","27/05/2018","55","02/06/2018","31","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","43","06/05/2018","42","20/05/2018","27","26/05/2018","12","27/05/2018","55","02/06/2018","31","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","12","55","35","0","0","0","1"
"Tamaulipas","AV. LAS TORRES Y AV. HIDROS, S/N, COL. COLINAS DE SN. GERARDO, C.P. 89000","Sí","-","205","205","0","159","-","-","22","24","8","13","37","26","159","-","-","22","24","0","-","-","0","0","05/05/2018","22","06/05/2018","24","19/05/2018","22","20/05/2018","13","26/05/2018","25","27/05/2018","37","02/06/2018","35","03/06/2018","27","-","-","-","-","-","-","-","-","05/05/2018","22","06/05/2018","24","19/05/2018","22","20/05/2018","13","26/05/2018","25","27/05/2018","37","02/06/2018","35","03/06/2018","27","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","13","37","26","0","0","0","1"
"Tamaulipas","CALLE NEZAHUALCÓYOTL, No. 1000 OTE., COL. CAROLINA YUCATÁN, C.P. 89860","Sí","-","79","79","0","-","-","8","33","38","2","39","40","40","-","-","8","33","38","-","-","0","0","0","05/05/2018","40","06/05/2018","39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","40","06/05/2018","39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","39","40","40","0","0","0","1"
"Tamaulipas","TORRE JOSÉ LÓPEZ PORTILLO 2do. PISO (TORRE DE CRISTAL), S/N, COL. MIGUEL HIDALGO, C.P. 870","Sí","Sí","304","234","70","202","2","-","59","41","9","20","40","34","164","0","-","42","28","38","2","-","17","13","05/05/2018","36","06/05/2018","34","13/05/2018","30","12/05/2018","40","19/05/2018","20","20/05/2018","36","27/05/2018","33","02/06/2018","39","03/06/2018","36","-","-","-","-","-","-","05/05/2018","36","06/05/2018","34","13/05/2018","0","12/05/2018","0","19/05/2018","20","20/05/2018","36","27/05/2018","33","02/06/2018","39","03/06/2018","36","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","30","12/05/2018","40","19/05/2018","0","20/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","0","39","26","0","40","8","1"
"Tamaulipas","CARR. NACIONAL TAMPICO-MANTE KM. 24.5, S/N, C.P. 89600","Sí","-","35","35","0","-","-","2","20","13","2","15","20","18","-","-","2","20","13","-","-","0","0","0","05/05/2018","20","06/05/2018","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","20","06/05/2018","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15","20","18","0","0","0","1"
"Tamaulipas","BLVD. EMILIO PORTES GIL, No. 1301 PTE, COL. BANRURAL, C.P. 87010","Sí","Sí","266","121","145","95","50","27","34","60","4","45","76","66","0","0","27","34","60","95","50","0","0","0","05/05/2018","76","06/05/2018","45","12/05/2018","76","13/05/2018","69","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","76","06/05/2018","45","12/05/2018","0","13/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","76","13/05/2018","69","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","76","30","0","76","36","1"
"Tamaulipas","AV. PRIMERO DE MAYO ESQ. SOR JUANA INÉS DE LA CRUZ, S/N, COL. LOS MANGOS, C.P. 89440","Sí","Sí","575","447","128","349","23","20","104","79","10","17","83","58","281","0","20","70","76","68","23","0","34","3","05/05/2018","83","06/05/2018","83","13/05/2018","78","12/05/2018","50","19/05/2018","52","20/05/2018","25","26/05/2018","43","27/05/2018","74","02/06/2018","70","03/06/2018","17","-","-","-","-","05/05/2018","83","06/05/2018","83","13/05/2018","0","12/05/2018","0","19/05/2018","52","20/05/2018","25","26/05/2018","43","27/05/2018","74","02/06/2018","70","03/06/2018","17","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","78","12/05/2018","50","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","83","45","0","78","13","1"
"Tamaulipas","CARR. LAURO VILLAR KM 6.5, S/N, COL. TECNOLÓGICO, C.P. 87490","Sí","Sí","671","606","65","424","26","13","143","65","8","22","118","84","385","0","13","143","65","39","26","0","0","0","05/05/2018","109","06/05/2018","112","12/05/2018","65","20/05/2018","63","26/05/2018","22","27/05/2018","118","02/06/2018","102","03/06/2018","80","-","-","-","-","-","-","-","-","05/05/2018","109","06/05/2018","112","12/05/2018","0","20/05/2018","63","26/05/2018","22","27/05/2018","118","02/06/2018","102","03/06/2018","80","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","65","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","0","118","76","0","65","8","1"
"Tamaulipas","AV. NUEVAS TECNOLOGÍAS, No. 5902, PARQUE CIENTÍFICO Y TECNOLÓGICO DE TAMAULIPAS, C.P. 8713","Sí","-","563","563","0","415","-","17","57","74","8","54","87","70","415","-","17","57","74","0","-","0","0","0","05/05/2018","75","06/05/2018","73","19/05/2018","61","20/05/2018","87","26/05/2018","54","27/05/2018","74","02/06/2018","75","03/06/2018","64","-","-","-","-","-","-","-","-","05/05/2018","75","06/05/2018","73","19/05/2018","61","20/05/2018","87","26/05/2018","54","27/05/2018","74","02/06/2018","75","03/06/2018","64","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","54","87","70","0","0","0","1"
"Tamaulipas","AV. UNIVERSIDAD TECNOLÓGICA, No. 1555, COL. LA ESCONDIDA, C.P. 88770","Sí","Sí","892","733","159","571","42","10","180","89","9","28","150","99","490","0","10","145","88","81","42","0","35","1","05/05/2018","120","06/05/2018","123","13/05/2018","59","12/05/2018","100","20/05/2018","78","26/05/2018","28","27/05/2018","109","02/06/2018","150","03/06/2018","125","-","-","-","-","-","-","05/05/2018","120","06/05/2018","123","13/05/2018","0","12/05/2018","0","20/05/2018","78","26/05/2018","28","27/05/2018","109","02/06/2018","150","03/06/2018","125","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","13/05/2018","59","12/05/2018","100","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","0","150","81","0","100","18","1"
"Tlaxcala","AV. UNIVERSIDAD, No. 2, COL. LA LOMA XICOHTENCATL, C.P. 90070","Sí","Sí","994","799","195","738","57","14","112","73","10","95","100","99","574","26","14","112","73","164","31","0","0","0","05/05/2018","100","06/05/2018","99","12/05/2018","100","13/05/2018","95","19/05/2018","100","20/05/2018","100","26/05/2018","100","27/05/2018","100","02/06/2018","100","03/06/2018","100","-","-","-","-","05/05/2018","100","06/05/2018","99","12/05/2018","0","13/05/2018","0","19/05/2018","100","20/05/2018","100","26/05/2018","100","27/05/2018","100","02/06/2018","100","03/06/2018","100","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","100","13/05/2018","95","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","0","100","80","0","100","20","4"
"Tlaxcala","AV. UNIVERSIDAD POLITÉCNICA, No. 1, SAN PEDRO XALCALTINCO, C.P. 90180","Sí","Sí","1280","817","463","1048","113","9","72","38","7","118","240","183","656","42","9","72","38","392","71","0","0","0","05/05/2018","119","12/05/2018","240","13/05/2018","223","19/05/2018","193","20/05/2018","228","26/05/2018","118","02/06/2018","159","-","-","-","-","-","-","-","-","-","-","05/05/2018","119","12/05/2018","0","13/05/2018","0","19/05/2018","193","20/05/2018","228","26/05/2018","118","02/06/2018","159","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","12/05/2018","240","13/05/2018","223","19/05/2018","0","20/05/2018","0","26/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","0","228","117","0","240","66","8"
"Tlaxcala","CARR. APIZACO-TZOMPANTEPEC ESQ. AV. INSTITUTO TECNOLÓGICO, S/N, APIZACO, C.P. 90300","Sí","Sí","967","617","350","753","114","3","50","47","7","100","175","138","479","38","3","50","47","274","76","0","0","0","05/05/2018","100","12/05/2018","175","13/05/2018","175","20/05/2018","125","26/05/2018","126","27/05/2018","142","02/06/2018","124","-","-","-","-","-","-","-","-","-","-","05/05/2018","100","12/05/2018","0","13/05/2018","0","20/05/2018","125","26/05/2018","126","27/05/2018","142","02/06/2018","124","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","12/05/2018","175","13/05/2018","175","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","-","-","-","-","-","-","-","-","-","-","0","142","88","0","175","50","7"
"Veracruz","CALLE LUIS DONALDO COLOSIO MURRIETA, S/N, ARROYO DEL MAÍZ, C.P. 93230","Sí","Sí","2288","1727","561","1486","120","94","406","182","12","74","244","191","1058","24","94","369","182","428","96","0","37","0","05/05/2018","244","06/05/2018","244","07/05/2018","157","13/05/2018","244","14/05/2018","74","12/05/2018","243","19/05/2018","206","20/05/2018","229","26/05/2018","76","27/05/2018","84","02/06/2018","244","03/06/2018","243","05/05/2018","244","06/05/2018","244","07/05/2018","157","13/05/2018","0","14/05/2018","0","12/05/2018","0","19/05/2018","206","20/05/2018","229","26/05/2018","76","27/05/2018","84","02/06/2018","244","03/06/2018","243","05/05/2018","0","06/05/2018","0","07/05/2018","0","13/05/2018","244","14/05/2018","74","12/05/2018","243","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","0","244","144","0","244","47","6"
"Veracruz","SECCIÓN 5A RESERVA TERRITORIAL, S/N, SANTA BÁRBARA, C.P. 91096","Sí","Sí","800","400","400","347","53","75","325","-","4","200","200","200","0","0","75","325","-","347","53","0","0","-","05/05/2018","200","06/05/2018","200","12/05/2018","200","13/05/2018","200","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","200","06/05/2018","200","12/05/2018","0","13/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","12/05/2018","200","13/05/2018","200","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","200","100","0","200","100","12"
"Veracruz","AV. UNIVERSIDAD, No. 350, DOS CAMINOS, C.P. 94910","Sí","Sí","1889","1369","520","1379","100","49","282","79","11","107","193","172","951","36","49","254","79","428","64","0","28","0","05/05/2018","192","06/05/2018","190","14/05/2018","136","12/05/2018","193","13/05/2018","191","19/05/2018","193","20/05/2018","193","26/05/2018","107","27/05/2018","108","02/06/2018","193","03/06/2018","193","-","-","05/05/2018","192","06/05/2018","190","14/05/2018","0","12/05/2018","0","13/05/2018","0","19/05/2018","193","20/05/2018","193","26/05/2018","107","27/05/2018","108","02/06/2018","193","03/06/2018","193","-","-","05/05/2018","0","06/05/2018","0","14/05/2018","136","12/05/2018","193","13/05/2018","191","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","0","193","124","0","193","47","7"
"Veracruz","CARR. ANTIGUA MINATITLÁN-COATZACOALCOS KM. 16.5, S/N, COL. RESERVA TERRITORIAL, C.P. 96536","Sí","Sí","734","285","449","351","76","30","197","80","5","135","150","147","0","0","30","175","80","351","76","0","22","0","05/05/2018","150","06/05/2018","135","14/05/2018","150","12/05/2018","149","13/05/2018","150","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","150","06/05/2018","135","14/05/2018","0","12/05/2018","0","13/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","14/05/2018","150","12/05/2018","149","13/05/2018","150","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","150","57","0","150","90","4"
"Veracruz","KM. 4.5 CARRETERA FEDERAL XALAPA-VERACRUZ, COL. SAHOP, C.P. 91190","Sí","-","519","519","0","-","-","57","158","304","2","197","322","260","-","-","57","158","304","-","-","0","0","0","05/05/2018","322","06/05/2018","197","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","322","06/05/2018","197","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","197","322","260","0","0","0","11"
"Yucatan","CALLE 18 NORTE X 49, No. 300, COL. SALVADOR ALVARADO SUR, C.P. 97190","Sí","Sí","388","296","92","333","29","2","24","-","9","21","46","43","257","18","2","19","-","76","11","0","5","-","05/05/2018","21","13/05/2018","46","12/05/2018","46","19/05/2018","46","20/05/2018","46","26/05/2018","46","27/05/2018","46","02/06/2018","46","03/06/2018","45","-","-","-","-","-","-","05/05/2018","21","13/05/2018","0","12/05/2018","0","19/05/2018","46","20/05/2018","46","26/05/2018","46","27/05/2018","46","02/06/2018","46","03/06/2018","45","-","-","-","-","-","-","05/05/2018","0","13/05/2018","46","12/05/2018","46","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","0","46","33","0","46","10","2"
"Yucatan","AV. FIDEL VELÁZQUEZ, S/N, FRACC. DEL PARQUE, C.P. 97160","Sí","-","673","673","0","592","1","16","46","18","8","40","99","84","592","1","16","46","18","0","0","0","0","0","05/05/2018","40","06/05/2018","40","19/05/2018","98","20/05/2018","99","26/05/2018","99","27/05/2018","99","02/06/2018","99","03/06/2018","99","-","-","-","-","-","-","-","-","05/05/2018","40","06/05/2018","40","19/05/2018","98","20/05/2018","99","26/05/2018","99","27/05/2018","99","02/06/2018","99","03/06/2018","99","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","40","99","84","0","0","0","5"
"Yucatan","AV. PRIMERO DE MAYO ENTRE CALLE 46 SUR POR 107 Y 109, S/N, COL. SANTA ROSA, C.P. 97279","Sí","-","341","341","0","260","14","2","44","21","8","19","48","43","260","14","2","44","21","0","0","0","0","0","05/05/2018","48","06/05/2018","19","19/05/2018","45","20/05/2018","45","26/05/2018","40","27/05/2018","48","02/06/2018","48","03/06/2018","48","-","-","-","-","-","-","-","-","05/05/2018","48","06/05/2018","19","19/05/2018","45","20/05/2018","45","26/05/2018","40","27/05/2018","48","02/06/2018","48","03/06/2018","48","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","19","48","43","0","0","0","1"
"Yucatan","CALLE 132 ENTRE 47 Y 49, S/N, COL. XOCLÁN","Sí","-","392","392","0","274","20","6","43","49","8","49","49","49","274","20","6","43","49","0","0","0","0","0","05/05/2018","49","06/05/2018","49","19/05/2018","49","20/05/2018","49","26/05/2018","49","27/05/2018","49","02/06/2018","49","03/06/2018","49","-","-","-","-","-","-","-","-","05/05/2018","49","06/05/2018","49","19/05/2018","49","20/05/2018","49","26/05/2018","49","27/05/2018","49","02/06/2018","49","03/06/2018","49","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","19/05/2018","0","20/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","49","49","49","0","0","0","2"
"Yucatan","AV. INDUSTRIAS NO CONTAMINANTES POR ANILLO PERIFÉRICO NORTE, S/N, C.P. 97310","Sí","-","112","112","0","77","-","1","16","18","3","35","39","37","77","-","1","16","18","0","-","0","0","0","05/05/2018","35","02/06/2018","38","03/06/2018","39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","35","02/06/2018","38","03/06/2018","39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","35","39","37","0","0","0","2"
"Yucatan","CALLE 51 POR PERIFÉRICO, S/N, FRACC. FRANCISCO DE MONTEJO ll, C.P. 97180","Sí","-","173","173","0","106","8","10","17","32","6","21","33","29","106","8","10","17","32","0","0","0","0","0","05/05/2018","29","06/05/2018","30","26/05/2018","33","27/05/2018","30","02/06/2018","30","03/06/2018","21","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","29","06/05/2018","30","26/05/2018","33","27/05/2018","30","02/06/2018","30","03/06/2018","21","-","-","-","-","-","-","-","-","-","-","-","-","05/05/2018","0","06/05/2018","0","26/05/2018","0","27/05/2018","0","02/06/2018","0","03/06/2018","0","-","-","-","-","-","-","-","-","-","-","-","-","21","33","29","0","0","0","1"
