ID,DG1,DG2,DG3,DG4,DG5,DG6,DG7,DG8,DG9,DG10,DG11,DG12,DT1,DT2,DT3,DT4,DT5,DT6,DT7,DT8,DT9,DT10,DT11,DT12,DT13,DT14,DT15,DT16,DT17,DT18,DT19,DT20,DT21,DT22,DT23,DT24,DT25,DT26,DT27
337,M,B,B,A,A,B,,E,B,A,B,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
340,F,A,B,A,A,C,,E,A,C,A,B,A,A,B,B,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,A,A,A,B,A,B,A,B
343,F,B,B,A,A,A,,E,A,C,B,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
344,M,A,B,A,A,B,,E,A,B,A,C,A,B,B,B,B,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B
346,M,B,B,A,A,A,,,B,A,A,D,A,A,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
347,F,A,B,A,A,B,,E,B,A,A,C,A,B,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
348,M,B,B,A,A,C,,E,B,A,A,D,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,B,A,A,B,A,B,A,B,A,B,A,B
349,M,A,B,A,A,C,D,E,B,A,C,D,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
351,M,A,B,A,A,C,,E,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
352,M,A,B,A,A,C,,E,B,A,A,D,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
353,,A,B,A,A,C,,E,B,A,,D,A,B,B,A,B,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,,A,A,A,A
354,F,A,B,A,A,A,,E,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
356,F,A,B,A,A,C,,E,B,A,,D,A,B,B,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
357,F,B,B,A,A,C,,E,B,A,A,,A,B,B,A,B,B,B,B,B,B,A,B,A,A,A,B,B,B,A,B,A,B,A,B,B,,B
358,F,A,B,A,A,C,,E,B,A,A,B,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,B
359,F,A,B,A,A,B,,E,B,A,B,D,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,B,A,A,B,A,A,A,B,A,B,A,B
360,M,B,B,A,A,D,,E,B,A,B,D,A,A,B,A,B,A,B,B,A,A,B,A,A,B,A,A,A,B,A,B,B,B,B,A,B,B,B
361,F,B,B,A,A,B,,E,B,A,A,D,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B
362,M,C,B,A,A,C,,E,A,B,B,B,A,A,A,A,B,A,B,A,A,A,B,A,A,B,A,A,A,B,B,A,A,A,B,A,A,A,B
363,F,A,B,A,A,C,,E,B,A,B,B,A,B,A,A,A,B,A,A,A,B,A,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A
364,F,A,B,A,A,C,,E,B,A,C,D,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
365,F,A,B,A,A,D,,E,B,A,A,C,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,A,B,A,A,A,B
367,F,D,B,A,A,C,,E,A,C,B,C,A,B,B,B,B,A,B,A,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
368,F,A,B,A,,,,E,A,,A,C,A,B,B,B,B,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B
369,F,D,,A,A,B,,E,A,B,A,D,A,A,A,B,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A,A,B,B,A,A,B,A,B
370,M,B,B,A,A,B,,E,A,C,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
371,M,A,B,A,A,B,,E,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
373,M,B,B,A,A,A,B,E,B,A,,B,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,,A,A,A,,A,B,A,
374,F,B,B,A,A,C,,E,B,A,A,D,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
375,F,A,B,A,A,C,,E,B,A,A,D,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,A,B,A,A,A,B
376,M,A,B,A,A,B,,E,B,A,A,B,A,B,B,B,B,A,B,B,A,A,B,A,A,B,B,B,A,B,B,A,B,A,B,A,B,A,B
377,F,C,B,A,A,B,,E,A,C,B,C,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
378,F,A,B,A,A,B,,E,B,A,B,B,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,,B,B,A,A,A,A,B,A,A,A
379,M,A,B,A,A,,,E,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,
380,F,A,B,B,A,C,,,B,A,D,B,A,B,B,B,A,A,B,B,B,A,B,A,A,B,A,A,A,A,B,A,A,A,,A,,A,B
381,M,B,B,A,A,B,,E,A,B,B,D,B,A,A,B,B,A,B,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B
382,F,A,B,A,A,C,F,E,B,A,A,D,A,B,B,B,B,A,B,,A,A,B,A,A,B,A,A,A,A,B,A,A,A,,A,,A,B
383,F,A,B,A,A,A,,E,B,A,B,C,A,A,B,B,B,A,A,,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A
384,F,A,B,A,A,C,,E,B,A,A,D,A,A,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B
385,M,B,B,A,A,C,,,B,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
386,M,B,B,A,A,A,A,,B,,,D,A,B,B,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,B
387,M,A,B,A,A,B,C,E,A,C,B,B,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
390,F,A,B,A,A,B,,E,A,C,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B
391,F,C,C,A,A,B,C,E,B,A,A,C,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,A,A,B
393,F,A,B,A,A,B,B,E,A,A,C,D,A,A,A,A,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
394,M,B,B,A,A,B,,E,B,A,B,B,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
395,M,A,B,A,A,C,,E,B,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
396,F,B,B,A,A,C,,E,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,,B
397,F,A,B,A,A,B,,E,B,A,B,A,A,B,A,A,A,B,B,B,B,B,A,B,A,B,A,A,A,A,B,B,A,A,A,A,B,A,B
398,M,B,B,A,A,B,,E,A,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
399,M,C,B,A,A,B,,E,A,C,D,D,A,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B
400,M,C,B,A,A,C,,E,A,C,B,D,A,A,A,A,A,,,,,,A,A,A,A,,,A,,A,,A,,A,,,A,
402,F,A,B,A,A,C,,E,B,A,,D,A,A,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
403,F,A,C,A,A,B,,E,B,A,,D,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,A,B,A,B,A,B
404,M,A,B,A,A,C,,E,A,C,A,B,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,,A,A
406,,A,B,B,A,A,B,*,B,A,B,,A,B,B,B,A,A,B,A,A,B,B,A,A,B,B,A,B,B,B,A,B,A,B,B,B,A,B
407,F,A,B,A,A,C,,E,B,A,,,A,A,A,A,A,A,A,A,B,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,
408,F,B,B,A,A,C,,E,A,C,A,B,A,B,A,B,,A,B,B,A,B,B,A,A,,A,A,A,B,B,A,B,A,B,A,B,A,B
409,F,A,B,A,A,C,,E,B,A,A,C,A,A,B,A,B,A,B,A,A,B,B,A,A,B,A,A,A,B,B,A,A,A,B,A,A,A,B
410,F,A,B,A,A,B,,E,B,A,A,D,A,A,B,B,A,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A,B,A,B,A,B,A,B
411,F,A,B,A,A,B,,,B,A,,C,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
412,F,A,B,A,A,B,,E,B,A,,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A
414,,A,A,B,A,A,,E,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,B,A,A,A,A,B,A,A,A,B,A,B
415,F,A,B,A,A,C,,E,A,B,B,B,A,A,A,B,A,A,B,A,A,A,B,A,A,A,B,B,B,A,B,A,A,A,B,A,A,A,B
417,F,B,B,A,B,D,E,B,B,A,B,D,A,B,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
418,F,C,B,A,B,C,D,B,B,A,B,D,A,B,B,B,B,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
419,M,D,B,A,B,B,B,B,A,C,C,C,A,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
420,F,B,B,A,B,C,D,B,B,A,A,B,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,B
421,M,B,B,A,A,C,D,B,B,A,B,D,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,A,B,A,A,A,B
422,M,B,B,A,B,D,E,B,B,A,C,D,A,A,B,B,B,A,B,B,A,A,B,A,A,B,B,B,A,B,B,A,A,A,B,A,B,A,B
423,F,B,B,A,B,C,C,B,B,A,C,C,A,B,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
424,F,C,A,A,B,D,E,B,B,A,C,D,A,B,B,B,B,A,B,B,A,B,B,A,A,B,B,B,A,B,B,A,B,A,B,A,B,A,B
425,F,B,B,A,B,C,,B,B,A,B,C,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
426,M,B,B,A,A,B,,E,B,,A,C,A,B,A,A,A,A,B,B,A,B,B,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,A
427,M,A,B,A,A,A,,E,B,A,A,B,A,B,B,B,A,B,B,B,A,B,*,B,B,B,B,B,A,A,B,A,A,A,A,A,A,A,B
428,F,A,B,A,A,B,,E,B,A,B,B,A,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
429,F,A,B,A,A,C,,E,B,A,,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
430,F,A,B,A,A,D,,E,B,A,C,D,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,A,A,B
431,M,B,B,A,A,C,,E,A,B,,B,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
432,M,B,B,A,A,C,,E,A,B,C,B,A,A,B,A,B,A,B,B,B,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A
433,F,B,B,A,B,D,E,B,B,A,A,C,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
434,F,B,B,A,B,C,C,B,B,A,B,D,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,B
435,F,B,B,A,A,D,C,B,B,A,A,D,A,A,B,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B
436,F,B,B,A,B,D,E,B,B,A,A,C,A,B,B,B,B,A,B,B,A,B,B,A,A,B,B,B,A,A,B,A,B,A,B,A,B,A,B
437,F,B,B,A,B,C,D,B,B,A,B,C,A,B,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
438,F,B,B,A,B,D,D,B,B,A,C,D,A,B,A,A,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
439,F,B,B,A,B,C,C,B,B,A,B,D,A,B,B,B,A,A,B,A,A,B,A,B,A,B,B,A,B,A,B,A,B,A,B,A,B,A,B
440,F,B,B,A,B,C,E,B,B,A,B,D,A,A,B,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
441,M,B,B,A,B,D,E,B,B,A,C,D,A,B,A,B,B,A,B,B,A,B,B,A,A,B,B,B,A,B,B,A,B,A,B,A,B,A,B
442,F,B,B,A,B,D,E,B,B,A,D,C,A,B,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
443,M,B,B,A,B,D,E,B,B,A,D,D,A,A,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A,B,A,B,A,B,A,B
444,F,B,B,A,B,C,D,B,B,A,D,D,A,B,B,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,B
445,M,C,B,A,B,C,D,B,B,A,E,D,A,A,A,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
446,M,C,B,A,B,D,E,B,B,A,D,D,A,A,A,B,B,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,B,A,B,A,B,A,B
447,F,B,B,A,B,C,D,B,B,A,C,D,A,A,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,A,B,A,B,A,B
448,F,B,B,A,B,C,D,B,B,A,C,C,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
449,F,B,B,A,B,C,D,B,B,A,C,D,A,B,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
450,M,B,D,A,B,D,E,B,B,A,C,C,A,A,B,B,A,A,A,B,A,A,B,A,A,A,A,B,A,B,B,A,B,A,A,A,B,B,B
451,F,B,B,A,B,C,D,B,B,A,D,D,A,B,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
452,F,B,B,A,B,D,E,B,B,A,C,C,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
453,F,B,B,A,B,C,D,B,B,A,C,B,A,B,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
454,F,B,B,A,B,C,D,B,B,A,C,C,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
455,M,B,B,A,B,C,C,B,B,A,C,D,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
456,M,B,B,A,B,C,D,B,A,C,C,D,A,B,A,B,B,A,B,B,A,A,B,A,B,B,A,B,A,B,B,A,B,A,B,A,A,A,B
457,M,B,B,A,B,C,C,B,B,A,B,D,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
458,M,B,B,A,B,C,D,B,B,A,B,D,A,B,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A,B,A,B,A,B,A,B
459,F,B,B,A,B,C,D,B,B,A,D,D,A,B,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,A,A,B,A,B,A,B
460,F,B,B,A,B,C,D,B,B,A,D,C,A,B,A,B,A,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A,B,A,B,A,A,A,B
461,F,C,B,A,A,C,C,B,B,A,B,C,A,B,A,B,A,A,B,B,A,A,B,A,B,B,A,A,A,A,B,A,B,A,B,A,B,A,B
462,F,C,B,A,B,B,C,B,B,A,C,B,A,B,A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,B
463,F,B,B,A,B,C,D,B,B,A,D,C,A,A,A,B,A,A,B,B,B,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B
464,F,B,B,A,B,C,C,B,B,A,E,D,A,A,B,B,A,A,A,B,A,A,A,B,A,B,A,A,B,A,B,A,A,A,A,A,B,A,B
465,M,D,B,A,B,B,C,B,B,A,B,D,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
466,F,B,B,A,B,D,E,B,B,A,B,D,B,B,B,B,B,B,B,A,A,B,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A
467,F,B,B,A,B,C,D,B,B,A,B,C,B,B,B,B,B,B,B,B,A,B,B,A,A,B,A,B,A,B,B,A,B,A,B,A,B,A,B
468,F,B,B,A,B,D,E,B,B,A,A,B,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
469,M,C,B,A,A,A,B,E,B,A,C,D,A,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
470,F,B,B,A,A,D,D,E,B,A,D,D,A,A,A,B,B,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,B
471,F,B,B,A,A,A,B,E,B,A,A,A,B,B,B,B,B,B,B,B,A,A,B,B,A,A,B,A,A,A,B,A,B,A,A,A,B,A,A
472,M,D,B,A,A,A,C,E,A,C,C,D,B,A,A,B,A,A,A,B,B,A,B,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B
473,F,B,B,A,A,C,C,E,B,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
474,F,B,B,A,A,B,C,E,B,A,B,B,A,B,B,B,B,B,B,A,B,B,A,B,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
475,F,C,B,A,A,C,C,E,B,A,B,C,A,A,B,B,B,A,B,B,A,A,B,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,B
476,M,C,B,A,A,D,B,E,A,C,A,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,B,B,B
477,F,B,B,A,A,C,C,E,B,A,D,B,A,A,A,B,B,A,B,B,A,A,B,A,A,B,B,B,A,B,B,A,B,B,B,A,B,A,B
478,F,D,B,A,A,A,C,E,A,D,A,C,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
479,F,B,B,A,A,B,C,E,B,A,A,D,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B
480,F,D,C,A,A,D,C,E,B,A,A,C,B,B,B,B,B,A,B,B,A,B,B,B,A,B,B,B,A,B,B,A,B,B,B,A,B,A,B
481,M,C,B,A,A,B,C,E,A,C,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
482,M,D,A,A,A,B,C,E,A,C,A,D,A,B,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,B,A,A,A,A,B
483,M,C,B,A,A,B,C,E,B,A,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
484,M,B,B,A,A,A,C,E,B,A,C,C,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
485,M,B,B,A,A,B,B,E,B,A,C,D,A,A,A,B,A,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B
486,M,B,B,A,A,B,B,E,B,A,B,B,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,B,A,B
487,F,C,B,A,A,D,D,B,A,C,B,D,A,B,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,B,B,A,B,A,B
488,F,B,B,A,A,B,A,E,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
489,F,B,A,A,,B,B,E,A,C,B,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,,A,A,A,A,A,A,A,A,
490,F,B,B,A,A,A,B,E,B,A,B,A,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
491,F,B,B,A,A,C,C,E,B,A,B,D,A,A,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
492,M,B,B,A,A,B,C,E,A,B,C,C,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
493,F,B,B,A,A,B,A,E,A,B,A,A,A,A,A,B,B,A,A,B,B,B,A,A,A,A,A,B,A,B,B,A,B,A,B,A,A,A,B
494,F,B,B,A,A,B,C,E,B,A,B,C,A,A,B,B,B,A,A,B,A,A,B,A,A,A,A,A,A,B,B,A,A,A,B,A,B,A,B
495,F,B,B,A,A,D,D,E,B,A,A,D,A,A,B,B,B,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A,B,A,B,A,B,A,B
496,M,B,B,A,A,B,C,E,,A,C,B,A,A,A,B,A,A,A,B,B,A,B,A,A,A,B,B,B,B,A,A,B,A,A,B,A,B,A
497,F,D,B,A,A,B,D,E,B,A,,D,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
498,M,C,B,A,A,B,C,E,B,A,A,D,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
499,M,B,B,A,A,B,B,E,B,A,C,D,A,A,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A
500,M,C,B,A,A,A,C,D,A,D,B,C,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A
501,M,B,B,A,A,A,B,E,A,B,C,D,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
502,M,B,B,A,A,B,D,E,B,A,C,D,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
503,M,B,B,A,A,B,D,E,B,A,A,D,A,B,B,B,A,B,B,B,A,A,B,A,B,B,A,B,A,A,B,A,B,A,B,A,B,A,B
504,F,B,,A,A,B,C,B,A,C,A,D,,,,,,,,,,,,,,,,,,,B,,,,,,,,
505,F,B,B,A,A,A,C,E,B,A,A,C,A,B,B,B,B,B,B,B,A,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B
506,,,,,,,,,,,,,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,,A,A,,,B
507,F,B,B,A,A,B,B,E,B,A,B,D,B,B,B,B,A,A,B,B,B,A,B,A,A,B,A,B,A,B,B,A,B,A,B,A,B,A,B
508,F,B,B,A,A,B,C,E,B,A,C,C,B,B,B,A,A,B,B,B,B,B,B,B,B,A,A,B,A,B,A,B,A,B,B,B,B,B,A
509,F,B,B,A,A,C,C,E,B,A,C,C,A,B,B,B,B,A,B,B,A,A,B,A,A,B,B,B,A,A,B,A,B,A,B,A,B,A,B
510,F,B,B,A,A,B,D,E,A,B,B,B,A,B,B,B,A,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
511,M,B,B,A,A,B,C,E,B,A,C,B,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
512,F,C,B,A,A,B,B,E,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
513,M,B,B,B,A,C,D,B,B,A,E,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
514,F,B,B,B,A,C,D,B,B,A,C,B,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B
515,F,B,B,B,A,C,E,B,B,A,B,D,A,B,A,B,A,A,B,B,A,A,B,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,B
516,F,B,B,B,A,C,D,B,A,C,C,B,A,B,A,B,A,A,B,B,A,B,B,A,A,B,A,B,A,B,B,A,B,A,B,A,B,A,B
517,M,C,B,B,A,A,C,B,B,A,E,B,B,B,A,B,A,B,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
518,M,B,B,B,A,C,D,B,B,A,E,C,A,B,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B
519,F,B,B,B,A,D,D,B,B,A,B,D,A,A,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
520,F,B,B,B,A,C,C,B,B,A,D,B,A,B,A,B,A,A,B,A,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
521,M,D,B,B,A,B,C,B,B,A,C,B,A,A,A,B,A,A,B,A,A,A,B,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B
522,M,C,B,B,A,B,B,B,B,A,D,B,A,A,B,A,B,B,B,B,A,B,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,B,B
523,F,B,B,A,A,C,D,B,B,A,B,C,B,A,A,A,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,B,B,B,A,B,A,B
524,F,B,B,B,B,A,C,B,B,A,D,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
525,F,B,B,B,A,B,D,B,B,A,B,C,A,A,B,B,A,A,B,A,B,B,A,A,A,A,A,B,A,B,A,A,B,A,B,B,A,B,A
526,F,A,B,B,A,B,B,B,B,A,C,C,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,B
527,F,B,B,B,A,B,C,B,B,A,C,C,A,A,A,B,B,A,B,B,A,A,B,A,A,B,A,A,A,B,B,A,B,A,B,A,B,A,B
