,Sex1,Sex2,Sex3,Sex4,Sex5,Sex6,Sex7,Sex8,Sex9,Sex10,Sex11,Sex12,Sex13,Sex14,Sex15,Sex16,Sex17,Sex18,Sex19,Sex20,Sex21,Sex22,Sex23,Sex24,Sex25,Sex26,Sex27,Sex28,Sex29,Sex30,Sex31,Sex32,Sex33,Sex34,Sex35,Sex36,Sex37,Sex38,Sex39,Sex40,Sex41,Sex42,Sex43,Sex44,Sex45,Sex46A,Sex46B,Sex46C,Sex46D,Sex46E,Sex47,Sex48,Sex49,Sex50,Sex51,Sex52,Sex53,Sex54,Sex55,Sex56,Sex57,Sex58,Sex59,Sex60,Sex61,Sex62,Sex63,Sex64,Sex65,Sex66,Sex67,Sex68,Sex69,Sex70,Sex71,Sex72,Sex73,Sex74,Sex75
544,B,B,C,C,D,D,C,C,D,A,D,D,A,B,B,A,D,A,A,A,A,B,A,A,B,A,A,A,C,A,A,A,C,B,F,C,A,A,A,A,D,B,C,A,E,,,,,E,B,A,E,E,A,A,C,D,A,A,A,B,D,A,B,A,C,A,C,F,E,A,E,A,A,A,A,A,C
545,D,A,C,A,D,D,D,D,D,C,C,B,A,D,A,B,B,B,B,A,A,D,A,C,A,D,A,A,D,B,D,C,A,A,C,B,C,A,A,A,A,D,A,A,A,A,,,D,,A,A,B,D,B,B,B,D,A,A,A,D,A,A,A,B,A,B,B,A,A,A,A,B,B,A,C,A,C
546,A,A,D,A,D,A,A,D,D,C,D,A,A,A,D,A,D,A,A,D,A,A,D,A,D,A,A,D,A,D,D,B,B,B,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,D,B,B,D,A,A,A,A,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,D,C
547,A,A,D,A,D,D,D,D,D,D,D,D,B,D,A,C,B,D,B,B,B,D,A,C,B,D,B,A,B,D,D,D,C,B,F,C,E,B,A,B,D,E,E,E,E,A,,,,,A,A,E,E,A,A,A,D,A,A,A,A,A,A,A,A,C,A,C,F,E,E,E,E,E,D,D,B,C
548,B,A,D,A,D,D,D,D,D,D,D,D,A,D,A,C,A,C,A,A,A,C,A,C,A,C,A,A,A,C,C,C,B,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,B,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
549,A,A,E,A,D,D,D,D,D,D,D,D,B,C,A,C,D,C,A,A,A,C,A,B,D,D,C,C,D,A,D,B,C,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,B,A,E,E,D,A,B,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,A,C
550,A,A,E,A,D,D,D,D,D,D,D,D,B,D,B,C,D,C,C,C,A,D,C,D,D,D,C,C,D,C,D,A,C,D,F,C,E,B,A,A,D,E,E,E,E,,,,,E,E,A,E,E,D,D,D,A,A,A,A,A,A,A,B,B,A,B,C,F,A,E,E,E,E,D,D,A,C
551,B,A,C,B,D,D,D,D,D,D,D,D,A,C,B,C,C,D,A,B,A,C,A,C,B,C,A,A,D,C,D,B,B,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,A,A,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,A,C
552,B,A,D,B,C,B,D,D,D,B,D,D,B,C,B,B,C,A,B,C,A,B,A,A,D,C,D,C,C,B,D,C,C,B,F,C,E,B,A,B,C,E,E,E,E,,,,D,E,A,A,E,E,B,C,A,C,A,A,A,B,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,A,A
553,B,A,D,B,D,,B,B,D,B,D,D,A,C,B,B,A,C,A,B,A,A,A,B,A,B,A,A,B,D,D,C,D,B,F,C,E,B,B,B,D,E,E,E,E,A,B,C,,,A,A,E,E,C,C,D,D,A,A,C,C,C,D,A,A,A,B,C,F,A,E,E,E,E,D,D,A,C
554,D,A,C,B,D,D,D,D,D,D,D,D,A,D,A,D,C,A,A,A,A,A,A,B,A,A,A,A,D,A,D,D,A,D,B,B,C,B,A,A,A,D,A,A,A,A,,,,,E,A,C,D,A,C,C,D,A,A,A,B,A,A,B,A,B,B,B,D,B,A,B,A,A,A,A,B,C
555,B,A,E,A,,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C,C,C,C,C,C,C,A,C,C,D,D,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,C,A,A,A,A,A,A,A,A,A,C,A,C,F,E,E,E,E,E,D,D,D,C
556,D,A,A,A,C,A,A,A,D,A,D,A,A,B,A,A,D,A,A,A,A,A,B,A,B,A,D,C,D,C,D,D,D,A,B,A,C,B,B,B,A,C,D,A,B,,B,,,,A,A,A,A,D,A,B,D,A,A,A,A,D,D,B,B,A,B,A,D,D,A,C,A,C,D,D,D,C
557,C,A,C,B,B,B,B,B,D,D,C,C,B,C,B,C,C,B,C,C,B,A,B,B,C,C,B,B,B,C,C,A,A,B,D,B,C,B,B,B,A,B,B,C,C,,,,D,,C,A,C,C,B,B,A,B,C,B,C,D,D,D,A,B,A,A,B,C,B,C,C,D,D,D,D,C,B
558,D,A,A,A,B,B,D,A,C,A,B,D,B,B,C,A,C,A,C,D,A,A,A,A,A,A,A,A,B,C,D,C,B,B,B,A,A,B,B,B,A,D,A,A,A,A,,,,E,A,D,A,D,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,B,A,B,B,A,B,B
563,A,A,D,B,D,D,D,D,D,D,D,D,A,C,A,C,B,C,A,B,A,D,A,C,A,D,A,A,B,D,D,C,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,B,B,C,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
564,B,A,E,B,D,A,D,D,D,D,D,D,A,D,A,D,A,D,A,A,B,D,B,D,B,B,B,B,B,B,B,C,C,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,E,A,A,E,E,A,A,C,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,A
565,A,A,E,B,D,D,D,D,D,D,D,D,B,D,B,D,B,D,B,B,B,B,B,B,B,B,B,B,D,B,D,C,D,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,D,B,D,D,A,A,A,A,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,A,C
566,D,A,D,A,C,D,A,D,D,D,D,A,A,D,A,D,D,D,D,A,A,D,A,A,A,A,A,A,A,D,D,D,A,A,A,B,C,A,A,B,D,D,A,A,A,A,,,,E,A,D,B,A,A,A,B,D,A,A,A,A,A,A,B,A,B,B,B,,E,E,A,A,A,C,C,B,C
567,D,A,D,A,D,D,D,D,D,D,D,D,A,A,A,D,A,A,A,A,B,B,B,B,B,B,B,B,D,B,C,B,A,A,B,A,D,B,B,B,B,D,D,A,A,A,,,,,A,A,C,A,B,A,D,C,C,C,C,C,C,C,B,B,B,A,B,C,B,C,B,C,C,C,C,C,C
568,D,A,C,B,B,C,D,C,D,D,D,D,A,C,A,D,C,D,C,B,B,D,A,D,A,D,A,A,C,C,D,C,A,A,B,A,C,B,A,A,B,C,A,B,A,,,C,,,B,A,B,C,C,B,C,D,B,C,C,B,C,B,B,B,B,B,B,A,D,B,B,B,,C,B,D,C
569,B,A,E,A,D,D,D,D,D,D,D,D,B,B,B,B,A,C,A,A,A,C,A,B,A,B,A,A,C,A,C,B,C,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,E,A,E,E,A,C,C,D,D,D,D,D,A,D,A,A,C,B,C,F,E,E,E,E,E,D,D,B,C
570,C,B,C,A,B,C,D,A,C,C,D,B,A,A,B,C,D,C,B,A,C,C,D,D,A,B,A,C,D,C,B,A,B,C,D,B,C,B,A,A,B,C,B,D,C,,,,D,,E,C,D,A,B,C,D,D,A,A,A,B,C,B,B,A,A,B,C,F,D,D,E,C,B,B,C,B,C
571,B,A,A,C,D,D,D,D,D,D,D,D,A,C,A,B,C,B,A,A,A,B,A,C,A,B,A,A,A,C,D,D,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,D,C,A,A,A,A,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,A,C
572,D,A,B,B,C,B,C,D,A,C,B,A,A,C,D,A,C,B,A,D,B,C,A,D,A,D,B,C,A,C,D,A,C,D,A,C,B,B,B,B,A,D,A,A,A,A,B,C,D,,A,C,E,A,C,D,A,D,A,C,B,C,D,A,A,A,B,B,A,C,B,A,A,B,C,D,A,C,A
573,B,A,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,C,A,C,B,C,C,F,C,E,B,B,B,D,E,E,E,E,,,,,E,E,D,B,C,D,D,D,C,B,C,D,C,B,B,A,A,C,A,B,A,C,B,D,C,D,D,D,D,
574,B,A,E,B,D,D,D,D,D,D,D,D,B,C,D,B,C,C,D,C,B,A,D,,B,C,C,D,D,D,D,B,C,C,C,B,D,B,A,B,C,B,D,D,D,,,C,,,E,C,D,C,C,C,A,D,B,B,D,C,D,D,A,A,C,B,C,E,C,E,E,E,D,C,D,C,B
575,C,A,D,D,D,D,D,D,D,D,D,D,A,C,B,A,C,B,B,B,A,D,A,C,C,C,A,A,D,A,B,A,B,C,F,C,E,B,B,B,D,E,E,E,E,A,,,D,,A,A,E,E,A,A,D,B,A,C,D,A,B,C,B,A,C,B,C,F,A,E,E,E,E,D,D,D,A
576,C,A,D,C,D,D,D,D,D,C,D,D,A,D,A,B,A,B,A,A,A,A,A,A,A,A,A,C,C,C,C,C,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,D,,D,A,C,A,A,D,C,D,A,C,A,A,A,B,B,A,C,B,C,F,E,E,E,E,E,D,D,A,A
577,B,A,C,A,A,B,C,A,B,C,C,A,C,A,A,C,B,B,C,D,A,A,B,C,C,C,A,C,A,D,D,A,A,B,B,A,A,B,B,B,D,A,A,B,A,,B,,,,A,A,A,C,D,D,D,B,A,A,C,A,A,C,B,A,B,A,B,D,E,B,B,A,A,A,B,A,B
578,B,A,D,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C,C,C,C,C,C,B,C,D,D,B,B,B,A,D,B,B,B,C,D,E,B,E,,,,D,,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,C,A,B,C,B,A,B,C,B,B,B
579,A,A,E,B,D,D,D,D,D,D,D,D,C,C,C,C,C,C,C,C,B,D,B,D,B,D,B,B,B,C,D,D,A,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,E,A,E,E,C,C,A,D,A,A,A,A,B,A,A,A,C,A,C,F,E,E,E,E,E,D,D,B,C
580,D,A,B,A,D,C,D,B,D,B,D,D,D,C,D,C,D,C,D,D,A,B,A,A,A,A,A,A,A,B,C,C,D,C,B,A,B,B,B,B,A,D,A,A,A,,B,,D,,A,A,C,A,B,A,B,B,A,A,B,A,A,B,A,A,A,B,A,A,C,A,A,B,C,C,C,B,C
581,B,A,A,A,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,C,D,D,A,F,C,E,B,A,A,D,E,E,E,E,,,,,E,B,A,E,E,D,A,A,A,A,A,A,A,A,A,A,A,C,A,C,F,E,E,E,E,E,D,D,D,C
582,B,B,C,C,C,B,A,A,A,B,B,B,C,C,B,C,B,C,B,C,C,C,B,B,C,B,A,A,B,C,D,A,B,B,A,B,B,A,A,B,B,B,C,C,D,,B,,,,E,E,E,E,D,D,D,D,D,D,D,D,D,D,B,B,C,B,B,F,E,E,E,E,E,D,D,D,C
583,D,C,B,D,C,A,C,B,A,C,B,D,B,D,B,C,A,C,B,C,D,C,B,A,C,B,C,D,B,C,B,A,C,B,A,C,E,B,A,B,D,C,C,A,B,,,C,,,D,C,E,C,B,C,B,C,B,C,B,A,C,A,B,A,B,B,C,F,B,C,B,A,C,B,C,D,B
584,D,A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,B,B,C,D,C,C,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,D,A,A,A,A,A,A,A,A,A,A,B,C,F,A,E,E,E,E,D,D,A,C
585,C,A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,C,B,C,B,C,A,B,A,C,B,B,B,C,D,D,D,C,,,C,,,E,D,D,B,A,B,C,A,A,A,A,A,A,A,A,B,A,B,B,A,C,B,C,B,A,C,A,C,C
586,C,A,B,A,C,A,B,D,B,A,C,B,D,B,C,A,D,C,A,D,B,D,A,C,A,B,D,B,C,D,A,C,A,D,E,B,D,A,A,A,C,A,E,C,D,,B,,,,A,C,E,B,C,A,D,B,B,C,D,A,A,D,B,A,A,B,C,B,C,E,C,A,D,B,,,A
588,B,A,A,B,D,D,D,D,D,D,D,D,A,D,A,D,A,D,A,A,A,C,B,B,A,D,A,A,A,D,D,D,A,A,F,C,E,A,A,B,D,E,E,E,E,,,,,E,B,A,E,E,C,A,D,A,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,D,B
589,C,A,E,A,D,D,D,D,D,D,D,D,A,C,A,C,B,D,A,A,A,D,A,C,A,D,A,A,C,B,D,B,A,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,C,C,D,A,A,A,A,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,B,C
590,A,A,A,B,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,A,C,B,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,C,A,A,A,A,A,A,A,A,B,C,B,C,F,E,E,E,E,E,D,D,A,A
591,A,A,D,B,D,D,D,D,D,D,D,D,B,D,B,D,D,D,D,B,B,B,B,B,C,B,B,A,B,B,C,D,C,B,F,C,E,B,A,B,C,E,E,E,E,A,,,,E,A,A,E,E,A,C,C,D,A,A,B,A,A,A,A,A,C,A,C,F,A,E,E,A,A,D,D,A,C
592,B,A,D,B,D,D,D,D,D,D,D,A,B,A,B,B,A,B,A,A,A,B,A,B,A,B,A,A,D,A,D,A,B,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,D,D,A,B,A,A,A,A,B,A,C,B,C,F,A,E,E,E,E,D,D,B,A
593,D,A,B,A,D,D,D,C,D,C,D,D,A,D,A,B,A,C,A,A,A,C,A,C,A,C,A,A,C,D,D,D,B,A,B,A,A,B,B,B,B,C,A,A,A,A,,,,,A,A,D,A,A,B,B,B,A,A,A,A,A,A,B,A,B,B,B,A,B,B,D,A,A,C,C,B,C
594,A,A,D,B,D,D,D,D,D,D,D,D,A,D,A,B,A,C,A,A,A,A,A,A,A,A,A,A,A,D,D,D,C,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,E,A,A,E,E,A,A,D,D,A,A,D,A,A,A,A,A,C,B,C,,E,E,E,E,E,D,D,A,A
595,B,A,B,B,D,D,D,D,D,D,D,D,A,C,A,C,A,C,A,A,A,C,A,D,A,D,A,A,B,B,D,B,B,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,C,A,E,E,A,B,C,B,A,A,B,B,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,A
597,D,A,A,B,D,B,D,B,D,B,D,D,B,C,A,C,A,C,B,B,B,A,A,B,B,B,A,A,C,B,C,B,C,B,B,A,A,B,A,B,C,C,B,A,A,A,,,,,A,A,D,A,C,B,C,B,B,A,A,B,B,A,A,A,A,B,B,A,E,B,D,A,A,C,B,B,A
598,C,A,B,B,D,D,D,D,D,D,D,D,A,A,A,D,A,C,A,A,A,D,A,A,A,A,A,A,B,D,D,C,D,B,F,C,E,B,B,B,D,E,E,E,E,A,,,,E,E,A,E,E,A,A,B,B,B,B,B,B,B,B,A,A,C,B,C,F,A,E,E,E,E,D,D,A,C
599,A,A,E,B,D,D,D,D,D,D,D,D,B,B,B,D,D,D,D,D,A,B,A,B,A,B,A,A,D,A,C,C,A,A,F,C,E,B,B,B,D,E,E,E,E,,B,,,,A,A,E,E,A,B,B,D,A,A,A,A,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,B,C
600,A,A,A,C,D,D,D,D,D,D,D,D,B,D,A,D,D,D,D,D,A,A,A,A,A,A,A,A,B,C,C,D,C,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,A,A,E,E,A,A,B,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,A
601,A,A,D,C,D,D,D,D,D,D,D,D,A,B,B,C,B,D,A,B,A,B,A,B,A,D,A,A,A,D,D,D,D,A,F,C,E,B,B,B,D,E,E,E,E,A,,,D,,A,A,E,E,A,A,D,D,A,A,A,A,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
602,C,A,B,A,D,B,B,B,D,B,D,D,C,C,C,C,D,B,B,B,C,C,D,A,D,B,D,C,C,C,D,C,A,A,B,B,C,B,B,B,C,D,A,A,A,,,,D,,B,A,D,A,B,A,B,C,B,B,B,B,C,B,B,A,A,A,A,A,D,A,B,B,B,C,C,B,A
603,C,A,C,B,D,B,D,D,D,D,D,D,A,D,A,D,B,D,A,A,A,A,A,A,A,A,A,A,C,B,C,B,D,A,F,C,E,B,A,B,D,E,E,E,E,A,,,,E,A,A,E,E,A,A,D,C,A,A,A,C,B,A,B,A,C,B,C,F,A,E,E,A,A,D,D,D,C
604,A,B,D,C,B,C,C,C,C,D,C,B,C,B,D,B,C,B,C,D,A,C,B,D,A,D,B,A,D,A,C,D,A,B,A,C,E,A,B,A,D,E,E,E,E,,,,,E,A,C,C,D,B,C,B,D,B,C,C,C,C,C,A,A,C,B,C,D,A,B,B,C,D,C,A,B,C
605,A,B,B,A,C,A,B,C,A,C,B,A,C,B,B,C,A,B,C,C,A,B,A,C,B,B,A,C,B,A,C,B,B,A,C,B,D,A,A,B,D,B,E,C,B,,B,,,,A,C,B,E,B,C,C,A,B,B,C,A,C,B,A,A,C,A,B,D,C,B,B,D,A,C,B,A,C
606,A,A,C,B,D,D,D,D,D,D,D,D,A,C,A,C,A,D,A,A,A,C,A,C,A,D,A,D,D,B,C,B,C,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,D,A,E,E,D,B,B,D,D,D,D,D,A,D,A,A,C,B,C,F,A,E,E,E,E,D,D,B,A
607,A,B,D,A,D,D,D,D,D,D,D,D,A,D,A,D,C,D,A,A,A,A,A,A,A,A,A,A,A,B,B,B,C,A,F,C,E,B,B,B,D,E,E,E,E,,,,D,,E,A,E,E,D,A,D,D,A,D,A,A,A,A,A,A,C,B,C,F,E,E,E,A,A,D,D,D,C
613,B,A,D,B,D,D,D,D,D,D,D,D,A,B,B,B,C,B,B,C,A,B,A,B,A,B,A,A,D,A,D,A,C,A,F,C,E,B,B,B,D,D,E,E,E,,,,,E,A,A,E,E,A,B,D,D,A,A,A,A,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,B,A
614,A,A,E,A,D,D,D,D,D,D,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,C,C,A,A,F,C,E,B,B,B,D,D,E,E,E,,,C,,,E,A,E,E,A,B,D,D,A,B,A,C,A,A,A,A,C,B,C,F,A,E,E,E,E,D,D,D,C
615,D,A,D,B,D,D,D,D,D,D,D,D,B,B,B,B,C,B,C,C,B,B,B,B,B,C,B,A,C,B,D,B,C,A,B,B,C,B,B,B,C,D,A,A,A,A,,,,,C,A,C,A,B,C,C,D,A,A,B,B,B,B,A,A,B,B,B,F,A,E,B,B,B,B,C,C,A
616,D,A,B,A,A,A,D,A,D,A,D,D,A,A,A,A,A,A,A,A,A,B,A,B,B,B,B,A,B,B,C,B,D,A,B,B,C,B,B,A,A,C,A,A,A,A,,,,,C,B,B,D,C,B,B,B,A,C,B,D,A,B,A,A,A,A,B,B,B,D,A,A,C,B,B,B,A
617,D,C,A,D,D,D,D,D,D,D,B,B,D,A,A,D,A,D,A,A,A,A,A,A,A,A,A,A,D,A,C,B,B,A,B,A,B,A,B,A,C,C,D,D,A,A,,,,,B,A,C,B,C,D,D,A,A,A,A,A,A,A,A,B,B,A,B,C,B,D,,B,D,B,C,C,B
618,D,A,D,A,B,B,D,C,D,B,C,D,A,A,A,B,A,A,B,D,A,A,A,B,A,C,A,C,C,B,C,A,A,D,C,A,C,B,B,A,A,D,A,A,A,,B,C,,,A,A,B,D,C,B,C,D,A,B,B,C,B,C,A,B,B,A,C,D,C,A,B,C,B,B,B,B,A
619,D,A,D,B,A,A,D,A,A,B,A,A,A,A,D,D,D,C,A,B,D,A,B,C,B,,C,D,D,D,D,D,D,D,E,C,A,B,B,B,C,D,A,A,A,,B,C,,,A,A,B,D,C,A,D,D,A,B,C,A,A,A,A,B,C,B,B,D,D,A,A,B,C,D,D,D,A
620,A,A,D,A,D,D,D,D,D,D,D,D,A,B,A,B,A,B,B,B,A,A,A,A,B,A,A,A,C,A,D,B,C,A,F,C,E,B,B,B,D,E,E,E,E,A,,,,,A,A,E,E,A,A,D,D,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,D,C
621,C,B,D,B,D,D,D,D,D,D,D,D,B,D,A,D,D,D,A,A,A,C,A,B,A,B,A,A,A,C,C,D,C,A,F,C,E,B,A,B,D,E,E,E,E,,,,,E,C,A,E,E,A,A,D,D,A,C,D,C,A,D,B,B,C,B,C,F,A,E,E,E,E,D,D,A,A
622,B,C,B,B,C,A,D,B,C,B,C,B,D,A,B,C,A,B,D,B,C,C,B,C,B,D,A,C,B,D,B,A,B,C,B,C,B,A,B,A,B,C,B,,C,,,C,,,A,B,D,C,B,C,A,B,C,D,B,A,B,C,B,A,B,A,C,B,D,B,C,D,C,B,C,A,B
623,D,A,B,A,C,A,D,A,D,C,D,B,B,C,A,C,B,C,B,A,D,B,A,B,B,C,A,A,B,C,D,C,B,A,B,A,B,B,B,B,A,C,A,B,A,A,,,D,E,A,A,B,C,A,A,D,D,A,B,B,A,A,A,B,B,A,B,B,B,B,A,D,B,B,B,C,C,A
624,D,A,A,B,D,D,D,D,D,D,D,D,B,B,B,B,B,C,B,B,A,C,A,C,A,C,A,A,B,C,D,B,C,B,B,A,B,B,A,B,A,D,A,A,A,,B,,D,,C,A,C,A,B,B,C,A,A,B,A,A,A,A,A,A,B,B,B,A,B,E,B,B,B,C,C,B,A
625,D,A,B,B,B,B,D,C,D,D,D,D,B,C,C,D,B,D,B,B,B,B,B,B,B,B,B,B,B,C,D,C,C,B,C,A,C,B,B,A,B,C,A,A,A,,B,,D,,C,A,B,A,B,A,B,C,B,B,B,B,C,B,B,B,B,B,B,B,D,A,B,B,B,A,C,B,C
626,B,A,B,C,D,C,B,A,B,C,B,A,B,C,B,B,A,B,A,A,B,D,B,A,C,B,C,D,B,A,B,A,B,C,B,A,B,B,B,B,C,B,C,D,E,,B,,,,B,C,D,B,B,A,B,C,B,A,C,B,A,B,A,B,A,B,C,B,A,C,D,B,C,B,D,B,A
627,D,B,C,B,B,A,D,B,D,C,D,D,A,D,A,B,A,C,A,A,A,A,A,A,A,A,A,A,A,D,D,C,A,A,C,A,B,B,B,B,A,D,A,A,A,,,,D,,A,A,C,D,A,A,C,B,A,A,A,A,A,A,A,A,A,B,B,B,C,A,B,A,A,A,A,A,C
628,D,A,D,B,D,D,D,D,D,D,D,D,A,A,A,A,D,A,B,B,B,B,A,C,B,B,B,C,D,A,D,A,A,A,B,A,A,B,B,B,C,D,A,A,A,,,,D,,A,A,D,A,B,C,D,D,A,B,A,B,B,A,B,A,A,A,B,A,A,A,A,C,B,C,B,B,A
629,D,A,A,B,A,A,D,A,D,C,D,B,A,D,A,D,D,D,D,A,A,A,A,A,A,A,A,A,D,D,D,D,C,A,C,A,C,B,B,B,C,C,A,D,C,,,,D,,B,A,B,D,C,A,A,A,C,C,B,D,D,D,B,B,A,B,B,C,C,B,C,B,D,A,C,C,A
630,C,A,A,A,D,C,B,B,D,A,D,D,D,B,D,C,D,A,D,D,B,A,D,A,D,A,D,D,D,A,B,A,B,B,A,B,A,B,B,B,A,D,C,E,E,,B,,,,D,B,B,A,C,A,A,A,A,C,A,A,D,A,B,B,A,B,B,A,C,A,B,A,A,B,C,B,A
631,D,A,C,B,B,C,D,C,D,D,D,C,A,C,B,C,D,C,D,D,B,C,A,C,B,C,B,B,D,A,D,C,C,B,B,A,B,B,A,B,A,A,A,A,A,,B,,,,A,A,C,C,B,B,B,C,B,B,A,B,B,B,A,A,B,B,B,B,D,B,B,B,A,A,A,A,A
632,B,A,A,C,D,D,C,D,B,D,B,D,B,C,B,D,B,D,B,A,C,C,B,D,A,A,A,C,B,C,D,B,C,D,B,C,B,A,B,B,A,C,B,D,B,,,,D,,B,D,E,B,C,A,C,D,B,C,B,B,D,B,B,B,A,B,C,B,C,C,B,C,C,D,A,A,A
633,D,A,A,A,D,A,D,D,D,D,D,D,D,A,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C,A,A,B,B,B,C,D,E,E,E,A,,,,,B,A,D,D,D,A,A,C,B,B,A,A,A,A,A,A,A,A,A,E,A,E,E,A,B,B,C,C,A
634,D,C,E,A,B,A,B,B,B,B,C,C,A,D,B,C,C,B,A,C,D,B,C,D,B,B,C,B,D,A,C,B,D,B,E,B,B,A,A,A,B,B,B,B,B,,B,,,,E,E,B,C,B,C,A,A,A,A,A,A,A,A,A,A,A,B,C,C,C,C,A,A,B,B,B,B,B
635,B,A,D,A,D,D,D,D,D,D,D,D,B,C,D,D,D,D,D,D,A,A,A,A,A,A,A,A,D,A,C,A,D,A,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,A,E,E,A,C,D,D,A,A,A,A,A,A,A,A,C,B,C,F,E,E,E,E,E,D,D,A,A
638,A,B,D,A,B,A,C,D,B,A,B,D,D,C,D,D,D,D,D,D,A,A,A,A,B,B,A,A,A,A,D,D,A,D,F,C,E,B,B,B,D,E,E,E,E,,,,,E,A,E,E,E,A,D,D,A,A,A,A,A,A,A,A,A,C,A,C,F,A,E,E,E,E,D,D,A,A
641,D,B,A,B,D,D,D,D,D,D,D,D,B,D,B,D,B,D,B,B,A,D,A,D,A,D,A,A,D,B,B,C,C,B,C,A,A,B,A,B,A,D,A,A,A,A,B,,D,E,A,A,D,A,B,B,C,B,A,A,A,B,B,B,A,A,A,B,B,A,B,A,A,A,B,C,C,A,A
642,B,A,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,E,B,B,B,D,E,E,E,E,,,,,E,C,A,E,E,A,B,B,A,B,B,A,C,B,A,A,A,C,B,C,F,A,E,E,E,E,D,D,B,C
643,B,B,C,B,,,,,,,,,,,,,,,,,A,B,A,C,A,B,A,A,C,A,D,C,C,B,F,C,E,B,B,B,D,E,E,E,E,A,,,,,D,A,E,E,A,B,B,B,A,A,A,C,A,A,A,A,C,B,C,F,,,,,,,,,
644,A,A,D,B,D,D,D,D,D,D,D,D,A,D,A,D,C,D,A,A,A,A,A,A,A,A,A,A,D,B,B,C,D,D,F,C,E,B,B,B,D,E,E,E,E,A,,,,,C,A,E,E,A,A,C,D,A,A,A,A,A,A,,,,,,,,,,,,,,,
645,B,B,C,B,D,D,D,D,D,D,D,D,B,C,A,B,B,B,B,B,B,C,A,C,A,B,B,B,C,C,D,D,C,B,F,C,E,B,A,B,D,E,E,E,E,,,,,E,*,A,E,E,A,A,D,B,A,A,B,A,B,A,A,A,C,B,C,F,E,E,E,E,E,D,D,D,C
