7256238xxx,2,2,1,4,1,4,2,1,1,2,3,3,4,3,3,4,4,1,2,4,1,3,2,3,2,2,2,4,3,3,1,4,1,4,2,4,3,4,4,3,4,3,1,1,3,2,1,2,,2,2,1
7081925xxx,1,1,1,2,1,3,2,3,2,1,4,3,3,3,3,3,4,4,2,1,1,3,2,2,2,2,3,3,3,1,1,4,1,2,5,4,3,4,2,4,4,4,3,1,3,3,2,1,,2,1,1
4828245xxx,1,1,1,2,1,4,2,3,1,1,4,3,1,3,3,3,4,1,2,4,1,2,1,3,2,2,1,1,1,4,1,4,1,4,2,1,3,4,2,4,2,4,2,2,3,2,3,2,,1,2,1
1357246xxx,1,3,1,4,1,2,2,3,1,2,4,2,4,4,2,2,4,3,1,2,1,2,4,3,2,2,2,4,1,2,1,4,3,4,5,1,3,4,5,1,3,3,1,4,3,2,2,1,,1,5,1
806060xxxx,2,1,1,2,1,4,2,3,1,1,3,2,3,1,3,2,1,2,2,4,1,3,1,4,2,1,3,4,3,3,1,4,3,2,5,4,3,4,4,4,4,3,4,3,3,3,2,1,,2,2,1
001xxxxxxx,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,4,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,,1,2,1
1212860xxx,1,1,1,4,2,4,2,3,1,2,4,2,2,3,3,1,4,4,2,2,2,3,3,3,2,2,1,4,3,4,1,4,2,1,2,5,4,2,4,2,4,4,2,1,4,3,2,2,,2,1,1
8129456xxx,1,4,1,3,1,2,2,2,1,3,2,2,2,2,4,1,3,4,2,2,1,4,3,2,2,2,3,2,3,3,2,3,2,2,3,2,3,2,1,1,4,2,1,2,1,2,3,2,,1,2,1
3268744xxx,2,3,1,4,2,2,2,4,1,4,3,3,4,1,4,2,4,4,4,3,1,1,3,3,2,3,4,4,3,1,1,4,3,4,4,5,3,1,4,2,4,4,1,2,3,2,3,2,,1,1,1
002xxxxxxx,1,2,1,2,1,4,2,3,1,4,4,3,2,3,3,2,4,4,1,3,1,3,2,3,2,2,1,3,1,4,1,4,3,4,2,5,3,2,2,3,2,2,3,4,3,2,2,1,,2,1,1
003xxxxxxx,2,2,1,2,1,2,1,3,1,1,4,3,4,3,3,3,4,1,2,4,1,3,1,3,2,2,2,4,1,4,2,4,1,2,2,5,4,4,2,1,4,3,3,1,3,3,2,2,,2,1,1
5151515xxx,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,1,4,1
1762354xxx,1,1,1,4,1,4,1,3,1,4,4,2,2,3,3,3,4,1,2,4,1,2,2,3,2,1,1,4,3,4,1,4,3,2,5,4,3,4,5,1,3,k,k,k,k,k,k,k,,k,k,k
2459395xxx,1,2,1,4,1,1,3,3,1,2,2,3,4,1,3,1,4,2,2,1,1,3,3,3,2,2,1,4,3,4,1,4,3,3,5,5,3,4,4,2,2,4,3,4,3,2,2,1,,2,2,1
3752190xxx,2,1,1,4,2,4,4,3,1,1,4,3,2,4,4,3,4,k,1,3,1,3,3,3,2,1,1,3,3,4,1,4,4,2,2,5,3,4,2,1,4,4,1,2,3,1,2,k,,k,k,k
3982089xxx,1,2,1,4,2,1,3,3,1,2,2,1,2,1,3,3,1,1,2,2,1,1,2,3,2,1,3,4,3,4,2,4,3,4,1,5,3,5,5,1,4,3,3,4,2,2,2,2,,2,1,1
5194396xxx,1,1,1,4,2,4,2,3,1,4,4,3,3,1,4,2,4,3,1,2,1,4,1,3,2,1,3,3,4,3,1,3,2,3,2,1,3,2,4,1,4,4,3,3,3,3,1,1,,1,2,1
1215198xxx,1,1,1,4,2,2,2,3,1,4,4,3,2,1,4,2,4,3,3,4,1,3,3,3,2,2,1,3,3,3,1,4,3,4,2,1,3,4,2,4,4,3,4,3,2,2,4,1,,2,2,1
9060519xxx,1,1,1,4,2,1,1,2,1,2,4,3,4,1,3,3,4,1,1,1,1,2,3,3,2,2,1,4,3,4,1,4,1,4,2,1,3,4,5,1,4,4,3,1,3,3,2,2,,2,1,1
5131016xxx,2,1,1,4,1,4,1,3,2,2,4,1,2,4,1,2,4,2,2,4,1,3,2,3,2,2,2,4,1,4,2,4,3,1,1,4,3,2,4,2,4,2,3,2,3,1,4,2,,1,2,1
6496571xxx,1,1,1,2,2,4,2,3,1,4,4,3,2,3,3,2,4,4,2,3,1,2,4,3,2,1,1,4,3,4,1,2,3,4,2,5,4,5,2,1,4,4,1,1,2,2,4,1,,1,1,1
2953601xxx,1,2,1,1,1,1,2,3,1,1,2,4,3,4,2,2,4,1,2,4,1,3,1,3,2,2,2,2,3,3,1,4,3,2,5,1,2,4,1,1,4,4,2,1,3,2,2,2,,2,1,1
2359297xxx,1,1,1,2,2,1,1,3,1,2,3,1,3,3,4,2,4,1,2,2,1,2,3,3,2,2,3,2,1,3,1,1,3,4,2,1,3,4,2,1,2,3,3,4,4,2,4,1,,2,1,1
8675309xxx,1,2,1,2,2,4,2,2,1,1,2,2,2,2,1,2,1,2,3,4,1,3,1,3,2,1,2,4,1,4,1,4,1,3,5,1,4,2,2,1,4,4,2,2,3,2,2,1,,1,2,1
5216329xxx,1,1,1,2,2,3,1,3,1,1,4,3,4,4,3,3,4,3,3,4,1,1,2,3,2,1,2,4,3,4,2,4,1,3,2,1,2,4,2,4,4,4,3,1,3,3,1,2,,2,1,1
8287123xxx,2,1,1,4,1,4,1,3,1,4,3,4,1,1,3,3,4,3,3,2,1,3,3,3,2,2,2,1,3,4,2,4,3,4,5,1,3,4,2,1,2,4,2,2,3,3,2,1,,2,1,1
2332265xxx,1,1,1,2,1,4,2,3,1,4,4,4,1,1,3,3,4,4,2,2,1,2,1,3,2,2,3,3,1,2,1,1,2,1,2,1,3,4,4,1,4,1,4,1,3,1,1,2,,1,2,1
9417934xxx,1,1,1,4,1,4,3,3,1,2,3,3,3,3,3,3,4,3,3,3,1,3,3,3,2,2,1,3,3,3,2,4,3,3,2,1,3,4,5,3,3,3,3,3,3,2,3,2,,1,1,1
4680564xxx,1,2,1,2,2,4,3,3,1,1,3,2,4,1,3,1,4,4,4,4,4,3,3,2,2,2,1,4,1,4,1,4,3,4,2,1,3,4,5,1,4,4,3,1,3,1,2,2,,2,3,1
7667766xxx,1,2,1,1,1,4,2,3,1,2,4,4,2,3,3,1,2,1,1,3,1,3,2,3,2,2,2,1,1,4,1,4,3,3,2,1,3,4,2,1,4,3,3,4,3,2,3,1,,2,1,2
5823184xxx,1,3,1,4,1,4,4,3,2,1,1,3,4,1,3,2,4,2,2,1,1,3,3,3,2,2,3,3,1,3,1,3,3,1,1,2,1,4,4,1,2,3,4,2,4,2,3,1,,2,2,1
4695681xxx,1,1,1,4,2,2,2,2,1,4,3,2,2,1,3,3,4,3,4,2,1,2,1,3,2,2,1,4,3,2,2,4,3,2,5,1,3,4,4,4,2,4,4,3,3,2,2,2,,1,2,1
1333753xxx,1,2,1,4,1,4,1,2,1,2,4,1,4,1,3,1,4,2,1,4,1,4,2,3,2,2,1,2,3,4,1,4,4,1,1,5,3,4,4,1,3,2,4,3,1,1,1,2,,2,2,2
7859120xxx,2,1,1,2,2,4,1,3,1,2,1,4,2,3,3,3,4,3,2,3,1,2,2,3,2,2,1,4,3,4,1,4,2,2,2,4,3,4,4,1,4,4,2,4,3,1,2,2,,1,2,1
4685319xxx,1,2,1,4,2,4,2,3,1,4,4,4,4,3,4,3,4,2,1,1,1,2,1,3,2,2,1,4,3,4,1,4,3,2,2,1,3,4,4,2,4,3,2,4,3,2,4,1,,1,3,1
2537159xxx,1,2,1,1,2,1,2,3,2,2,1,2,3,3,3,2,4,4,2,4,1,3,3,3,2,2,1,1,1,4,1,3,3,4,2,1,3,4,4,4,4,4,3,2,3,2,2,1,,2,1,1
2681718xxx,1,2,1,4,2,4,1,1,1,3,2,3,4,1,3,3,4,1,1,1,1,2,1,2,2,2,1,3,3,4,1,4,3,4,5,5,3,4,4,1,4,4,3,2,3,2,3,2,,1,2,1
6218666xxx,1,1,1,4,2,4,2,3,1,1,4,1,4,3,3,2,1,1,2,4,1,3,1,3,2,2,4,1,3,3,1,4,1,1,2,1,2,4,2,1,4,4,3,1,3,2,1,2,,2,1,1
4247334xxx,1,1,1,4,2,4,1,3,1,2,4,3,2,2,3,2,4,1,2,2,1,2,1,3,2,2,1,1,3,4,1,4,4,2,2,1,3,4,4,1,4,4,3,1,1,2,2,2,,1,1,1
5073771xxx,2,1,1,2,1,4,2,3,1,2,3,4,3,3,3,2,4,1,2,1,1,3,4,3,2,2,1,2,3,4,1,4,1,4,4,1,2,4,2,3,4,4,2,1,3,2,1,1,,1,2,1
5523642xxx,1,2,1,4,1,4,2,3,1,1,2,3,2,3,3,2,4,3,1,4,1,3,1,3,2,2,2,4,3,1,1,4,1,4,2,1,2,2,2,1,4,d,4,3,3,2,1,1,,2,1,1
8939903xxx,1,1,1,4,2,1,1,3,1,1,4,2,2,3,1,3,4,3,2,1,1,3,2,3,2,1,3,4,1,1,1,4,3,1,5,1,3,2,2,1,4,4,4,3,3,3,2,2,,1,2,1
2956204xxx,1,1,1,2,2,4,2,3,2,2,1,3,1,3,3,3,4,4,2,3,1,3,2,3,2,2,1,4,3,4,1,4,1,1,2,1,3,1,2,1,4,4,1,1,3,2,2,1,,1,1,1
1238617xxx,1,3,1,2,2,4,2,2,1,4,3,1,3,2,1,3,3,3,1,4,3,3,4,3,2,1,3,3,3,3,1,4,3,4,5,5,3,4,3,1,4,3,2,1,3,3,4,2,,2,1,1
4849003xxx,1,3,1,4,2,4,1,3,1,2,4,3,1,3,3,1,4,2,1,4,1,2,3,3,2,3,3,3,3,3,1,4,3,1,5,5,4,2,5,4,4,4,2,4,2,3,2,2,,1,1,1
1223347xxx,2,2,1,4,2,3,4,3,1,4,2,4,1,1,3,2,3,1,2,3,1,2,4,3,2,2,1,4,2,1,2,4,3,2,2,1,3,4,3,4,3,3,1,4,1,2,4,2,,1,3,1
2171425xxx,1,1,1,4,1,2,1,3,1,1,1,4,3,3,3,2,4,4,4,4,1,2,3,3,2,3,1,4,3,4,1,4,3,3,5,4,3,4,2,1,4,3,3,4,3,3,2,2,,1,2,1
1726354xxx,2,4,1,2,2,4,4,1,1,2,3,3,1,1,2,3,4,3,1,3,1,2,1,3,2,1,2,4,1,4,1,4,3,4,2,1,3,4,5,1,4,3,3,2,4,1,1,2,,1,1,1
2708202xxx,1,2,1,3,2,3,1,2,1,2,2,3,4,3,2,1,4,3,4,4,1,2,1,3,2,2,1,4,1,3,1,4,3,1,1,5,2,2,4,1,3,3,3,2,3,2,2,2,,1,3,2
2817766xxx,1,3,1,3,1,3,2,3,1,3,3,1,2,4,2,1,1,3,2,1,2,4,3,3,2,4,2,3,2,3,2,4,3,2,2,5,3,2,4,2,3,4,1,2,3,1,2,1,,1,2,1
3334445xxx,1,1,1,5,2,1,2,1,2,1,3,4,2,2,3,2,4,2,2,2,1,3,3,3,2,3,3,2,2,2,1,4,1,2,1,2,2,4,4,3,4,4,3,2,3,3,3,1,,1,2,1
514850xxxx,1,1,1,4,2,4,1,4,1,3,3,3,3,3,4,2,4,4,2,1,1,1,3,3,2,2,1,2,3,4,1,4,3,2,2,4,3,2,2,1,4,3,2,2,3,1,3,1,,1,2,1
410198608x,1,2,1,2,2,4,2,3,1,3,3,3,2,3,3,3,4,3,1,4,1,4,3,2,2,2,3,3,1,4,1,4,1,4,2,5,3,2,4,1,2,4,3,2,3,2,4,1,,1,1,1
2416532xxx,1,1,1,4,2,4,2,2,2,4,2,2,1,3,3,2,4,4,2,4,1,3,4,4,2,2,3,1,1,4,1,4,3,1,5,1,3,4,4,1,4,3,3,4,2,2,3,1,,2,1,1
1625840xxx,1,2,1,1,1,4,2,3,1,4,2,1,2,3,4,2,4,2,1,4,1,4,2,3,2,1,3,4,1,4,1,4,1,4,1,4,3,1,5,4,3,3,3,3,1,3,3,1,,2,1,1
7788638xxx,1,1,1,4,2,2,2,2,1,2,4,4,2,3,3,3,4,1,2,3,1,3,2,3,2,2,1,1,3,4,2,4,4,2,2,5,3,5,5,4,1,1,2,3,3,2,1,1,,1,2,1
1127489xxx,1,2,1,2,2,4,2,3,1,1,3,1,2,3,1,2,4,4,4,4,1,2,1,2,2,1,1,4,3,4,1,4,4,3,5,5,3,4,2,1,4,3,1,1,3,4,4,2,,2,2,1
4532169470,1,1,1,2,2,4,2,3,2,2,2,3,4,1,3,3,4,1,2,4,1,1,1,3,2,1,3,4,3,4,2,4,3,4,5,4,3,4,2,1,2,2,2,1,4,2,2,1,,2,2,1
1462974xxx,1,2,1,4,2,4,1,3,1,2,4,2,1,4,3,3,4,1,4,1,1,3,4,3,2,2,3,3,3,1,1,4,3,2,4,1,3,4,4,3,4,4,1,4,3,3,3,1,,2,2,1
8745144xxx,1,2,1,1,2,4,2,2,1,3,4,1,4,4,3,1,4,4,1,4,1,2,3,3,2,2,1,1,3,4,1,4,3,3,5,1,3,4,2,1,4,4,1,3,3,4,2,2,,2,2,1
4618142xxx,2,2,1,2,2,1,2,3,1,4,3,4,4,3,3,2,4,3,3,1,1,3,4,3,2,2,1,4,3,3,2,4,3,1,2,5,2,4,4,1,3,3,2,1,k,k,k,k,,k,k,k
1524035385,1,1,1,1,2,1,1,3,1,4,2,4,1,1,3,3,4,4,2,2,1,3,2,3,2,2,1,1,3,4,2,4,4,2,5,4,3,4,2,1,4,2,3,4,3,3,2,1,,2,2,1
4621774xxx,1,2,1,3,2,4,2,3,1,4,4,4,1,3,3,3,4,1,3,3,1,2,1,3,2,2,1,3,3,4,2,4,3,2,2,1,2,4,2,1,3,4,3,4,3,1,2,1,,1,2,1
951984xxxx,1,1,1,4,2,1,2,4,1,3,1,3,4,4,2,3,1,1,2,3,3,3,1,2,2,2,3,4,2,1,2,4,4,1,5,4,3,5,5,1,2,3,3,3,3,2,3,1,,2,2,1
1248163x64,1,2,1,2,2,4,2,3,1,2,2,3,4,4,3,2,4,1,4,1,1,2,1,3,2,2,1,1,3,1,1,4,1,1,2,1,3,4,2,1,4,4,3,1,2,2,4,1,,1,1,1
