"n_participante","condicion","escala","duraciones","r_correctas","respuestas","r_corr_b","rt"
7,"Aleatoria","C",500,"s","s",1,1.001630068
7,"Aleatoria","C",600,"s","s",1,1.318903923
7,"Aleatoria","C",900,"l","l",1,5.784877062
7,"Aleatoria","C",900,"l","l",1,0.884539127
7,"Aleatoria","C",750,"l","l",1,1.70162797
7,"Aleatoria","C",500,"s","s",1,1.000921965
7,"Aleatoria","C",500,"s","s",1,0.918564796
7,"Aleatoria","C",600,"s","s",1,1.085920811
7,"Aleatoria","C",800,"l","s",0,5.435269833
7,"Aleatoria","C",850,"l","l",1,1.085529089
7,"Aleatoria","C",900,"l","l",1,1.436048985
7,"Aleatoria","C",700,"l, s","l",0,1.385112047
7,"Aleatoria","C",800,"l","l",1,1.052294016
7,"Aleatoria","C",650,"s","l",0,2.369328976
7,"Aleatoria","C",550,"s","s",1,0.585308075
7,"Aleatoria","C",850,"l","l",1,2.218671083
7,"Aleatoria","C",650,"s","s",1,1.317702055
7,"Aleatoria","C",700,"l, s","l",0,2.284561872
7,"Aleatoria","C",650,"s","l",0,1.699779987
7,"Aleatoria","C",600,"s","s",1,0.868489981
7,"Aleatoria","C",550,"s","s",1,0.918996096
7,"Aleatoria","C",750,"l","l",1,0.901664019
7,"Aleatoria","C",550,"s","s",1,1.351866961
7,"Aleatoria","C",750,"l","l",1,1.335592985
7,"Aleatoria","C",500,"s","s",1,0.435216904
7,"Aleatoria","C",850,"l","l",1,1.068274975
7,"Aleatoria","C",600,"s","s",1,0.768923998
7,"Aleatoria","C",900,"l","l",1,1.26886487
7,"Aleatoria","C",900,"l","l",1,1.085677147
7,"Aleatoria","C",550,"s","s",1,2.084698915
7,"Aleatoria","C",750,"l","l",1,1.151833057
7,"Aleatoria","C",900,"l","l",1,3.002625942
7,"Aleatoria","C",550,"s","s",1,1.20215416
7,"Aleatoria","C",800,"l","l",1,1.084191084
7,"Aleatoria","C",750,"l","l",1,1.302157879
7,"Aleatoria","C",600,"s","s",1,0.584893942
7,"Aleatoria","C",850,"l","l",1,0.91740799
7,"Aleatoria","C",650,"s","s",1,2.602029085
7,"Aleatoria","C",600,"s","s",1,0.735018969
7,"Aleatoria","C",700,"l, s","l",0,1.351932049
7,"Aleatoria","C",550,"s","s",1,0.667723894
7,"Aleatoria","C",700,"l, s","l",0,1.168784142
7,"Aleatoria","C",800,"l","l",1,1.284882069
7,"Aleatoria","C",800,"l","s",0,3.001940966
7,"Aleatoria","C",700,"l, s","l",0,1.300951958
7,"Aleatoria","C",650,"s","s",1,2.218937159
7,"Aleatoria","C",650,"s","l",0,2.068120956
7,"Aleatoria","C",500,"s","s",1,0.784744978
7,"Aleatoria","C",850,"l","l",1,1.26894784
7,"Aleatoria","C",500,"s","s",1,0.76908803
7,"Aleatoria","C",900,"l","l",1,2.118916988
7,"Aleatoria","C",700,"l, s","s",0,0.952871084
7,"Aleatoria","C",600,"s","l",0,2.201492071
7,"Aleatoria","C",850,"l","l",1,3.551723957
7,"Aleatoria","C",800,"l","l",1,1.619083881
7,"Aleatoria","C",850,"l","l",1,1.002514124
7,"Aleatoria","C",800,"l","l",1,1.018712997
7,"Aleatoria","C",850,"l","l",1,1.402016163
7,"Aleatoria","C",650,"s","l",0,2.018954992
7,"Aleatoria","C",600,"s","s",1,1.201919079
7,"Aleatoria","C",550,"s","s",1,0.58491993
7,"Aleatoria","C",700,"l, s","l",0,2.518925905
7,"Aleatoria","C",800,"l","l",1,1.068901062
7,"Aleatoria","C",750,"l","l",1,1.934998035
7,"Aleatoria","C",500,"s","s",1,0.619385004
7,"Aleatoria","C",750,"l","l",1,1.101351976
7,"Aleatoria","C",550,"s","s",1,0.601973057
7,"Aleatoria","C",500,"s","s",1,0.569320917
7,"Aleatoria","C",500,"s","s",1,0.651778936
7,"Aleatoria","C",650,"s","l",0,2.466887951
7,"Aleatoria","C",600,"s","s",1,1.236166954
7,"Aleatoria","C",750,"l","l",1,2.451176167
7,"Aleatoria","C",550,"s","s",1,0.918981791
7,"Aleatoria","C",900,"l","l",1,1.201712132
7,"Aleatoria","C",650,"s","l",0,1.618392944
7,"Aleatoria","C",900,"l","l",1,1.21875906
7,"Aleatoria","C",700,"l, s","l",0,1.735366106
7,"Aleatoria","C",700,"l, s","l",0,2.202645063
7,"Aleatoria","C",600,"s","s",1,1.301762819
7,"Aleatoria","C",700,"l, s","l",0,1.468813896
7,"Aleatoria","C",800,"l","l",1,2.268889904
7,"Aleatoria","C",600,"s","s",1,1.468575001
7,"Aleatoria","C",500,"s","s",1,1.035135984
7,"Aleatoria","C",550,"s","s",1,1.234484911
7,"Aleatoria","C",750,"l","l",1,2.519339085
7,"Aleatoria","C",650,"s","l",0,1.451839924
7,"Aleatoria","C",550,"s","s",1,1.185950041
7,"Aleatoria","C",600,"s","s",1,0.734407187
7,"Aleatoria","C",500,"s","s",1,0.951223135
7,"Aleatoria","C",750,"l","l",1,1.452865124
7,"Aleatoria","C",700,"l, s","l",0,1.951452971
7,"Aleatoria","C",850,"l","l",1,1.535399914
7,"Aleatoria","C",650,"s","l",0,2.951983929
7,"Aleatoria","C",900,"l","l",1,2.402617931
7,"Aleatoria","C",500,"s","s",1,1.218215942
7,"Aleatoria","C",650,"s","l",0,1.417436123
7,"Aleatoria","C",750,"l","l",1,1.568975925
7,"Aleatoria","C",900,"l","l",1,1.501265049
7,"Aleatoria","C",850,"l","s",0,1.118693829
7,"Aleatoria","C",800,"l","l",1,2.334619045
7,"Aleatoria","C",800,"l","l",1,0.969460011
7,"Aleatoria","C",900,"l","l",1,0.568429947
7,"Aleatoria","C",550,"s","s",1,1.132946968
7,"Aleatoria","C",850,"l","l",1,1.184474945
7,"Aleatoria","C",750,"l","l",1,1.285454988
7,"Aleatoria","C",900,"l","l",1,0.802385092
7,"Aleatoria","C",850,"l","l",1,0.785637856
7,"Aleatoria","C",850,"l","l",1,1.53511095
7,"Aleatoria","C",600,"s","l",0,3.268377066
7,"Aleatoria","C",500,"s","s",1,0.601760149
7,"Aleatoria","C",550,"s","s",1,0.518603086
7,"Aleatoria","C",800,"l","l",1,0.935335875
7,"Aleatoria","C",750,"l","s",0,1.102303982
7,"Aleatoria","C",550,"s","s",1,0.501219034
7,"Aleatoria","C",800,"l","l",1,1.335057974
7,"Aleatoria","C",700,"l, s","l",0,0.85118413
7,"Aleatoria","C",800,"l","l",1,1.102216005
7,"Aleatoria","C",750,"l","l",1,1.468394995
7,"Aleatoria","C",550,"s","s",1,0.935625792
7,"Aleatoria","C",900,"l","l",1,1.151880026
7,"Aleatoria","C",600,"s","l",0,2.185465813
7,"Aleatoria","C",700,"l, s","l",0,1.485394955
7,"Aleatoria","C",700,"l, s","l",0,1.818990946
7,"Aleatoria","C",600,"s","s",1,1.43594408
7,"Aleatoria","C",500,"s","s",1,0.869122982
7,"Aleatoria","C",650,"s","l",0,2.484857082
7,"Aleatoria","C",500,"s","s",1,0.869055986
7,"Aleatoria","C",850,"l","l",1,2.352524996
7,"Aleatoria","C",650,"s","l",0,1.985383987
7,"Aleatoria","C",900,"l","l",1,0.784770012
7,"Aleatoria","C",650,"s","s",1,1.218315125
7,"Aleatoria","C",750,"l","l",1,1.33558917
7,"Aleatoria","C",550,"s","s",1,0.602689028
7,"Aleatoria","C",650,"s","s",1,0.751918077
7,"Aleatoria","C",850,"l","l",1,1.168497801
7,"Aleatoria","C",500,"s","s",1,2.719037056
7,"Aleatoria","C",850,"l","l",1,1.102190018
7,"Aleatoria","C",800,"l","l",1,1.318398952
7,"Aleatoria","C",700,"l, s","l",0,1.302165985
7,"Aleatoria","C",900,"l","l",1,1.401741982
7,"Aleatoria","C",600,"s","s",1,0.669290066
7,"Aleatoria","C",750,"l","l",1,0.785131931
7,"Aleatoria","C",700,"l, s","s",0,1.385718107
7,"Aleatoria","C",650,"s","l",0,1.35149312
7,"Aleatoria","C",750,"l","l",1,0.752095938
7,"Aleatoria","C",550,"s","s",1,0.584826946
7,"Aleatoria","C",800,"l","l",1,0.734856129
7,"Aleatoria","C",550,"s","s",1,2.151635885
7,"Aleatoria","C",850,"l","l",1,0.718935013
7,"Aleatoria","C",600,"s","s",1,0.568852901
7,"Aleatoria","C",650,"s","l",0,2.101840973
7,"Aleatoria","C",900,"l","l",1,0.617326975
7,"Aleatoria","C",500,"s","s",1,0.735167027
7,"Aleatoria","C",600,"s","s",1,1.052022934
7,"Aleatoria","C",700,"l, s","l",0,4.268898964
7,"Aleatoria","C",500,"s","s",1,0.485197067
7,"Aleatoria","C",800,"l","l",1,0.985383987
7,"Aleatoria","C",900,"l","l",1,0.902476072
7,"Aleatoria","C",900,"l","l",1,1.318413019
7,"Aleatoria","C",550,"s","s",1,0.435686827
7,"Aleatoria","C",850,"l","l",1,0.968599796
7,"Aleatoria","C",650,"s","l",0,1.434565067
7,"Aleatoria","C",800,"l","l",1,1.517972946
7,"Aleatoria","C",750,"l","l",1,1.45102787
7,"Aleatoria","C",600,"s","s",1,3.268433094
7,"Aleatoria","C",800,"l","l",1,1.185954094
7,"Aleatoria","C",650,"s","l",0,1.53538394
7,"Aleatoria","C",550,"s","s",1,0.569127083
7,"Aleatoria","C",750,"l","l",1,1.035376787
7,"Aleatoria","C",800,"l","l",1,3.085492849
7,"Aleatoria","C",900,"l","s",0,2.051576853
7,"Aleatoria","C",500,"s","s",1,0.402068853
7,"Aleatoria","C",850,"l","l",1,1.302238941
7,"Aleatoria","C",900,"l","l",1,1.369186163
7,"Aleatoria","C",850,"l","l",1,1.351667166
7,"Aleatoria","C",550,"s","s",1,2.036237001
7,"Aleatoria","C",700,"l, s","l",0,3.918391943
7,"Aleatoria","C",600,"s","s",1,1.035232067
7,"Aleatoria","C",750,"l","l",1,1.18552494
7,"Aleatoria","C",650,"s","s",1,1.718842983
7,"Aleatoria","C",700,"l, s","l",0,1.48617816
7,"Aleatoria","C",600,"s","l",0,0.967669964
7,"Aleatoria","C",700,"l, s","l",0,0.918498039
7,"Aleatoria","C",500,"s","s",1,0.669694901
7,"Aleatoria","C",500,"s","s",1,0.535066843
7,"Aleatoria","C",550,"s","s",1,1.601767778
7,"Aleatoria","C",750,"l","l",1,1.868181944
7,"Aleatoria","C",750,"l","l",1,1.468924999
7,"Aleatoria","C",750,"l","l",1,2.119125128
7,"Aleatoria","C",850,"l","l",1,2.152901888
7,"Aleatoria","C",700,"l, s","l",0,1.718253851
7,"Aleatoria","C",600,"s","s",1,2.386245012
7,"Aleatoria","C",500,"s","s",1,1.318902016
7,"Aleatoria","C",900,"l","l",1,0.701930046
7,"Aleatoria","C",650,"s","l",0,4.269438982
7,"Aleatoria","C",550,"s","s",1,0.951983929
7,"Aleatoria","C",650,"s","l",0,2.236069918
7,"Aleatoria","C",800,"l","l",1,1.352527857
7,"Aleatoria","C",900,"l","l",1,1.151896954
7,"Aleatoria","C",800,"l","l",1,1.799868107
7,"Aleatoria","C",850,"l","l",1,1.102483034
7,"Aleatoria","C",650,"s","l",0,2.251894951
7,"Aleatoria","C",550,"s","s",1,1.285039186
7,"Aleatoria","C",800,"l","l",1,1.101625919
7,"Aleatoria","C",700,"l, s","l",0,3.218747139
7,"Aleatoria","C",600,"s","l",0,1.76909399
7,"Aleatoria","C",500,"s","s",1,0.43629694
7,"Aleatoria","C",850,"l","l",1,1.051226854
7,"Aleatoria","C",600,"s","s",1,0.452003002
7,"Aleatoria","C",500,"s","s",1,0.968770027
7,"Aleatoria","C",700,"l, s","s",0,0.852995157
7,"Aleatoria","C",900,"l","l",1,0.951870918
7,"Bloque","A",1063,"l","l",1,0.718744993
7,"Bloque","A",875,"l, s","l",0,1.802709818
7,"Bloque","A",1000,"l","l",1,1.102289915
7,"Bloque","A",687,"s","s",1,1.217956066
7,"Bloque","A",812,"s","l",0,1.885935068
7,"Bloque","A",1125,"l","l",1,1.300233126
7,"Bloque","A",938,"l","l",1,1.499949932
7,"Bloque","A",750,"s","s",1,1.685516834
7,"Bloque","A",625,"s","s",1,0.935575008
7,"Bloque","A",938,"l","l",1,1.319020987
7,"Bloque","A",875,"l, s","l",0,1.467734814
7,"Bloque","A",1063,"l","l",1,0.835998058
7,"Bloque","A",750,"s","s",1,0.917593956
7,"Bloque","A",812,"s","s",1,2.134926081
7,"Bloque","A",687,"s","s",1,0.902240038
7,"Bloque","A",1000,"l","l",1,0.819548845
7,"Bloque","A",625,"s","s",1,0.784907103
7,"Bloque","A",1125,"l","l",1,1.351210117
7,"Bloque","A",1063,"l","l",1,1.169027805
7,"Bloque","A",875,"l, s","l",0,1.817887068
7,"Bloque","A",938,"l","l",1,1.069010973
7,"Bloque","A",687,"s","s",1,0.751770973
7,"Bloque","A",1000,"l","l",1,1.251788855
7,"Bloque","A",1125,"l","l",1,0.801728964
7,"Bloque","A",812,"s","l",0,1.418058157
7,"Bloque","A",625,"s","s",1,0.919126034
7,"Bloque","A",750,"s","s",1,1.485528946
7,"Bloque","A",1125,"l","l",1,2.152942896
7,"Bloque","A",1000,"l","l",1,1.452317953
7,"Bloque","A",812,"s","l",0,2.084569931
7,"Bloque","A",1063,"l","l",1,0.968686104
7,"Bloque","A",625,"s","s",1,1.068583012
7,"Bloque","A",875,"l, s","l",0,2.234633923
7,"Bloque","A",938,"l","l",1,1.752242088
7,"Bloque","A",687,"s","s",1,0.785847902
7,"Bloque","A",750,"s","s",1,0.851921797
7,"Bloque","A",875,"l, s","l",0,1.317136049
7,"Bloque","A",750,"s","s",1,0.984279156
7,"Bloque","A",938,"l","l",1,1.135249138
7,"Bloque","A",812,"s","l",0,1.701910973
7,"Bloque","A",1000,"l","l",1,0.902153015
7,"Bloque","A",1063,"l","l",1,0.919291973
7,"Bloque","A",1125,"l","l",1,0.818853855
7,"Bloque","A",625,"s","s",1,0.885495186
7,"Bloque","A",687,"s","s",1,1.051659107
7,"Bloque","A",625,"s","s",1,0.803063154
7,"Bloque","A",750,"s","s",1,1.019964933
7,"Bloque","A",687,"s","s",1,0.835254908
7,"Bloque","A",938,"l","l",1,3.584610939
7,"Bloque","A",1063,"l","l",1,0.95249486
7,"Bloque","A",1000,"l","l",1,0.685394049
7,"Bloque","A",812,"s","l",0,2.118667126
7,"Bloque","A",1125,"l","l",1,0.934916019
7,"Bloque","A",875,"l, s","l",0,1.134702921
7,"Bloque","A",938,"l","l",1,0.902007818
7,"Bloque","A",1000,"l","l",1,0.66821909
7,"Bloque","A",875,"l, s","l",0,1.119191885
7,"Bloque","A",750,"s","s",1,0.851645947
7,"Bloque","A",687,"s","s",1,0.668429136
7,"Bloque","A",625,"s","s",1,0.434598923
7,"Bloque","A",812,"s","l",0,1.251043081
7,"Bloque","A",1125,"l","l",1,0.518348932
7,"Bloque","A",1063,"l","l",1,0.501994848
7,"Bloque","A",812,"s","l",0,1.384900093
7,"Bloque","A",1000,"l","l",1,0.918753147
7,"Bloque","A",750,"s","s",1,0.734684944
7,"Bloque","A",938,"l","l",1,0.718723059
7,"Bloque","A",875,"l, s","l",0,0.684755087
7,"Bloque","A",687,"s","s",1,0.518837929
7,"Bloque","A",625,"s","s",1,0.568881035
7,"Bloque","A",1063,"l","l",1,0.48499608
7,"Bloque","A",1125,"l","l",1,0.501671791
7,"Bloque","A",1125,"l","l",1,0.518836021
7,"Bloque","A",687,"s","s",1,0.80262208
7,"Bloque","A",750,"s","s",1,1.38531208
7,"Bloque","A",938,"l","l",1,0.368432045
7,"Bloque","A",1000,"l","l",1,0.619352102
7,"Bloque","A",625,"s","s",1,0.686043024
7,"Bloque","A",1063,"l","l",1,0.419168949
7,"Bloque","A",812,"s","l",0,0.784889936
7,"Bloque","A",875,"l, s","l",0,1.017861843
7,"Bloque","A",625,"s","s",1,0.651819944
7,"Bloque","A",1125,"l","l",1,1.218199015
7,"Bloque","A",938,"l","l",1,1.718012095
7,"Bloque","A",1000,"l","l",1,0.334807158
7,"Bloque","A",1063,"l","l",1,0.936313868
7,"Bloque","A",687,"s","l",0,1.302256823
7,"Bloque","A",875,"l, s","l",0,0.834630013
7,"Bloque","A",812,"s","l",0,1.352038145
7,"Bloque","A",750,"s","l",0,0.818186998
7,"Bloque","A",625,"s","s",1,0.851639986
7,"Bloque","A",687,"s","l",0,2.734843016
7,"Bloque","A",750,"s","l",0,2.034720898
7,"Bloque","A",812,"s","l",0,1.635271072
7,"Bloque","A",1000,"l","l",1,0.752092123
7,"Bloque","A",1125,"l","l",1,1.019356012
7,"Bloque","A",875,"l, s","l",0,1.452306032
7,"Bloque","A",938,"l","l",1,1.019480944
7,"Bloque","A",1063,"l","l",1,0.91812706
7,"Bloque","A",750,"s","s",1,0.250420094
7,"Bloque","A",812,"s","s",1,0.951611042
7,"Bloque","A",1000,"l","l",1,0.651940107
7,"Bloque","A",875,"l, s","l",0,3.085201025
7,"Bloque","A",1125,"l","l",1,1.069504976
7,"Bloque","A",938,"l","l",1,2.283373117
7,"Bloque","A",687,"s","s",1,0.818289995
7,"Bloque","A",1063,"l","l",1,0.868605137
7,"Bloque","A",625,"s","s",1,1.185155869
7,"Bloque","A",875,"l, s","l",0,1.368988991
7,"Bloque","A",1000,"l","l",1,0.735759974
7,"Bloque","A",1063,"l","l",1,2.401844978
7,"Bloque","A",812,"s","s",1,3.551597834
7,"Bloque","A",687,"s","s",1,1.81909585
7,"Bloque","A",938,"l","l",1,1.135260105
7,"Bloque","A",1125,"l","l",1,3.552510977
7,"Bloque","A",625,"s","s",1,0.935572863
7,"Bloque","A",750,"s","s",1,1.201419115
7,"Bloque","A",812,"s","s",1,1.967721939
7,"Bloque","A",1125,"l","l",1,0.552911997
7,"Bloque","A",938,"l","s",0,2.15218091
7,"Bloque","A",1063,"l","l",1,0.551422834
7,"Bloque","A",687,"s","s",1,1.019329071
7,"Bloque","A",625,"s","s",1,1.017388821
7,"Bloque","A",875,"l, s","l",0,1.284996033
7,"Bloque","A",750,"s","s",1,1.268995047
7,"Bloque","A",1000,"l","l",1,1.618658066
7,"Bloque","A",1000,"l","l",1,0.951305866
7,"Bloque","A",875,"l, s","l",0,2.018333197
7,"Bloque","A",687,"s","s",1,0.768906116
7,"Bloque","A",1063,"l","l",1,1.019281864
7,"Bloque","A",938,"l","l",1,1.085259199
7,"Bloque","A",812,"s","s",1,2.801843882
7,"Bloque","A",625,"s","s",1,0.718571901
7,"Bloque","A",750,"s","s",1,0.884611845
7,"Bloque","A",1125,"l","l",1,0.951663971
7,"Bloque","A",812,"s","s",1,1.734905005
7,"Bloque","A",750,"s","s",1,1.284710884
7,"Bloque","A",1063,"l","l",1,0.819333792
7,"Bloque","A",1125,"l","l",1,1.001176119
7,"Bloque","A",938,"l","l",1,1.668759108
7,"Bloque","A",625,"s","s",1,0.985929966
7,"Bloque","A",687,"s","s",1,0.784443855
7,"Bloque","A",875,"l, s","s",0,1.934672117
7,"Bloque","A",1000,"l","l",1,0.802367926
7,"Bloque","A",1125,"l","l",1,0.802484035
7,"Bloque","A",687,"s","s",1,1.05271101
7,"Bloque","A",1000,"l","l",1,2.28639698
7,"Bloque","A",812,"s","l",0,1.651391029
7,"Bloque","A",938,"l","l",1,0.9349401
7,"Bloque","A",875,"l, s","l",0,0.93552494
7,"Bloque","A",750,"s","s",1,1.235114098
7,"Bloque","A",1063,"l","l",1,0.367238998
7,"Bloque","A",625,"s","s",1,0.31852603
7,"Bloque","A",1000,"l","l",1,0.402423859
7,"Bloque","A",687,"s","s",1,0.36985302
7,"Bloque","A",812,"s","l",0,1.318677187
7,"Bloque","A",875,"l, s","l",0,0.685615063
7,"Bloque","A",625,"s","s",1,0.41912508
7,"Bloque","A",938,"l","l",1,0.71939683
7,"Bloque","A",750,"s","s",1,0.568236828
7,"Bloque","A",1063,"l","l",1,0.467876196
7,"Bloque","A",1125,"l","l",1,0.684592009
7,"Bloque","A",1063,"l","l",1,0.335651159
7,"Bloque","A",1000,"l","l",1,0.435203791
7,"Bloque","A",875,"l, s","s",0,1.068807125
7,"Bloque","A",625,"s","s",1,0.301911116
7,"Bloque","A",812,"s","s",1,0.76869297
7,"Bloque","A",750,"s","s",1,0.368168831
7,"Bloque","A",938,"l","l",1,0.56862998
7,"Bloque","A",1125,"l","l",1,0.385103941
7,"Bloque","A",687,"s","s",1,0.918185949
7,"Bloque","A",875,"l, s","l",0,1.152319908
7,"Bloque","A",1063,"l","l",1,0.351752996
7,"Bloque","A",750,"s","s",1,0.418776989
7,"Bloque","A",1125,"l","l",1,0.484492064
7,"Bloque","A",938,"l","l",1,1.31902504
7,"Bloque","A",1000,"l","l",1,0.535145998
7,"Bloque","A",625,"s","s",1,0.418498993
7,"Bloque","A",812,"s","l",0,1.652462959
7,"Bloque","A",687,"s","s",1,0.400867939
7,"Bloque","A",625,"s","s",1,0.401772022
7,"Bloque","A",938,"l","l",1,1.402885914
7,"Bloque","A",1125,"l","l",1,1.00306797
7,"Bloque","A",750,"s","s",1,0.685266972
7,"Bloque","A",687,"s","s",1,0.385554075
7,"Bloque","A",812,"s","l",0,1.401303053
7,"Bloque","A",875,"l, s","l",0,0.601621151
7,"Bloque","A",1000,"l","l",1,0.418323994
7,"Bloque","A",1063,"l","l",1,0.784628153
7,"Bloque","A",875,"l, s","l",0,1.302265882
7,"Bloque","A",625,"s","s",1,0.368760109
7,"Bloque","A",750,"s","s",1,0.501571178
7,"Bloque","A",687,"s","s",1,0.318771124
7,"Bloque","A",1000,"l","l",1,0.535171986
7,"Bloque","A",1125,"l","l",1,0.36919117
7,"Bloque","A",1063,"l","l",1,0.417670965
7,"Bloque","A",938,"l","l",1,0.501767874
7,"Bloque","A",812,"s","l",0,0.70076704
7,"Bloque","A",875,"l, s","l",0,0.80141592
7,"Bloque","A",625,"s","s",1,0.334033966
7,"Bloque","A",1063,"l","l",1,0.585481167
7,"Bloque","A",750,"s","s",1,0.385224104
7,"Bloque","A",1000,"l","l",1,0.652191162
7,"Bloque","A",938,"l","l",1,0.402604818
7,"Bloque","A",1125,"l","l",1,0.585724115
7,"Bloque","A",812,"s","s",1,3.084388018
7,"Bloque","A",687,"s","s",1,0.400760174
7,"Bloque","A",875,"l, s","l",0,0.769081831
7,"Bloque","A",1063,"l","l",1,0.63576889
7,"Bloque","A",750,"s","s",1,1.001041889
7,"Bloque","A",1125,"l","l",1,0.601857901
7,"Bloque","A",812,"s","s",1,1.235224962
7,"Bloque","A",687,"s","s",1,0.468101978
7,"Bloque","A",625,"s","s",1,0.335551023
7,"Bloque","A",938,"l","s",0,0.902674913
7,"Bloque","A",1000,"l","l",1,0.80260396
7,"Bloque","A",750,"s","l",0,0.801466942
7,"Bloque","A",687,"s","s",1,0.802134991
7,"Bloque","A",875,"l, s","l",0,0.900434017
7,"Bloque","A",1125,"l","l",1,0.718472958
7,"Bloque","A",625,"s","s",1,0.351792097
7,"Bloque","A",938,"l","s",0,0.819778204
7,"Bloque","A",812,"s","l",0,1.034181118
7,"Bloque","A",1063,"l","l",1,0.286054134
7,"Bloque","A",1000,"l","s",0,1.484143019
7,"Bloque","A",812,"s","l",0,0.734753847
7,"Bloque","A",687,"s","s",1,0.386126041
7,"Bloque","A",625,"s","s",1,0.28548789
7,"Bloque","A",1000,"l","l",1,0.335944891
7,"Bloque","A",875,"l, s","l",0,0.701919079
7,"Bloque","A",1063,"l","l",1,0.368519068
7,"Bloque","A",750,"s","s",1,1.134974957
7,"Bloque","A",938,"l","l",1,0.268100977
7,"Bloque","A",1125,"l","l",1,0.268477917
7,"Bloque","A",1125,"l","l",1,0.902235985
7,"Bloque","A",625,"s","s",1,0.950532913
7,"Bloque","A",1000,"l","l",1,0.635631084
7,"Bloque","A",750,"s","s",1,0.568322897
7,"Bloque","A",938,"l","l",1,0.551310062
7,"Bloque","A",875,"l, s","l",0,1.152302027
7,"Bloque","A",812,"s","s",1,0.403059959
7,"Bloque","A",1063,"l","l",1,0.368924856
7,"Bloque","A",687,"s","s",1,0.166589022
7,"Bloque","A",875,"l, s","l",0,0.801037073
7,"Bloque","A",938,"l","l",1,0.518399
7,"Bloque","A",812,"s","l",0,0.768752098
7,"Bloque","A",687,"s","s",1,0.767665863
7,"Bloque","A",1063,"l","l",1,0.769071102
7,"Bloque","A",1125,"l","l",1,0.767987013
7,"Bloque","A",750,"s","s",1,0.836483955
7,"Bloque","A",625,"s","s",1,0.651086092
7,"Bloque","A",1000,"l","l",1,0.368076086
7,"Bloque","A",875,"l, s","l",0,1.035294056
7,"Bloque","A",1125,"l","l",1,0.802849054
7,"Bloque","A",812,"s","s",1,0.951433897
7,"Bloque","A",1000,"l","l",1,1.018764019
7,"Bloque","A",625,"s","s",1,0.00216198
7,"Bloque","A",750,"s","s",1,0.634378195
7,"Bloque","A",687,"s","s",1,0.435392857
7,"Bloque","A",1063,"l","l",1,0.351551056
7,"Bloque","A",938,"l","l",1,0.535809994
7,"Bloque","A",875,"l, s","l",0,0.468981981
7,"Bloque","A",938,"l","l",1,0.402252913
7,"Bloque","A",1000,"l","l",1,0.618051052
7,"Bloque","A",1063,"l","l",1,0.451796055
7,"Bloque","A",687,"s","s",1,0.302457094
7,"Bloque","A",812,"s","s",1,1.468564987
7,"Bloque","A",1125,"l","l",1,0.335620165
7,"Bloque","A",750,"s","s",1,0.352563858
7,"Bloque","A",625,"s","s",1,0.268388033
7,"Bloque","A",1000,"l","l",1,0.719033957
7,"Bloque","A",875,"l, s","l",0,0.701562881
7,"Bloque","A",1063,"l","l",1,0.334814787
7,"Bloque","A",687,"s","s",1,0.535296917
7,"Bloque","A",812,"s","s",1,0.852993965
7,"Bloque","A",1125,"l","l",1,0.219495058
7,"Bloque","A",750,"s","s",1,0.351446152
7,"Bloque","A",938,"l","s",0,1.268552065
7,"Bloque","A",625,"s","s",1,0.335811853
7,"Bloque","A",625,"s","s",1,0.468595982
7,"Bloque","A",875,"l, s","l",0,0.767435074
7,"Bloque","A",1125,"l","l",1,0.385514021
7,"Bloque","A",1000,"l","l",1,0.668383837
7,"Bloque","A",750,"s","s",1,0.33555913
7,"Bloque","A",938,"l","l",1,1.235697031
7,"Bloque","A",1063,"l","l",1,0.717732906
7,"Bloque","A",687,"s","s",1,0.435216904
7,"Bloque","A",812,"s","l",0,0.83622098
7,"Bloque","A",1000,"l","l",1,0.418251991
7,"Bloque","A",875,"l, s","l",0,0.502104044
7,"Bloque","A",625,"s","s",1,0.085240841
7,"Bloque","A",1063,"l","l",1,0.302698135
7,"Bloque","A",1125,"l","l",1,0.801959991
7,"Bloque","A",938,"l","l",1,0.751543999
7,"Bloque","A",687,"s","s",1,0.552754164
7,"Bloque","A",750,"s","s",1,1.451792955
7,"Bloque","A",812,"s","s",1,0.835464001
7,"Bloque","A",687,"s","s",1,0.267534971
7,"Bloque","A",1125,"l","s",0,0.384078026
7,"Bloque","A",1000,"l","l",1,0.685092926
7,"Bloque","A",938,"l","l",1,0.368703842
7,"Bloque","A",625,"s","s",1,0.301466942
7,"Bloque","A",1063,"l","l",1,0.21815896
7,"Bloque","A",812,"s","l",0,0.535590887
7,"Bloque","A",875,"l, s","l",0,0.335472107
7,"Bloque","A",750,"s","s",1,0.335075855
7,"Bloque","A",1000,"l","l",1,0.351711988
7,"Bloque","A",1063,"l","l",1,0.401854038
7,"Bloque","A",812,"s","l",0,0.551918983
7,"Bloque","A",875,"l, s","l",0,0.535763979
7,"Bloque","A",625,"s","s",1,0.384954929
7,"Bloque","A",687,"s","s",1,0.284907103
7,"Bloque","A",938,"l","l",1,0.434880018
7,"Bloque","A",750,"s","s",1,0.834577799
7,"Bloque","A",1125,"l","l",1,0.284907103
7,"Bloque","A",875,"l, s","l",0,0.651486874
7,"Bloque","A",938,"l","l",1,0.55163908
7,"Bloque","A",1000,"l","l",1,0.318867922
7,"Bloque","A",687,"s","s",1,0.401622772
7,"Bloque","A",812,"s","l",0,0.768453836
