Estado,101,102,103,104,105,106,107,108,109,110,111,112,201,202,203,204,205,206,207,208,209,210,301,302,303,304,305,306,307,308
DURANGO,0.571165509,0.617225492,0.607193681,0.528057272,0.539477174,0.552309458,0.607136432,0.594290258,0.472809437,0.57645473,0.601194606,0.525388177,0.654569633,0.626487197,0.616949157,0.59805482,0.658626142,0.511408475,0.662322771,0.635024737,0.650472431,0.674349732,0.59815227,0.587427709,0.612352897,0.5158753,0.601681212,0.545971694,0.482031241,0.484832116
GUANAJUATO,0.586337888,0.631580914,0.617554261,0.545362421,0.564288954,0.572364509,0.619697692,0.60559155,0.490553006,0.585021905,0.61106488,0.526112373,0.662684269,0.641909095,0.632720195,0.606869043,0.672951848,0.521685104,0.671156981,0.641438754,0.664070827,0.681334084,0.616068954,0.604034249,0.627609096,0.534792697,0.618356659,0.559115373,0.501099419,0.499999273
GUERRERO,0.511891524,0.570566112,0.561851792,0.468449974,0.483598483,0.495678443,0.565351239,0.532294851,0.394582969,0.543952233,0.544186016,0.49952101,0.554350002,0.573289288,0.565014579,0.552013946,0.601234408,0.490908907,0.597609333,0.583430413,0.578205315,0.61063548,0.568405687,0.560100688,0.58220053,0.485819936,0.573846185,0.52802847,0.434668414,0.459570448
HIDALGO,0.553501644,0.603577217,0.592855525,0.507915038,0.523661198,0.53318322,0.595738778,0.578127251,0.456942228,0.567740553,0.583148255,0.515052025,0.666931251,0.633979155,0.622074831,0.592762647,0.668003304,0.506010005,0.663910512,0.62904623,0.664062509,0.677398535,0.598069649,0.584618511,0.610098043,0.512959091,0.601338571,0.54274715,0.473189945,0.481468545
JALISCO,0.579632357,0.62501706,0.610898565,0.540717319,0.551065131,0.558772399,0.607923142,0.602049465,0.488519365,0.584717992,0.601287671,0.522973116,0.660393584,0.636308321,0.630167125,0.605915103,0.667671881,0.526946353,0.668228438,0.635997924,0.658799156,0.678796501,0.614916967,0.595491578,0.625307087,0.537770108,0.614569598,0.553228039,0.507004243,0.501468063
MEXICO,0.562069438,0.61175593,0.597532342,0.518143797,0.540703958,0.551155359,0.598177452,0.585668047,0.473296203,0.574775149,0.590085114,0.514031023,0.642927708,0.623145189,0.615085237,0.591480354,0.654305277,0.512249652,0.653251064,0.626721995,0.640502086,0.661879874,0.588604351,0.579117076,0.602859718,0.503511971,0.593982293,0.540999628,0.468366282,0.482532971
MORELOS,0.571177943,0.619696417,0.606881946,0.526079257,0.545826242,0.555119145,0.605903814,0.593961842,0.476792353,0.578258386,0.599233693,0.523468878,0.664271752,0.637719947,0.634440998,0.607825942,0.671249114,0.525665514,0.667621184,0.637522176,0.663294994,0.679414127,0.602431189,0.592387858,0.615743139,0.516021513,0.608188744,0.54607464,0.486088,0.495434232
NAYARIT,0.53285943,0.589569019,0.57772878,0.487099679,0.507114927,0.515847816,0.581366446,0.56036409,0.430766615,0.559535683,0.559258204,0.512240287,0.632697029,0.61399474,0.602103943,0.570856085,0.644777299,0.495329295,0.64148441,0.612177663,0.637172088,0.654644361,0.58410519,0.573425764,0.598611458,0.494996584,0.589411003,0.538641477,0.457956346,0.474219428
NUEVO LEON,0.5891516,0.637296513,0.625598543,0.545519923,0.56259232,0.572352559,0.623874163,0.610128843,0.485320218,0.591112721,0.608886734,0.525624116,0.670266924,0.652834575,0.641245401,0.623968137,0.67704917,0.541776692,0.684911839,0.658002803,0.67303453,0.691627126,0.618683058,0.607513163,0.63146579,0.532867626,0.62127707,0.564660037,0.510957389,0.520107814
OAXACA,0.432560257,0.513302654,0.506468932,0.410200592,0.392836937,0.420882846,0.500052146,0.490359087,0.386472669,0.522484095,0.503268632,0.482333965,0.349331294,0.497387829,0.451382686,0.477177247,0.491888505,0.459251953,0.512807888,0.528536644,0.457670652,0.523561955,0.539557027,0.475686205,0.540871152,0.453917993,0.540967295,0.489507191,0.398160009,0.518920285
PUEBLA,0.607256743,0.648869261,0.638125759,0.563335402,0.582987849,0.58891193,0.636074491,0.618756131,0.518254572,0.604342653,0.633472602,0.53359645,0.68782008,0.650725206,0.643405854,0.608984507,0.687325324,0.521745893,0.685878485,0.658212158,0.674611357,0.699832511,0.639758112,0.620091732,0.648540905,0.565494937,0.635872148,0.568135281,0.53429754,0.520246742
QUERETARO,0.60200286,0.644131449,0.631477134,0.560334178,0.575605932,0.5844316,0.628242417,0.619238483,0.507967828,0.597202229,0.623178304,0.530937497,0.678750685,0.654237222,0.651194544,0.615449302,0.690738629,0.53392308,0.682609084,0.654594643,0.672331346,0.693015406,0.626569498,0.610900869,0.638500739,0.547429957,0.62960967,0.559964984,0.520848369,0.510921773
QUINTANA ROO,0.550643147,0.602562157,0.59018445,0.504042204,0.529681521,0.540343728,0.589559974,0.57460223,0.4670638,0.570062064,0.577750443,0.513766925,0.650980749,0.626117946,0.615875519,0.582239281,0.66104443,0.503246754,0.650579181,0.622139004,0.653375692,0.663704335,0.58754751,0.577372707,0.601396999,0.509592622,0.592052193,0.54317885,0.468721968,0.486772386
SAN LUIS POTOSI,0.559068978,0.606471642,0.592737493,0.517358942,0.5227778,0.535205195,0.592967602,0.576553063,0.456787455,0.574058341,0.582716329,0.515406629,0.639076432,0.623353296,0.608657105,0.581675578,0.649692137,0.506171727,0.649659148,0.621353375,0.645608898,0.662508058,0.602978989,0.58805585,0.61351886,0.514040999,0.602755421,0.547085992,0.484744125,0.496695006
SINALOA,0.570174592,0.621293175,0.609719004,0.528049054,0.539764347,0.553072074,0.609641732,0.596172949,0.482544892,0.58393108,0.598116513,0.516169944,0.624831191,0.61247786,0.616341452,0.591471495,0.648648599,0.513851128,0.650953156,0.62489074,0.623481435,0.661769241,0.61024173,0.598074893,0.62529679,0.534803484,0.617159335,0.560311491,0.5059618,0.507803616
SONORA,0.542280954,0.600637558,0.588255336,0.501764956,0.518339034,0.528765183,0.585726817,0.574634321,0.43149326,0.572659086,0.565929429,0.513132207,0.600809317,0.611070769,0.592558109,0.576153642,0.633016078,0.505704288,0.62896024,0.604047848,0.618144324,0.638066243,0.586207912,0.575650162,0.598555918,0.508683791,0.589127444,0.543035169,0.464400134,0.483664491
TABASCO,0.52187309,0.58343613,0.573347664,0.476987746,0.50753366,0.518284702,0.577061593,0.554254304,0.412437288,0.554958018,0.552218184,0.507168848,0.571115362,0.587571349,0.577732352,0.568319977,0.611520386,0.5049362,0.610326775,0.592404117,0.59382952,0.619854836,0.581657087,0.572701037,0.592823652,0.496131333,0.583486782,0.537225042,0.449872324,0.479101879
TAMAULIPAS,0.571130955,0.620089019,0.60789525,0.527849737,0.533873113,0.545939704,0.605807555,0.590895941,0.466108467,0.578506412,0.593382319,0.512038221,0.648652271,0.621208471,0.622452658,0.594936288,0.659851365,0.51190345,0.65681936,0.629057063,0.650619656,0.66663604,0.59834752,0.587260219,0.611535765,0.513066803,0.602406269,0.547334628,0.484327319,0.498202343
TLAXCALA,0.552446332,0.603825057,0.593880019,0.505884749,0.51853501,0.531175779,0.591906877,0.573127965,0.446325418,0.57044768,0.584085041,0.514920095,0.642290056,0.615021504,0.612851569,0.585311504,0.648352782,0.506998097,0.650964847,0.626628457,0.639004698,0.661192647,0.598833778,0.585324839,0.610629553,0.517143846,0.600447658,0.539928076,0.482663113,0.490077343
VERACRUZ,0.571108431,0.618862472,0.605458456,0.532356467,0.547818183,0.557751718,0.606303847,0.585232549,0.463193707,0.580291143,0.598200185,0.522407209,0.645404005,0.620144017,0.62323816,0.591227801,0.656270568,0.508978734,0.662069166,0.640821922,0.639510765,0.670626197,0.601083789,0.587822434,0.613264,0.51725104,0.603177834,0.548484421,0.48364003,0.49673002
YUCATAN,0.579813497,0.622902449,0.609601455,0.538464546,0.558790855,0.569562111,0.612968696,0.592754952,0.483025787,0.583661507,0.608829631,0.531436709,0.662574538,0.633679678,0.640262417,0.610488803,0.676709555,0.5289775,0.676834998,0.649060368,0.653617691,0.682888953,0.615494777,0.600611485,0.626295583,0.533398465,0.617244987,0.563840935,0.500722956,0.507466362
ZACATECAS,0.571743498,0.620358941,0.607854027,0.531557852,0.53476099,0.546456505,0.607054539,0.585080322,0.476654622,0.575282551,0.592991765,0.51481336,0.658900152,0.630453022,0.615682091,0.592546076,0.661901008,0.507919699,0.658647198,0.632898268,0.657918069,0.67018016,0.609819282,0.5942263,0.620775535,0.525749174,0.611223574,0.550125921,0.489724139,0.485399877
Nacional,0.570002326,0.618637644,0.606342481,0.527537083,0.543900396,0.553899668,0.606073292,0.591272668,0.473092873,0.580459598,0.595768752,0.520529046,0.64758341,0.628119861,0.622896008,0.597332668,0.660361947,0.517029536,0.659525615,0.631709274,0.648216174,0.669443715,0.604556211,0.591693938,0.616993214,0.522451419,0.607405307,0.550581301,0.489509255,0.495609408
