Folio,Género,Edad,Escuela,ImF1,ImF2,ImF3,ImF4,ImF5,ImF6,ImF7,ImF8,ImF9,ImF10,ImF11,ImF12,ImF13,ImF14,ImF15,ImF16,ImF17,ImF18,ImF19,ImF20,ImT21,ImT22,ImT23,ImT24,ImT25,ImT26,ImT27,ImT28,ImT29,ImT30,ImT31,ImT32,ImT33,ImT34,ImT35,ImT36,ImT37,ImT38,ImT39,ImT40,ImD41,ImD42,ImD43,ImD44,ImD45,ImD46,ImD47,ImD48,ImD49,ImD50,ImD51,ImD52,ImD53,ImD54,ImD55,ImD56,ImD57,ImD58,ImD59,ImD60,ThetaImFin,ThetaImTra,ThetaImRisk,ThetaImRen,ThetaImCom,ThetaTenFin,ThetaTenCom,ThetaTenRen,ThetaTenRisk,ThetaTenTra,ThetaDañCom,ThetaDañRen,ThetaDañRisk
699,1,1,5,2,1,0,0,2,3,1,1,2,2,0,2,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,3,3,-.865677,-.37115443,-.99547136,.26141039,.25075671,.13391142,-.3978422,.13861448,-1.0454186,-.15791251,-.41261625,-.70553201,.85373992
700,1,0,5,3,1,3,2,1,3,1,1,2,1,0,1,2,1,0,0,0,0,1,0,2,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,2,0,0,2,0,2,2,0,2,2,2,1,2,2,2,1,2,1,3,.18036863,-1.113391,-.052720841,-.1524858,1.1644477,-.69204277,.096479215,-1.3074093,.39225593,-.95937544,-1.9852479,.27994195,-1.0028183
701,0,0,5,2,0,2,2,2,2,2,0,2,2,2,1,2,1,0,1,0,2,2,0,2,0,2,2,2,1,1,0,1,1,2,0,2,0,0,0,0,2,2,0,1,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,.89297241,-.69084215,.8578797,-.92648959,.10194343,.92632848,.020132389,-1.3074093,.70002747,-.915501,.48042354,-.062076904,-.86851203
702,0,0,5,3,2,3,3,3,2,2,3,2,3,3,3,3,0,2,2,0,3,3,0,3,2,3,3,3,3,1,2,3,2,3,3,3,0,2,2,0,3,3,0,3,2,3,2,2,3,3,1,3,2,0,1,3,3,2,2,3,3,3,3,2.2146916,1.1680012,1.5047468,1.5402211,.56656581,2.0837901,1.7652106,1.0499284,1.3352201,.9877252,2.0206099,.1914887,.85373992
703,0,1,5,1,0,2,3,1,1,0,0,0,0,0,1,1,1,0,0,0,3,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,1,2,0,2,2,1,2,3,2,1,0,1,3,2,2,3,3,3,3,.075282022,-1.5390894,.32130483,-1.3669701,-1.1009289,-.38816473,-1.3203321,-1.3074093,-.29674301,-.95937544,1.0183096,.0079363175,.85373992
704,0,0,5,2,2,3,2,1,3,2,3,3,3,2,3,3,3,2,2,0,1,3,3,2,3,3,2,1,3,,1,2,3,2,3,2,3,2,3,1,1,1,3,2,1,3,2,1,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,.83566821,1.1680012,1.2813296,1.5402211,1.286094,.70999902,.94458497,1.0332345,.56758446,1.3606958,1.6524501,.75857657,.85373992
705,0,0,5,2,1,2,0,0,2,0,1,2,2,0,0,2,0,0,2,0,0,0,0,1,1,2,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1,2,3,3,3,-.91372836,-1.0197213,-.99547136,.26141039,.10194343,-.75863916,-.1997651,.13861448,-1.0454186,-.15791251,-.2298331,-.70553201,.29332697
706,0,0,5,1,2,1,0,0,1,2,2,1,2,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,2,2,1,1,0,0,2,0,0,0,1,0,0,0,3,3,3,1,-1.1011205,-.5275709,-.99547136,.89270037,-1.1063514,-1.3141685,-1.1538761,.13861448,-1.0454186,-.15791251,.14697368,-2.2012987,.086495362
707,0,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,.89297241,.38538423,-.24675885,1.1082047,.10194343,.13391142,-.16219223,.13861448,-.39616859,-.15791251,.68207657,.42360023,-.11071451
708,0,0,5,2,2,3,0,1,1,1,1,2,1,0,1,0,0,1,1,0,0,0,1,1,2,3,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,2,2,2,2,1,3,2,2,1,3,3,1,1,3,3,3,3,-1.0026373,-.69657743,-.63944167,.42391449,-.063368671,-1.3141685,-.052709498,.37065184,-1.0454186,-.15791251,.31495366,-.4095434,.85373992
712,1,0,5,3,2,2,1,1,2,2,1,1,2,1,2,0,0,2,1,0,3,0,0,2,0,2,1,1,1,0,0,1,0,1,0,2,0,0,0,3,2,0,0,0,3,0,1,1,1,3,2,2,2,1,3,1,3,3,3,1,2,3,2,-.32685074,.38538423,-.062577404,.42391449,.013435962,.30064252,.020132389,-1.3074093,.12314032,-1.5081917,-.92176819,.97598594,-.48591539
713,1,1,5,2,1,3,1,1,1,1,1,3,2,2,2,0,1,1,1,2,2,3,3,1,1,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-.0942773,-.029092822,1.7464405,.060945131,.2482767,.13391142,.46605432,.13861448,.43908387,.38296753,.68207657,.27994195,-.7332114
714,1,1,5,2,1,2,2,3,2,2,2,2,1,0,1,1,1,1,0,1,1,0,1,0,2,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,3,0,1,0,1,3,3,2,3,1,1,1,2,2,3,2,.35028177,-.69657743,.16860878,.29391101,.10194343,-.72661936,-.62199318,.37065184,-1.0454186,-.95937544,-1.0961186,-.86809063,-.41638064
715,1,3,5,2,0,3,2,1,3,2,0,2,1,1,1,2,0,3,0,0,2,3,2,2,0,0,0,0,2,3,2,3,2,1,2,1,3,2,1,2,2,3,2,2,1,3,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,.38735187,-.058767967,1.4186964,-1.3669701,.87887013,-.4089404,.39439654,.36019632,1.5416369,.74703431,1.1965888,1.3250932,.85373992
716,0,0,5,2,1,2,2,0,2,3,3,0,3,3,3,2,0,2,2,0,3,1,1,0,0,0,1,1,0,2,1,0,1,1,1,1,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,1,.57839376,1.1680012,.70842999,1.0930775,-.3270874,.13391142,-1.8047668,-.12802431,1.0535882,-.15791251,-1.9852479,-1.8110688,-1.1644758
717,0,1,5,2,1,3,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,2,2,1,0,0,0,1,0,1,2,3,0,2,2,1,1,1,1,1,1,2,3,3,3,2,3,3,3,3,3,3,1,1,3,-.07881745,-.69657743,-.24675885,.060945131,-.41055647,-.071075402,-.94234204,.66362679,.87196922,-.84079105,-.058889568,1.0241474,-1.0918975
718,0,1,5,2,2,1,1,1,3,2,2,2,3,2,3,2,1,2,2,0,0,1,2,1,0,1,1,0,2,1,0,1,1,1,2,1,0,1,1,0,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,3,3,3,2,.3779611,1.1680012,.20977125,1.1082047,.3322486,-.13148063,-.16219223,-.73759902,.32792392,.098328598,-.41261625,-.028366407,.19658166
719,0,0,5,3,2,1,1,0,3,2,1,2,2,0,1,1,0,2,2,3,1,1,3,3,1,0,0,0,3,2,1,2,3,1,1,0,0,2,2,3,0,2,3,0,3,2,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-.74064142,.11538603,.85840744,.6578995,.58903605,-.72661936,.67761761,.39533228,.94850314,.8093695,-.25085583,1.8356935,.85373992
720,1,1,5,2,0,3,2,2,3,2,0,2,3,2,3,2,0,2,1,1,3,2,3,1,0,3,1,1,3,1,0,3,3,2,3,2,0,2,0,2,3,3,3,2,3,3,2,2,3,2,3,3,3,2,2,1,3,2,3,1,3,3,3,.89297241,1.1680012,1.4783399,-.92648959,.87887013,.4896912,1.1232271,-1.3074093,1.9950857,1.3606958,1.6524501,1.0891273,.19391057
721,0,1,5,1,2,2,1,1,3,3,3,3,3,1,2,2,2,3,2,0,0,2,1,3,1,1,1,1,3,2,2,2,3,3,3,3,1,2,1,0,1,3,1,0,0,1,2,1,1,3,3,1,2,2,1,1,3,2,2,3,2,2,3,.13203666,1.3001554,.46919632,1.5402211,.69281512,.77763766,.76318473,.59561199,1.023736,1.3606958,-.68519527,.49097428,-.55057013
722,1,2,5,3,1,3,0,0,2,1,3,2,3,0,3,0,1,1,0,2,3,3,2,1,0,2,0,0,1,0,0,1,3,0,3,0,1,1,0,1,3,3,2,1,0,0,1,1,1,0,0,1,0,0,0,2,0,,0,2,2,2,2,-1.6476616,.72359467,1.9999131,.56494224,.56656581,-1.3141685,-.1997651,-1.3074093,1.7044938,1.0111837,-.82789791,-2.1065066,-.7332114
723,0,1,5,1,0,3,1,1,3,2,0,2,3,2,3,1,2,2,2,0,2,2,1,3,2,3,1,1,3,1,0,3,2,2,2,1,1,2,1,0,3,2,1,1,,2,2,2,3,1,0,3,2,2,1,1,2,3,1,3,3,3,3,.12734142,1.1680012,.96450907,-.74903476,.69574577,.30900553,1.7652106,-.15685317,.95200348,.74703431,1.0044407,-.43674564,.85373992
724,0,1,5,1,0,2,1,0,2,1,1,1,1,2,2,0,1,1,1,0,0,1,0,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,3,3,3,3,-.51583147,-.43163079,-.052720841,-.33629614,-.36059564,-.4089404,-.41360977,.13861448,-.077283129,-.15791251,-.2298331,-.3971526,.85373992
725,1,1,5,3,0,1,2,3,1,0,0,,2,0,0,2,1,1,3,0,0,0,1,2,3,0,2,1,3,1,0,3,1,0,0,3,2,0,2,3,1,0,2,1,3,0,2,2,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0,.69746411,-.5275709,-.63944167,-.70078212,-.62926555,.47135496,.69759917,.30768666,.2986263,-.915501,-.45004022,-.77392662,-2.3961639
726,0,1,5,2,2,1,2,0,3,2,0,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,-.83478117,-.13894558,-.99547136,-.38665855,-.01147447,-1.3141685,-1.8047668,-1.3074093,-1.0454186,-1.5081917,2.0206099,1.2468743,.85373992
727,0,0,5,2,1,2,0,0,2,1,0,2,1,0,0,0,1,1,0,0,0,0,0,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,3,3,2,-1.6476616,-.95758206,-.99547136,-.6840384,.10194343,-1.3141685,-.37043741,-1.3074093,-1.0454186,-1.5081917,-.02731378,.16248384,-.050527688
728,0,0,5,2,2,3,1,1,2,2,2,2,2,2,2,1,1,2,2,3,1,1,1,1,2,1,0,0,1,1,2,0,1,2,1,2,0,1,1,0,0,0,0,1,0,1,1,2,0,1,0,2,2,1,0,1,1,2,0,1,3,3,2,.12734142,.38538423,.70322394,1.1082047,.35401827,-.044328194,-.64816111,.82661676,-1.0454186,-.15791251,-.5620923,-.97387671,-.13058285
729,0,1,5,2,0,3,2,1,3,1,1,2,2,1,2,1,0,1,1,0,1,1,1,2,1,3,1,2,3,1,2,1,2,1,1,1,0,0,0,0,1,1,0,2,1,1,2,3,2,3,2,3,3,3,3,3,3,3,2,3,2,3,3,.15372747,-.029092822,.42923003,-.33629614,.87887013,.35790798,.72353393,.33958909,.19529928,-.22984828,.54393905,.63448095,-.11071451
730,0,1,5,3,0,2,3,2,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,2,1,1,2,1,1,2,1,1,2,1,0,2,1,1,1,1,0,.14885002,-.95758206,-.99547136,-.20876113,.41031459,1.4406854,.3862111,1.3679985,2.2641182,1.9080421,.29128033,-.55173343,-1.4528483
731,1,0,5,3,0,3,3,2,3,1,0,2,2,2,2,3,1,2,0,3,0,2,3,3,0,3,3,3,3,1,0,3,2,3,1,3,1,1,0,2,0,2,2,0,3,0,2,2,2,2,3,3,3,2,2,2,3,2,3,2,3,3,2,1.4007336,.38538423,1.0585096,-1.3669701,1.1644477,2.0837901,1.7652106,-1.3074093,.79037404,.15104237,-.35059839,1.0891273,-.050527688
738,1,0,5,3,2,2,1,0,2,1,2,1,2,1,0,2,0,1,2,0,3,2,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,2,2,1,1,1,0,0,0,1,1,0,2,0,0,0,0,1,1,1,2,2,3,1,-.18751454,-.5275709,1.0464265,1.1082047,.013435962,-.3607071,-.88645166,-.47638983,.92553842,-.44072965,-.62302363,-1.0831802,-.51002014
739,1,0,5,1,0,0,3,1,0,1,1,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,3,0,1,1,1,0,0,1,2,2,3,1,0,3,3,1,3,2,0,0,1,3,3,1,3,3,3,2,.11545807,-.69084215,-.28319564,-.61337787,-2.2749867,.17763838,-1.8047668,-.73759902,-.31734896,-.15791251,1.6524501,.1627401,.19658166
740,1,0,5,2,0,2,2,2,1,1,0,1,2,2,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.89297241,-.029092822,-.28319564,-1.3669701,-.62542987,-1.3141685,-1.8047668,-1.3074093,-1.0454186,-1.5081917,.68207657,.27994195,-.7332114
741,0,0,5,3,1,3,2,1,2,1,2,3,2,1,3,2,0,2,3,0,0,0,2,3,1,3,2,1,3,2,3,3,1,2,3,3,0,1,2,0,0,0,1,1,0,1,2,1,1,2,2,2,2,2,1,2,3,2,2,3,3,3,3,.38735187,.65682626,-.51025838,.86840528,.90293914,.85912794,1.7652106,1.2036067,-.60867023,.26397517,-.2298331,.10675702,.85373992
742,0,0,5,1,1,2,2,0,2,3,1,3,3,1,3,3,0,2,2,0,0,0,0,2,1,2,2,0,1,1,1,2,2,2,2,2,0,1,1,0,0,0,0,2,3,2,1,2,2,2,2,3,2,2,1,1,3,2,2,2,3,3,2,.27923766,1.1680012,-.99547136,.26141039,.15048777,.53031462,.25633797,.13861448,-1.0454186,.41420463,.87235492,.41128692,-.050527688
745,0,1,5,2,2,2,3,2,2,2,1,2,2,2,2,2,1,2,2,0,1,1,0,1,1,1,3,1,1,1,1,1,1,2,1,2,0,1,1,0,0,0,0,1,1,1,1,1,1,0,2,2,1,1,2,1,1,1,1,3,3,3,3,1.1380391,.38538423,.3150138,.6578995,.10194343,.89543164,-.3978422,.13861448,-1.0454186,-.15791251,-.2298331,-.64664811,.85373992
746,0,0,5,2,2,2,3,2,2,1,1,3,2,1,2,2,0,1,1,0,0,3,0,3,1,1,2,2,1,2,1,1,2,1,1,1,0,2,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,,2,2,2,2,.89282954,-.029092822,.49192771,.42391449,.34200382,.58910704,-.059210666,.13861448,-.077283129,.51029098,-.41261625,-1.4157345,-.7332114
747,1,1,5,3,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-.83478117,-1.987875,-.99547136,-.6840384,-.13457067,-1.3141685,-1.2831422,-1.3074093,-1.0454186,-.49960265,-.41261625,-.70553201,-1.3770983
748,1,0,5,2,1,2,3,0,3,3,1,3,2,1,2,1,1,1,2,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,-.0012496406,-.029092822,1.2462339,.26141039,.88185877,-1.3141685,-1.3177918,-1.3074093,-.15727352,-.95937544,-.45920178,-.70553201,-.7991699
751,1,1,5,0,0,2,2,1,0,1,0,0,1,1,1,2,0,1,0,2,0,0,1,0,0,1,2,2,0,1,0,0,1,2,0,2,1,1,1,2,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,2,1,.38735187,-.69657743,-.2098553,-1.3669701,-1.9128284,.92632848,-1.3203321,-.73759902,-.22832024,-.44072965,-1.9852479,-.86712104,-1.10663
752,0,0,5,3,1,3,3,2,3,1,1,2,2,2,2,2,0,2,1,0,0,0,1,2,0,2,3,3,2,0,1,2,2,2,2,2,0,1,0,0,0,0,0,2,3,2,1,1,2,2,3,2,2,1,1,1,3,1,3,3,3,3,3,1.1380391,.38538423,-.63944167,.060945131,1.1644477,1.3817847,.4715873,-.47638983,-1.0454186,.41420463,.68207657,.7411347,.85373992
753,1,0,5,3,0,3,1,1,3,1,0,3,3,1,3,1,1,1,0,0,1,2,1,1,0,1,0,0,1,1,0,1,1,1,3,1,0,0,0,0,0,0,1,1,3,1,3,2,1,2,3,2,2,1,1,2,3,1,3,3,3,3,3,-.097380191,.72359467,.77665484,-1.3669701,1.6678367,-.4089404,-.3978422,-1.3074093,-.60867023,-.16950098,-.2298331,.7411347,.85373992
754,0,1,5,0,1,0,2,1,1,2,1,1,2,3,3,3,0,1,2,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0750952,.19930369,1.3015621,.26141039,-1.5243042,.92632848,.4715873,1.0499284,1.2559636,.74703431,.68207657,.27994195,-.7332114
755,0,0,5,3,0,3,3,0,3,0,0,3,2,0,0,2,0,0,0,0,0,0,0,3,0,3,3,3,0,3,3,3,2,1,3,1,3,0,2,0,1,,1,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,1,0,3,0,3,-.0017169714,-1.0197213,-.99547136,-1.3669701,1.6678367,1.014805,.95268738,1.0322387,.25751236,.30223864,-1.9852479,-1.4887767,-1.0449507
756,0,0,5,2,2,2,1,0,3,1,2,3,2,0,0,1,0,3,1,0,0,0,0,2,0,3,0,0,3,0,0,0,1,2,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,3,1,1,0,3,3,0,1,1,3,3,3,3,3,-.74064142,.26169446,-.99547136,.89270037,.88185877,-.26250163,.59837723,-.73759902,-1.0454186,-.54590893,-1.6372836,-.48698941,.85373992
757,0,1,5,1,2,1,1,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,2,1,3,0,0,1,2,2,1,3,1,0,0,0,1,1,2,0,1,1,1,2,1,2,3,1,1,1,2,2,2,1,1,3,1,1,3,3,2,2,-.42340261,-.30347511,-.63944167,.42391449,-1.1063514,-.72661936,.19866534,.59561199,.30880886,.10776189,-.2298331,-.42454377,-.40523377
758,0,0,5,2,1,3,2,2,1,3,2,1,2,1,3,1,2,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,.41403624,.19930369,-.99547136,.29391101,-.41055647,-.28945914,-.77715671,-1.3074093,-.61685443,-1.5081917,-.68519527,-.70553201,-.7332114
759,0,0,5,3,0,2,1,0,3,2,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,2,3,0,2,2,3,3,3,3,3,3,3,3,3,-1.1161851,-1.4416487,-.99547136,-1.3669701,1.175627,-1.3141685,1.1358943,-1.3074093,-1.0454186,-.915501,-1.9852479,1.1003683,.85373992
760,0,0,7,2,3,3,1,0,3,2,3,2,2,1,3,1,2,3,0,0,0,1,0,3,2,3,2,1,3,1,1,3,2,0,1,1,2,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,2,3,2,1,-.42340261,1.1132348,-.052720841,1.693321,.87887013,.15042658,1.7652106,.078662843,.095626466,.15104237,-1.6372836,-1.4103254,-.59695482
596,0,1,7,3,2,1,1,1,1,2,2,1,3,1,2,2,0,1,2,0,0,0,1,1,2,1,1,1,1,1,1,1,2,1,2,2,0,1,1,1,0,0,0,0,2,2,2,2,2,1,0,2,2,2,3,2,3,1,1,2,3,3,3,.13203666,.38339761,-.63944167,1.1082047,-.76259118,.30064252,-.3978422,.37065184,-.61685443,.41420463,.29128033,-.62301201,.29332697
608,0,1,7,1,2,2,1,0,1,2,1,2,3,1,2,1,2,3,2,0,0,0,0,2,3,2,1,1,2,2,2,3,3,1,2,1,3,3,3,0,0,0,0,0,2,1,2,3,0,3,3,2,3,3,3,3,3,3,2,3,3,3,3,-.42340261,1.3001554,-.99547136,.6578995,-.53177661,.13391142,.67267269,1.4541954,-1.0454186,1.4275198,-.87727588,1.0694668,.85373992
609,1,1,7,2,1,2,1,0,3,2,1,2,3,1,2,1,2,1,1,0,0,1,0,3,1,3,1,0,3,0,0,2,2,0,1,3,1,0,1,2,0,1,0,2,3,1,3,3,1,1,1,2,2,2,3,1,2,1,3,3,3,3,3,-.42340261,.38339761,-.052720841,.060945131,.55110204,-.1759509,1.2627952,-.37722811,.16373016,-.22984828,-.022470009,.0088430261,.85373992
610,0,1,7,2,2,3,2,1,2,1,1,2,0,0,3,2,2,0,2,3,2,2,3,1,1,2,0,0,1,0,1,2,0,0,3,1,1,0,1,3,2,2,2,0,1,0,0,1,2,0,2,2,1,0,3,1,1,1,2,3,2,3,2,.18036863,-1.1768646,1.4370737,.6578995,.35401827,-.75863916,.043912798,.13861448,1.1896744,-.65411013,-.54877442,-.45957196,-.30504405
611,1,1,7,2,1,3,2,1,2,1,2,2,2,1,1,2,1,1,1,0,0,1,0,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,0,0,1,1,2,1,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,.38735187,-.30347511,-.052720841,.49195027,.35401827,.30900553,-.3978422,.37065184,.095626466,.18447703,.37475574,-.22036497,-.92805541
612,1,1,7,2,1,1,1,0,2,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,3,3,3,3,-1.1161851,-.95758206,-.63944167,.060945131,-.41495898,-1.3141685,-.3978422,-.15581973,-.60867023,-.44072965,-.2298331,-.31898287,.85373992
636,0,1,7,1,3,1,0,0,2,1,2,2,2,0,1,1,0,1,1,0,0,0,0,1,2,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,2,2,2,1,0,1,1,2,2,2,2,2,2,3,3,3,3,-1.11824,-.30347511,-.99547136,1.2135952,-.32172483,-.69204277,-.3978422,.37065184,-1.0454186,-.15791251,-.30828333,-.73300189,.85373992
637,1,1,7,2,2,2,1,3,1,2,1,1,0,0,0,1,0,1,0,0,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-.036158785,-1.3561492,.73564947,.21160632,-.62542987,.13391142,-.3978422,.13861448,.43908387,-.15791251,.68207657,.27994195,-.7332114
651,1,1,7,2,1,2,0,0,1,1,0,1,2,0,2,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,2,1,2,2,1,2,2,2,2,2,2,3,2,3,3,3,3,3,3,-1.6476616,.38538423,-.99547136,-.6840384,-.62542987,-1.3141685,-.3978422,-.47638983,-1.0454186,-.15791251,-.48835084,.60361212,.85373992
652,0,1,7,3,2,3,1,2,3,1,2,2,2,1,2,1,0,2,2,0,0,0,0,3,2,3,1,2,3,1,2,1,2,1,2,1,0,1,2,0,0,0,0,1,0,1,0,0,1,1,0,3,1,0,0,0,3,3,1,3,3,3,3,.13859808,.38538423,-.99547136,1.1082047,1.1644477,.35790798,1.0598037,1.0499284,-1.0454186,.41420463,-.058889568,-.87281513,.85373992
661,0,1,7,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,0,0,1,2,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,2,1,3,2,3,2,3,1,1,2,3,2,3,2,2,2,3,3,3,3,-.097380191,.38538423,.20977125,.060945131,-.12134644,.13391142,-.66425729,-.78059703,.19529928,-1.5081917,.85067338,.040948879,.85373992
662,1,1,7,3,0,2,0,0,2,0,2,1,3,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0,1,0,2,2,1,1,0,1,3,3,1,3,0,2,0,3,0,3,3,0,0,2,1,1,0,-1.6476616,-.34437889,.57947499,-.20876113,.013435962,-1.3141685,-.62199318,-.73759902,.82753396,-.22984828,-.2298331,-1.7093434,-1.3873788
686,1,1,7,3,1,2,1,1,2,2,1,3,2,1,2,1,0,1,1,1,0,0,2,1,0,2,1,1,3,0,0,2,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,3,3,2,3,2,1,1,1,1,3,3,2,-.097380191,-.029092822,-.16658109,.060945131,.56068313,.13391142,.48527592,-1.3074093,-.31734896,-.15791251,-.058889568,-.47930661,-.13058285
687,1,1,7,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6476616,-1.0197213,-.99547136,-1.3669701,-.97971839,-1.3141685,-.41360977,-1.3074093,-1.0454186,-.62627417,-.82797647,-1.7167891,-2.3961639
709,1,1,7,2,0,1,2,1,2,0,0,1,2,1,0,1,0,0,0,1,0,1,0,,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,2,2,3,2,2,3,3,3,3,2,2,3,3,3,.15372747,-1.0197213,.16677795,-1.3669701,-.41495898,-.62992817,-1.1201427,-1.1615962,-1.0454186,-.915501,-.32959759,.57327598,.29332697
710,1,1,7,2,1,2,1,1,1,2,2,2,2,1,2,0,1,2,1,2,3,1,0,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,0,0,0,1,2,0,1,0,1,2,1,0,0,2,2,1,2,1,3,3,3,-.32685074,.38538423,.86244649,.49195027,-.31930208,.52110779,.020132389,.13861448,.52053171,-.15791251,-.48835084,-.85640985,.19391057
711,1,1,7,2,0,3,1,0,1,1,0,2,3,0,0,2,0,1,0,0,1,2,2,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,-.51649112,-.15960494,.87604225,-1.3669701,-.063368671,-.38816473,-1.3203321,-1.3074093,.095626466,-.62627417,.63009834,1.8356935,-.66022825
