Folio,Género,Edad,Escuela,Grit1,Grit2,Grit3,Grit4,Grit5,Grit6,Grit7,Grit8,ThetaPE,ThetaCI
906,1,0,7,3,1,3,3,1,2,1,3,-.45296574,1.3545667
907,1,0,7,3,2,2,2,1,2,2,2,-.43684897,.93756354
908,1,0,7,,,,,,,,,,
909,1,0,7,3,2,0,2,0,1,3,0,-1.5077989,.80063319
910,1,0,7,2,2,1,0,3,3,2,2,.6538915,-.20130731
911,1,0,7,3,2,2,2,1,2,2,2,-.43684897,.93756354
912,1,0,7,2,1,3,0,1,2,2,3,-.45296574,.46489948
913,0,0,7,,,,,,,,,,
914,1,0,7,2,1,2,3,0,1,2,3,-1.0728019,1.0795684
915,1,1,7,1,3,2,2,2,2,2,1,-.032787878,.61830294
916,1,0,7,0,1,0,2,0,2,0,0,-1.5634509,-1.0572901
917,1,0,7,0,3,1,3,2,2,2,3,.58610678,.44700518
918,1,1,7,1,3,0,1,3,1,1,2,.43358421,-.70078504
919,1,1,7,2,2,0,3,3,2,1,3,.70286113,.049412023
921,1,1,7,2,2,2,2,2,2,1,2,-.064017087,.44643846
922,0,1,7,1,3,1,1,3,3,1,3,1.5962187,-.39136755
923,0,1,7,0,3,0,3,3,3,3,3,1.5962187,.55313432
924,1,0,7,1,3,3,0,2,2,0,0,-.11227557,-.75422382
925,1,0,7,0,0,1,2,1,2,2,1,-1.1557347,.19042993
926,1,2,7,2,2,1,1,2,2,0,3,.25828463,-.56466365
927,1,1,7,2,2,2,2,2,2,1,1,-.3280234,.44643846
928,0,1,7,0,3,3,3,3,3,3,3,1.5962187,1.6768662
929,0,1,7,2,1,1,3,3,3,3,3,.87950295,1.1546477
930,1,0,7,2,2,2,2,2,2,1,2,-.064017087,.44643846
931,0,1,7,2,2,2,1,1,2,1,2,-.43684897,.091056138
932,1,0,7,1,2,1,1,1,2,1,2,-.43684897,-.39136755
933,1,0,7,0,2,3,3,3,2,1,0,-.021675404,.75273597
934,0,0,7,2,2,2,3,1,1,3,3,-.42610797,1.4625223
935,0,0,7,2,2,1,1,3,3,1,2,.6538915,-.23124489
936,0,0,7,1,2,1,2,2,2,1,2,-.064017087,-.060567442
937,0,0,7,0,1,3,0,2,1,3,1,-.88684392,.4186855
938,0,0,7,0,3,0,0,3,2,0,3,1.0983543,-1.9067848
939,0,0,7,1,0,1,1,1,3,2,3,-.25982276,-.060038511
940,0,0,7,2,2,1,2,1,1,2,2,-.69655955,.47236976
942,1,0,7,2,1,1,,3,3,3,3,.87950295,.64601421
943,1,1,7,2,2,2,2,2,2,2,2,-.064017087,.77397722
944,1,1,7,0,2,2,1,2,2,1,2,-.064017087,-.20908786
945,1,1,7,2,2,1,2,3,3,2,3,1.0915484,.47236976
946,0,1,7,1,2,1,2,0,2,0,3,-.29358345,-.39683262
947,0,0,7,2,1,1,2,1,1,1,1,-1.2106394,.11516648
948,0,0,7,2,1,1,1,1,2,1,1,-.99113524,-.23124489
949,0,1,7,1,3,2,1,2,2,1,2,.22404699,-.079788059
950,1,0,7,1,2,1,0,1,2,0,2,-.43684897,-1.1605165
951,1,0,7,2,0,0,1,0,2,1,0,-1.8784721,-.53172666
952,1,1,8,0,1,1,1,2,1,1,2,-.60401618,-.53172952
953,1,1,8,0,3,1,1,3,3,0,3,1.5962187,-.91184765
954,0,1,8,1,3,1,0,2,1,0,2,-.029526439,-1.1605165
955,0,1,8,2,2,1,1,2,2,1,3,.25828463,-.23124489
956,0,1,8,2,2,3,2,1,1,1,2,-.69655955,.69956917
957,0,1,8,1,2,1,1,3,3,1,2,.6538915,-.39136755
958,1,1,8,1,2,2,2,2,3,2,1,-.054042414,.61830294
959,1,1,8,1,2,3,2,3,3,1,3,1.0915484,.50445598
960,1,1,8,0,2,1,1,3,3,0,3,1.0915484,-.91184765
962,1,0,6,2,2,1,1,2,1,1,2,-.31552058,-.23124489
963,1,0,6,2,1,2,2,2,2,2,2,-.33721483,.77397722
964,1,1,6,0,1,0,2,2,1,2,2,-.60401618,-.10607889
965,0,1,6,2,3,0,0,3,3,0,3,1.5962187,-1.4586514
966,1,1,6,3,3,3,3,2,3,3,3,.9500668,2.1848817
967,1,1,6,2,3,0,0,3,3,3,3,1.5962187,-.43027934
968,1,0,6,1,3,2,2,3,2,0,2,.66415358,-.00018236542
969,1,1,6,2,1,2,1,1,3,1,2,-.51082033,.091056138
970,1,1,6,2,3,1,1,2,2,1,3,.58610678,-.23124489
971,1,1,6,0,1,3,3,0,0,3,0,-2.09743,1.6768662
972,1,0,6,2,2,1,2,1,1,1,2,-.69655955,.11516648
973,1,1,6,0,3,2,3,1,2,3,3,.23318544,1.2270675
974,1,0,6,0,1,0,0,3,3,0,3,.87950295,-1.9067848
975,1,1,6,2,1,2,2,3,2,3,3,.45190403,1.0766572
976,1,1,6,1,3,1,1,2,2,1,2,.22404699,-.39136755
977,1,1,6,3,3,1,0,3,3,1,3,1.5962187,-.46411964
978,1,0,6,0,3,0,2,3,0,2,1,.015412439,-.10607889
979,1,0,6,3,2,3,3,1,1,2,1,-.96225196,1.6627078
980,1,0,6,1,3,1,2,2,2,1,3,.58610678,-.060567442
981,1,1,6,2,2,2,1,1,2,2,2,-.43684897,.44280446
982,1,0,6,3,3,0,1,3,3,0,3,1.5962187,-.84651077
983,1,1,6,2,2,3,0,2,1,2,3,.0061774338,.46489948
984,1,0,6,2,0,3,0,2,2,2,3,-.091177925,.46489948
985,1,1,6,2,3,2,2,2,2,2,2,.22404699,.77397722
986,1,1,6,1,3,2,2,3,3,1,3,1.5962187,.27485308
987,1,0,6,0,3,2,0,1,3,2,1,-.16723306,-.17409736
988,1,0,6,0,2,3,1,3,2,1,3,.70286113,-.049906753
989,1,0,6,2,3,1,2,3,2,1,2,.66415358,.11516648
990,1,1,6,2,2,1,2,2,1,0,2,-.31552058,-.19147244
991,1,1,6,1,2,1,1,2,1,1,2,-.31552058,-.39136755
992,1,0,6,3,2,2,1,1,3,2,3,.21396805,.60290915
993,1,1,6,1,2,1,1,2,3,1,2,.20908262,-.39136755
994,1,1,8,2,2,3,1,2,2,1,2,-.064017087,.29057699
995,0,1,8,2,2,1,0,3,3,1,3,1.0915484,-.57591611
996,0,1,8,1,2,0,1,0,2,2,2,-.64542234,-.35810053
997,1,2,8,2,3,1,2,1,2,0,1,-.47471175,-.19147244
998,0,1,8,2,2,2,1,2,2,1,2,-.064017087,.091056138
999,0,1,8,1,2,2,1,2,1,2,2,-.31552058,.27232775
1000,0,1,8,1,3,1,1,2,2,1,2,.22404699,-.39136755
1001,0,1,6,1,3,1,2,3,1,1,2,.43358421,-.060567442
1002,0,0,6,3,2,1,2,2,2,2,2,-.064017087,.63483679
1003,1,0,6,2,1,2,0,2,1,2,3,-.31091756,.19893241
1004,0,1,6,1,2,2,2,3,3,3,2,.6538915,.90940875
1005,0,0,6,1,3,1,1,2,3,1,2,.53782457,-.39136755
1006,0,0,6,1,3,1,0,1,0,2,3,-.22277844,-.40391853
1007,0,0,6,2,1,0,2,1,2,1,3,-.45296574,-.16074239
1008,0,0,6,2,1,3,1,2,2,1,1,-.62370199,.29057699
1009,0,0,6,2,2,1,2,2,1,1,2,-.31552058,.11516648
1010,0,0,6,2,2,1,1,2,2,1,2,-.064017087,-.23124489
1011,0,0,6,1,1,2,2,2,3,3,1,-.3861253,.90940875
1012,0,0,6,3,2,2,2,2,2,2,2,-.064017087,.93756354
1013,0,1,6,2,2,2,2,3,2,2,2,.3194226,.77397722
1014,0,0,6,2,2,2,1,2,2,1,2,-.064017087,.091056138
1015,1,0,6,3,2,2,2,1,1,2,1,-.96225196,.93756354
1016,1,0,6,2,3,2,2,2,2,1,2,.22404699,.44643846
1017,0,0,6,3,2,2,3,3,3,2,3,1.0915484,1.2795445
1018,0,0,6,0,3,3,0,3,0,0,3,.88258147,-1.0158285
1019,0,0,6,2,1,1,2,1,2,1,1,-.99113524,.11516648
1020,0,0,6,1,1,1,1,1,0,1,0,-1.6527984,-.39136755
1021,0,0,6,1,2,1,0,2,3,1,3,.57535625,-.74469846
1022,0,0,6,1,2,0,0,2,3,0,3,.57535625,-1.6141624
1023,0,0,6,0,2,1,2,3,3,0,2,.6538915,-.58281988
1024,0,0,6,3,3,3,3,3,3,3,3,1.5962187,2.1848817
1025,0,0,6,2,1,0,2,1,0,1,1,-1.4068148,-.16074239
1026,0,0,6,2,2,2,2,1,2,2,2,-.43684897,.77397722
1027,0,1,6,3,3,2,1,2,2,0,2,.22404699,-.059613187
1028,0,0,6,1,2,2,3,,2,2,2,-.10092714,.91137826
1029,0,0,6,2,2,2,1,3,2,0,3,.70286113,-.20861302
1030,0,0,6,0,0,0,3,0,0,1,1,-2.0589819,-.40112308
1031,1,1,6,3,0,1,2,2,1,3,0,-1.2913103,.96674854
1032,0,0,6,2,2,1,1,2,0,2,2,-.43342707,.11393275
1033,0,0,6,1,2,1,2,2,2,1,2,-.064017087,-.060567442
1034,1,1,6,2,3,3,0,2,2,3,2,.22404699,.88752729
1035,1,0,6,2,2,1,1,2,3,1,2,.20908262,-.23124489
1036,0,0,6,3,3,3,1,3,3,3,3,1.5962187,1.3423948
1037,0,0,6,1,3,1,1,3,3,2,3,1.5962187,-.060038511
1038,0,0,6,2,3,1,1,2,2,0,2,.22404699,-.56466365
1039,1,0,6,2,3,2,2,2,3,2,2,.53782457,.77397722
1040,0,1,6,3,3,0,0,2,2,1,2,.22404699,-.85925108
1042,1,0,6,0,3,1,0,2,2,1,3,.58610678,-.92272121
1043,1,0,6,2,2,1,1,2,2,2,2,-.064017087,.11393275
1044,1,1,6,2,3,0,1,3,2,2,3,1.0983543,-.15862329
1045,1,1,6,2,2,2,2,2,1,2,2,-.31552058,.77397722
1046,1,0,6,2,2,1,1,2,2,1,2,-.064017087,-.23124489
1047,1,2,6,1,2,1,1,2,2,1,2,-.064017087,-.39136755
1048,1,1,6,2,2,1,1,2,3,1,2,.20908262,-.23124489
1049,0,1,6,0,0,3,3,0,3,0,3,-.58413327,.43845534
1050,1,1,6,2,2,1,2,1,1,2,2,-.69655955,.47236976
1051,1,1,6,1,2,1,1,2,0,2,2,-.43342707,-.060038511
1052,1,0,6,1,2,2,1,2,2,1,2,-.064017087,-.079788059
1053,1,0,6,,,,,,,,,,
1054,1,0,6,2,2,2,1,1,1,0,2,-.69655955,-.20861302
1055,0,1,6,2,2,1,1,1,2,1,1,-.71693271,-.23124489
1056,1,0,6,2,1,1,1,1,0,1,1,-1.4068148,-.23124489
1057,1,1,6,3,3,3,1,2,0,2,3,.29041275,.89787233
1058,1,1,6,2,2,1,1,2,2,2,2,-.064017087,.11393275
1059,1,0,6,0,2,1,1,2,2,1,3,.25828463,-.53172952
1060,0,0,6,2,2,2,2,1,3,1,1,-.50224477,.44643846
1061,1,0,6,3,2,2,2,2,2,3,2,-.064017087,1.2753807
1062,1,0,6,0,2,1,1,2,3,0,2,.20908262,-.91184765
1063,1,0,6,1,2,1,1,2,3,1,2,.20908262,-.39136755
1064,1,0,6,2,3,1,2,3,2,2,2,.66415358,.47236976
1065,0,1,6,2,2,1,1,2,2,1,2,-.064017087,-.23124489
1066,0,0,6,2,3,2,2,1,1,1,1,-.77136987,.44643846
1067,0,1,6,3,,1,2,1,2,1,3,-.13176498,.26213661
1068,1,1,6,1,2,2,2,2,2,2,2,-.064017087,.61830294
1069,1,1,6,1,3,2,1,2,2,1,2,.22404699,-.079788059
1070,1,1,6,2,3,1,0,3,2,0,3,1.0983543,-.99534655
1071,0,0,6,1,2,1,1,3,2,1,1,.057443667,-.39136755
1072,0,0,6,2,2,1,2,1,2,1,2,-.43684897,.11516648
1073,1,1,6,0,3,3,2,3,0,0,3,.88258147,.061246987
1074,0,0,6,0,3,1,1,1,1,1,1,-.77136987,-.53172952
1075,0,1,6,2,2,2,2,2,2,2,2,-.064017087,.77397722
1076,0,1,6,2,2,3,2,2,1,2,2,-.31552058,1.0465374
1077,1,0,6,2,3,2,1,3,2,0,2,.66415358,-.20861302
1078,1,0,6,3,3,2,2,3,2,,2,.66415358,.91999418
1079,0,0,6,3,3,3,3,3,3,3,3,1.5962187,2.1848817
1080,0,1,6,0,3,0,3,3,2,0,3,1.0983543,-.97396302
1081,0,1,6,2,2,2,2,1,1,2,2,-.69655955,.77397722
1082,1,0,6,2,1,2,2,1,1,2,1,-1.2106394,.77397722
1083,0,0,6,2,2,3,1,3,3,3,2,.6538915,1.0746788
1084,1,0,6,2,3,2,0,3,3,1,3,1.5962187,-.22073169
1085,1,0,6,2,3,2,1,2,2,2,2,.22404699,.44280446
1086,1,0,6,1,1,2,2,1,2,2,1,-.99113524,.61830294
1087,1,0,6,2,3,1,2,3,3,1,3,1.5962187,.11516648
1089,1,0,6,2,2,2,2,2,2,2,2,-.064017087,.77397722
1090,1,0,6,1,3,3,1,2,2,2,3,.58610678,.50003147
1091,1,0,6,0,3,0,3,3,3,0,3,1.5962187,-.97396302
1092,1,0,6,2,2,3,2,1,0,3,1,-1.143747,1.4201837
1093,1,0,6,0,3,2,3,3,3,1,3,1.5962187,.41443545
1094,1,0,6,2,3,2,2,3,2,0,3,1.0983543,.21204953
1095,1,0,6,0,3,2,2,1,2,1,1,-.47471175,.16501163
1096,1,1,6,1,2,3,1,1,1,2,3,-.42610797,.50003147
1097,1,0,6,2,1,1,1,2,2,2,2,-.33721483,.11393275
1098,1,0,6,2,3,3,1,3,3,2,3,1.5962187,.69432241
1099,1,0,6,3,0,1,1,0,1,0,1,-1.7526664,-.45198154
1100,1,0,6,3,2,3,3,3,3,3,3,1.0915484,2.1848817
1101,1,0,6,3,3,3,3,3,3,3,3,1.5962187,2.1848817
1102,1,0,6,1,1,2,2,1,1,2,0,-1.4087995,.61830294
1103,1,0,6,0,2,1,0,2,3,0,3,.57535625,-1.3841718
1104,1,0,6,2,1,2,2,2,2,2,2,-.33721483,.77397722
1105,1,0,6,2,2,1,2,1,0,2,1,-1.143747,.47236976
1106,1,0,6,0,3,3,0,3,3,1,3,1.5962187,-.46854097
1107,1,0,6,2,1,2,2,2,2,2,2,-.33721483,.77397722
1108,1,0,6,2,3,2,2,3,1,2,1,.13492732,.77397722
1109,1,0,6,1,1,0,1,1,1,1,1,-1.2106394,-.70078504
1110,1,0,6,2,2,2,1,2,2,0,2,-.064017087,-.20861302
1111,1,0,6,2,2,2,1,1,0,0,3,-.58077872,-.20861302
1112,1,0,6,3,2,3,2,2,2,3,3,.25828463,1.6562328
1113,1,0,6,2,2,0,0,3,3,0,3,1.0915484,-1.4586514
1114,1,0,6,0,3,2,3,3,,2,3,1.4533336,.83305186
1115,1,0,6,3,3,3,3,3,3,1,3,1.5962187,1.3545667
1116,1,0,6,3,1,2,3,3,3,1,1,.077326484,.93998671
1117,1,0,6,2,2,1,1,2,2,2,2,-.064017087,.11393275
1118,1,1,6,0,2,1,1,2,2,0,3,.25828463,-.91184765
1119,1,0,6,1,2,2,2,2,2,2,2,-.064017087,.61830294
1120,1,0,6,1,3,0,0,0,0,1,0,-1.7047733,-1.1218179
1121,0,1,8,2,2,1,1,2,2,1,2,-.064017087,-.23124489
1122,0,2,8,1,3,1,1,3,3,1,3,1.5962187,-.39136755
1123,1,1,8,1,3,3,2,1,1,3,1,-.77136987,1.2509776
1124,1,0,6,2,2,2,2,2,3,3,3,.57535625,1.0766572
1125,1,0,6,1,1,0,1,2,2,2,3,-.016713744,-.35810053
1126,1,0,6,0,2,2,2,3,2,0,2,.3194226,-.16318105
1127,1,0,6,2,1,0,1,1,2,1,0,-1.1759139,-.53172666
1128,1,0,6,3,2,2,3,2,3,3,3,.57535625,1.7032012
1129,0,0,6,3,3,3,3,3,1,3,3,.91586554,2.1848817
1130,1,1,6,2,3,2,3,3,3,2,3,1.5962187,1.0795684
1131,0,0,6,3,3,3,2,3,2,2,3,1.0983543,1.2419208
1132,1,0,6,2,0,1,3,3,3,2,1,-.02442003,.75831765
1133,0,0,6,3,2,3,3,1,2,3,3,-.12513666,2.1848817
1134,1,0,6,0,3,2,2,3,2,2,3,1.0983543,.53535259
1135,0,0,6,1,2,1,1,2,2,1,1,-.3280234,-.39136755
1136,0,0,6,2,2,1,1,2,1,0,2,-.31552058,-.56466365
1137,1,0,6,0,2,2,2,1,2,2,2,-.43684897,.53535259
1138,1,0,6,1,2,2,1,1,2,1,1,-.71693271,-.079788059
1139,1,0,6,3,3,2,3,3,3,2,3,1.5962187,1.2795445
1140,0,0,6,1,2,2,2,2,2,2,2,-.064017087,.61830294
1141,1,0,6,1,1,2,2,3,3,1,2,.39187685,.27485308
1142,1,0,6,0,0,0,1,2,1,0,0,-1.2913103,-1.3306642
1143,1,0,6,2,3,2,1,1,3,2,3,.65881711,.44280446
1144,1,0,6,0,1,2,3,2,1,0,1,-.88684392,.077154383
1145,1,0,6,2,3,3,3,3,3,1,1,.88696146,1.0849557
1146,1,0,6,2,3,3,3,3,3,2,3,1.5962187,1.4253008
1147,0,0,6,1,2,1,1,2,2,2,1,-.3280234,-.060038511
1148,1,0,6,2,2,1,2,3,3,1,3,1.0915484,.11516648
1149,1,0,6,2,2,3,2,3,3,3,3,1.0915484,1.4201837
1150,0,0,6,2,3,2,0,3,3,2,2,1.047439,.19893241
1151,1,0,6,2,2,2,2,2,2,2,2,-.064017087,.77397722
1153,0,0,6,0,2,2,2,2,2,3,3,.25828463,.83153886
1154,0,0,6,3,3,3,3,3,3,3,3,1.5962187,2.1848817
1155,0,0,6,2,3,1,1,2,1,1,1,-.33259287,-.23124489
1156,1,0,6,0,0,0,0,0,0,0,0,-2.4811723,-1.9067848
1160,1,0,6,1,1,1,1,0,1,2,0,-1.7839738,-.060038511
1162,1,0,6,,,,,,,,,,
1163,1,0,6,2,0,3,2,1,2,0,3,-.58334625,.48064148
1165,1,0,6,0,2,0,3,1,1,2,2,-.69655955,.14502187
1170,0,1,8,3,3,1,2,3,2,1,2,.66415358,.26213661
1171,1,1,8,1,3,0,1,3,3,2,3,1.5962187,-.35810053
1172,0,1,8,3,3,1,0,2,3,2,3,.9500668,-.047396783
1176,1,0,6,1,2,1,2,2,2,1,2,-.064017087,-.060567442
1179,1,0,6,,,,,,,,,,
1183,1,1,6,2,2,1,2,1,2,1,2,-.43684897,.11516648
1185,1,0,6,1,0,2,0,3,3,0,2,.34032083,-.85362756
1190,0,1,8,2,2,1,1,2,2,1,2,-.064017087,-.23124489
1191,0,1,8,1,2,1,1,1,2,1,2,-.43684897,-.39136755
1192,1,1,8,2,1,2,1,2,1,2,2,-.60401618,.44280446
1193,1,0,6,0,2,2,2,2,2,2,2,-.064017087,.53535259
1195,1,0,6,1,3,1,1,3,3,1,3,1.5962187,-.39136755
1196,1,1,6,3,3,1,0,3,2,1,2,.66415358,-.46411964
1200,1,0,6,0,2,1,1,2,1,1,1,-.59841353,-.53172952
1205,1,2,6,2,2,2,2,1,1,2,2,-.69655955,.77397722
1206,1,1,6,2,2,2,2,2,2,2,2,-.064017087,.77397722
1207,0,0,6,1,2,0,0,3,3,0,3,1.0915484,-1.6141624
1208,0,0,6,2,2,2,2,2,2,2,2,-.064017087,.77397722
1209,0,0,6,2,2,2,2,2,2,2,2,-.064017087,.77397722
1210,0,0,6,3,2,3,2,3,3,2,3,1.0915484,1.2419208
1211,1,0,6,2,2,2,2,2,2,2,1,-.3280234,.77397722
1213,0,0,6,1,3,3,2,2,2,1,1,-.032787878,.50445598
1214,0,0,6,2,3,1,0,2,0,2,3,.29041275,-.20130731
1215,0,0,6,3,3,3,3,3,3,3,3,1.5962187,2.1848817
1216,0,0,6,3,2,3,3,2,2,2,3,.25828463,1.6627078
1217,1,0,6,0,0,0,0,0,0,0,0,-2.4811723,-1.9067848
1218,1,0,6,3,2,2,1,2,3,0,3,.57535625,-.059613187
1219,1,0,6,1,2,1,2,2,2,1,3,.25828463,-.060567442
1220,1,0,6,0,0,0,0,0,1,0,0,-2.0827305,-1.9067848
1221,1,0,6,3,2,2,1,2,3,1,3,.57535625,.23338215
1223,1,0,6,0,3,3,2,3,1,3,2,.43358421,1.1838276
1224,1,0,6,1,2,2,2,3,2,2,1,.057443667,.61830294
1225,1,0,6,3,2,1,3,3,3,3,3,1.0915484,1.4253426
1226,1,0,6,1,3,2,2,3,0,3,3,.88258147,.90940875
1227,0,0,6,1,2,3,1,3,0,0,2,-.039799824,-.25953251
1228,0,0,6,2,3,0,1,3,3,1,3,1.5962187,-.53172666
1229,1,0,6,3,3,3,3,3,3,3,3,1.5962187,2.1848817
1230,1,0,6,1,3,3,3,0,3,3,3,.59864229,1.7275686
1231,1,0,6,0,2,1,1,2,2,1,3,.25828463,-.53172952
1232,1,0,6,2,1,0,2,2,2,3,1,-.62370199,.56164259
1233,1,0,6,0,1,0,0,0,1,2,3,-1.0728019,-1.0559957
1234,1,0,6,0,2,2,3,2,1,2,3,.0061774338,.83305186
1235,1,0,6,2,1,2,1,2,3,1,3,.3149814,.091056138
1236,1,0,6,3,3,3,3,3,3,3,3,1.5962187,2.1848817
1237,1,0,6,0,2,2,,0,1,1,2,-.95628208,-.14504521
1238,1,0,6,1,1,2,2,1,1,1,3,-.75504327,.27485308
1239,1,0,6,3,2,0,0,2,0,1,0,-.94959563,-.85925108
1241,0,0,6,1,2,0,1,3,2,1,2,.3194226,-.70078504
1242,0,0,6,1,3,1,1,3,2,2,2,.66415358,-.060038511
1243,0,1,6,0,3,0,0,3,3,0,1,.88696146,-1.9067848
1244,1,1,6,3,2,1,2,1,2,2,1,-.71693271,.63483679
1245,1,1,6,2,2,2,2,3,3,2,2,.6538915,.77397722
1247,0,0,6,2,2,2,1,1,1,2,1,-.96225196,.44280446
1248,0,1,6,2,2,1,2,2,3,1,3,.57535625,.11516648
1249,0,3,6,1,1,1,3,2,2,2,3,-.016713744,.55930436
1250,1,0,6,2,2,2,2,2,2,1,2,-.064017087,.44643846
1251,1,0,6,2,2,1,0,2,2,1,3,.25828463,-.57591611
1252,0,1,6,2,2,1,1,2,2,1,2,-.064017087,-.23124489
1253,0,1,6,3,2,2,0,3,2,2,3,.70286113,.37953538
1254,0,1,6,0,1,1,1,1,1,1,1,-1.2106394,-.53172952
1255,0,1,6,0,3,1,3,2,2,1,3,.58610678,-.015864471
1258,0,1,6,2,2,2,0,3,2,2,2,.3194226,.19893241
1259,0,1,6,0,1,2,0,1,0,2,0,-1.6527984,-.17409736
1260,0,1,6,2,2,2,2,2,2,2,3,.25828463,.77397722
1261,1,1,6,1,2,2,1,2,2,2,2,-.064017087,.27232775
1271,1,1,8,1,2,1,1,2,2,1,2,-.064017087,-.39136755
1272,0,1,8,1,3,0,1,3,3,0,3,1.5962187,-1.1110746
1273,0,1,8,1,2,1,0,2,2,0,2,-.064017087,-1.1605165
1274,1,1,8,2,2,1,2,2,1,2,2,-.31552058,.47236976
1275,0,2,8,0,2,1,2,2,2,2,2,-.064017087,.19042993
1276,0,1,8,0,2,2,1,0,1,2,2,-.95628208,.16341542
1277,1,1,8,2,3,2,2,2,2,1,2,.22404699,.44643846
1278,1,1,8,3,3,1,2,2,3,2,3,.9500668,.63483679
1279,0,1,8,0,2,2,0,0,2,0,2,-.64542234,-1.0938256
1280,1,3,8,,,,,,,,,,
1281,0,1,8,2,3,2,2,2,2,1,2,.22404699,.44643846
1282,0,1,8,2,2,1,1,2,3,1,2,.20908262,-.23124489
1303,1,2,8,1,0,2,1,2,2,1,1,-.75847566,-.079788059
1304,1,1,8,0,0,0,0,0,0,0,0,-2.4811723,-1.9067848
1305,1,2,8,2,3,2,1,2,3,1,3,.9500668,.091056138
1306,1,1,8,0,2,1,0,2,2,0,3,.25828463,-1.3841718
1307,0,1,8,3,3,0,0,2,3,3,3,.9500668,-.21799618
1308,1,1,8,3,2,1,1,2,2,3,2,-.064017087,.53830409
1309,1,1,8,1,2,1,1,2,2,1,2,-.064017087,-.39136755
1310,1,3,8,0,3,2,1,1,2,2,2,-.16052555,.16341542
1311,1,1,8,0,2,0,0,2,3,1,2,.20908262,-1.3417779
1312,1,1,8,0,3,2,2,2,1,1,1,-.33259287,.16501163
1313,1,1,8,0,1,0,2,2,1,3,2,-.60401618,.14820412
1314,1,1,8,0,1,2,1,1,2,2,1,-.99113524,.16341542
1315,0,1,8,2,3,2,2,2,3,2,3,.9500668,.77397722
1316,0,1,8,0,3,2,2,3,2,2,3,1.0983543,.53535259
1317,0,2,8,0,3,1,1,2,1,0,2,-.029526439,-.91184765
1318,1,1,8,2,2,1,1,2,1,2,2,-.31552058,.11393275
1319,1,1,8,1,2,1,1,2,2,1,2,-.064017087,-.39136755
1320,1,1,8,3,1,2,3,1,3,2,1,-.82963341,1.2795445
1321,1,1,8,0,1,2,3,3,3,3,3,.87950295,1.2270675
1322,1,1,8,2,0,1,1,2,2,2,3,-.091177925,.11393275
1324,0,1,8,1,3,0,0,3,3,1,3,1.5962187,-1.1218179
1326,0,1,8,2,3,1,0,2,3,0,3,.9500668,-.99534655
1327,0,1,8,2,2,2,3,2,2,2,2,-.064017087,1.0795684
1328,0,1,8,1,2,0,0,3,3,2,2,.6538915,-.81147075
1329,0,1,8,1,2,1,0,2,3,1,3,.57535625,-.74469846
1330,0,3,8,1,2,1,1,1,2,1,2,-.43684897,-.39136755
1331,1,3,8,1,2,1,0,2,2,1,2,-.064017087,-.74469846
1332,0,3,8,1,2,1,1,2,2,1,2,-.064017087,-.39136755
1333,0,1,8,2,2,1,1,1,2,1,2,-.43684897,-.23124489
1334,1,1,8,1,3,1,1,3,2,1,2,.66415358,-.39136755
1335,0,1,8,2,2,1,1,2,2,1,2,-.064017087,-.23124489
1336,0,1,8,1,2,0,0,3,3,0,2,.6538915,-1.6141624
1337,1,1,8,2,2,1,1,2,1,1,2,-.31552058,-.23124489
1338,0,1,8,3,3,2,0,2,2,0,2,.22404699,-.50215054
1340,0,1,8,2,1,1,1,2,0,1,2,-.76226717,-.23124489
1341,0,1,8,0,2,0,0,3,3,1,2,.6538915,-1.3417779
1342,0,1,8,2,2,1,1,1,0,1,3,-.58077872,-.23124489
1343,0,1,8,1,1,1,1,2,2,1,2,-.33721483,-.39136755
1345,0,1,8,1,3,2,1,3,3,1,3,1.5962187,-.079788059
1346,1,1,8,0,0,0,0,0,0,0,0,-2.4811723,-1.9067848
1347,0,1,8,0,2,0,0,2,3,0,2,.20908262,-1.9067848
1348,0,2,8,2,3,2,1,2,2,1,2,.22404699,.091056138
1349,0,1,8,1,2,1,2,2,0,1,1,-.75485653,-.060567442
1350,1,1,8,0,1,2,2,2,3,3,3,.3149814,.83153886
1351,0,1,8,1,2,1,1,3,3,2,3,1.0915484,-.060038511
1352,0,1,8,1,2,1,2,2,3,1,1,-.054042414,-.060567442
1353,0,1,8,1,2,1,1,2,3,1,3,.57535625,-.39136755
1354,0,1,8,2,2,2,2,2,2,2,2,-.064017087,.77397722
1355,1,1,8,1,2,1,1,3,2,1,3,.70286113,-.39136755
1363,1,1,8,0,2,1,1,2,2,1,2,-.064017087,-.53172952
1364,0,1,8,3,3,1,0,3,3,1,3,1.5962187,-.46411964
1365,0,1,8,3,2,1,1,1,0,1,1,-1.143747,-.1127855
1366,0,1,8,2,2,2,1,1,1,1,2,-.69655955,.091056138
1367,0,1,8,2,2,1,2,1,2,2,2,-.43684897,.47236976
1368,0,2,8,0,3,1,0,3,3,1,2,1.047439,-.92272121
1369,1,1,8,2,2,2,1,1,2,1,2,-.43684897,.091056138
1370,1,1,8,2,2,1,1,3,3,1,3,1.0915484,-.23124489
1371,0,1,8,0,2,1,0,2,2,2,3,.25828463,-.58761358
1372,0,1,8,2,2,2,1,2,1,2,1,-.59841353,.44280446
1373,1,1,8,2,1,2,0,2,0,0,2,-.76226717,-.64313632
1374,0,1,8,2,3,1,1,2,2,1,2,.22404699,-.23124489
