Folio,Género,Edad,Escuela,Max1,Max2,Max3,Max4,Max5,Max6,Max7,Max8,Max9,Max10,Max11,Max12,Max13,Max14,Max15,ThetaBA,ThetaCon,ThetaDD
1059,1,0,6,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,.30029538,-1.3023454,-.052051567
1060,0,0,6,2,1,2,3,0,3,3,2,3,1,3,3,2,3,1,-1.0367966,.48924264,1.2983682
1061,1,0,6,2,1,1,2,3,2,3,3,3,2,3,3,1,3,3,.93433887,.25805777,.99642622
1062,1,0,6,2,1,1,1,2,1,2,1,1,1,3,1,1,1,2,-.065269858,-.28296947,-.39816651
1063,1,0,6,3,1,0,3,3,1,3,3,3,2,3,2,3,0,2,.64446807,1.1779282,1.0556884
1064,1,0,6,2,1,0,0,1,3,3,2,3,2,3,2,3,0,3,.20567979,.89192474,-.63610888
1065,0,1,6,1,2,2,1,3,2,3,2,2,3,2,0,2,1,2,1.1242504,-.28212789,.096678063
1066,0,0,6,2,2,1,2,2,2,3,2,3,1,3,2,3,1,2,-.065269858,.89192474,.54576206
1067,0,1,6,1,1,2,1,3,2,2,2,3,3,2,1,1,2,2,1.1242504,-.81520921,.2281201
1068,1,1,6,2,1,1,1,1,1,3,1,2,1,3,2,3,2,2,-.42456412,.89192474,-.19963144
1069,1,1,6,1,2,1,1,0,3,2,2,2,1,2,1,2,1,2,-.74813849,-.6404233,-.052051567
1070,1,1,6,2,2,1,1,1,1,2,0,1,0,2,2,2,1,1,-1.1166126,-.55206549,-.51506668
1071,0,0,6,1,1,1,0,3,2,2,1,2,0,0,0,1,1,1,-.45074278,-1.5484759,-1.0729505
1072,0,0,6,2,0,0,1,2,3,3,1,3,2,3,2,2,2,1,.083516158,.48924264,-.50473809
1073,1,1,6,3,2,2,3,1,1,0,1,2,1,0,1,1,0,1,-.67925137,-2.0473182,.59471542
1074,0,0,6,1,0,0,1,2,1,2,2,3,3,1,0,0,0,0,.26256752,-1.3409793,-.5460732
1075,0,1,6,1,1,1,2,3,3,3,3,2,3,3,2,2,3,3,1.5584854,.36349842,.81136698
1076,0,1,6,2,2,1,1,1,2,2,2,3,3,2,2,1,2,2,.32572162,-.72431529,.143538
1077,1,0,6,3,1,1,1,3,3,3,1,3,2,2,1,2,2,3,.93433887,-.059622526,-.39816651
1078,1,0,6,2,2,1,1,2,2,2,1,2,2,,1,1,2,1,.083516158,-.74134272,-.39816651
1079,0,0,6,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,.95408219,.89192474,2.1203892
1080,0,1,6,3,1,0,0,3,3,3,0,3,3,2,2,2,1,1,.90817451,-.059622526,-1.4977098
1081,0,1,6,2,2,2,2,2,3,3,2,3,2,3,1,1,1,2,.30029538,.25805777,.62952048
1082,1,0,6,1,2,1,2,1,2,3,1,2,1,2,3,1,1,1,-.67925137,-.4808217,.37792701
1083,0,0,6,3,2,2,1,2,3,3,3,2,3,1,1,3,3,3,.95408219,-.11514574,.47455534
1084,1,0,6,2,2,0,0,3,3,3,0,3,2,3,0,2,1,1,.42178065,.48924264,-2.0206969
1085,1,0,6,3,2,1,1,2,2,2,1,2,2,3,1,3,1,3,.51666284,.33166075,-.39816651
1086,1,0,6,2,2,2,2,2,3,3,2,2,2,2,1,2,2,3,.51666284,-.18181866,.62952048
1087,1,0,6,3,2,1,1,1,3,3,1,3,2,3,3,3,1,2,-.010361644,1.1779282,-.083798051
1089,1,0,6,1,1,1,2,2,3,2,3,3,2,2,3,2,2,2,.30029538,-.6404233,.99642622
1090,1,0,6,3,2,1,0,2,2,3,0,0,0,3,2,3,3,1,-.71007049,1.1779282,-1.0579628
1091,1,0,6,3,3,0,0,0,0,3,0,3,0,2,0,1,0,1,-1.588267,-.26127809,-2.0206969
1092,1,0,6,3,2,3,3,1,3,3,2,2,2,3,2,3,1,3,.20567979,1.1779282,1.3780514
1093,1,0,6,3,1,0,0,2,1,3,2,3,3,3,1,3,3,2,.64843237,1.1779282,-.89149916
1094,1,0,6,2,2,1,2,2,1,3,3,3,1,2,2,3,2,3,.13534772,.035898861,.81136698
1095,1,0,6,1,1,0,0,1,2,3,2,2,0,3,1,1,1,1,-1.1166126,.12768142,-.89149916
1096,1,1,6,3,1,0,1,2,3,,1,2,2,3,1,,1,2,.30029538,.79454482,-.71527869
1097,1,0,6,2,2,2,3,2,3,3,3,3,2,2,3,2,3,2,.30029538,-.18181866,1.6999916
1098,1,0,6,2,1,1,1,2,1,2,2,3,2,1,1,2,1,2,.30029538,-.91379362,-.052051567
1099,1,0,6,2,1,1,2,1,3,3,1,2,1,3,2,3,1,2,-.42456412,.89192474,.23377024
1100,1,0,6,2,1,0,1,0,2,1,2,2,0,3,1,3,3,3,-1.2128097,-.01567588,-.34818912
1101,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0075986,-2.6780877,-2.0206969
1102,1,0,6,2,0,1,1,1,2,3,1,3,2,3,1,3,1,2,-.010361644,.89192474,-.39816651
1103,1,0,6,2,1,1,1,2,3,3,2,2,1,3,1,1,2,2,-.065269858,.25805777,-.052051567
1104,1,0,6,3,0,1,1,3,1,3,0,2,0,3,0,2,0,2,-.046195563,.696024,-.94838494
1105,1,0,6,1,3,1,1,2,2,2,1,2,2,1,2,2,1,2,.30029538,-1.0151136,-.19963144
1106,1,0,6,3,1,0,1,1,2,3,1,3,2,3,1,2,1,1,-.27041367,.696024,-.71527869
1107,1,0,6,2,1,1,1,2,3,2,1,2,2,3,2,2,2,2,.30029538,-.077705279,-.19963144
1108,1,0,6,2,2,1,2,2,1,3,2,1,2,3,2,3,1,2,.30029538,.89192474,.54576206
1109,1,0,6,2,2,2,2,1,2,2,0,3,1,3,2,2,2,1,-.67925137,-.077705279,.32453209
1110,1,0,6,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,-.67925137,-.90936619,-.39816651
1111,1,0,6,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,-.67925137,-.6404233,-.39816651
1112,1,0,6,3,3,2,2,1,2,2,2,2,0,0,0,0,0,1,-1.1166126,-1.5098931,.54034829
1113,1,0,6,3,0,0,1,1,3,3,0,2,2,2,1,2,2,3,.20567979,-.059622526,-1.108456
1114,1,0,6,3,2,1,1,1,2,3,1,2,2,3,2,3,2,1,-.27041367,1.1779282,-.19963144
1115,1,0,6,3,3,2,2,0,3,3,2,2,3,3,2,2,2,3,.49691704,.696024,.78642613
1116,1,0,6,2,1,0,1,1,2,3,1,3,2,3,1,3,1,1,-.27041367,.89192474,-.71527869
1117,1,0,6,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,.30029538,-.55206549,.143538
1118,1,1,6,3,3,1,1,2,2,3,1,3,2,3,1,3,2,2,.30029538,1.1779282,-.39816651
1119,1,0,6,2,2,1,2,3,3,3,3,3,2,1,3,3,2,3,.93433887,-.29494184,.99642622
1120,1,0,6,3,1,1,3,3,2,3,1,3,2,3,2,3,2,2,.64446807,1.1779282,.48068762
1121,0,1,8,2,2,2,1,3,3,3,2,2,2,3,2,2,1,2,.64446807,.48924264,.41724724
1122,0,2,8,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,.30029538,-.55206549,-.39816651
1123,1,1,8,2,3,2,1,3,3,3,3,3,2,1,1,2,1,2,.64446807,-.53562415,.47455534
1124,1,0,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,2.1203892
1125,1,0,6,2,3,2,1,1,2,3,2,3,0,3,0,3,2,1,-1.1166126,.89192474,.096678063
1126,1,0,6,2,1,1,2,1,3,3,2,3,0,2,1,2,1,0,-1.4391522,-.18181866,.37111124
1127,1,0,6,2,2,2,1,1,2,2,1,0,0,1,1,2,2,2,-.84011424,-.91379362,-.12857406
1128,1,0,6,1,1,1,2,2,0,2,0,3,1,3,1,2,0,2,-.065269858,-.18310425,-.26572642
1129,0,0,6,0,3,3,3,3,3,3,3,3,3,3,2,0,3,3,1.5584854,-.0050056498,1.814014
1130,1,1,6,3,3,1,1,2,0,3,0,1,1,3,3,3,1,2,-.065269858,1.1779282,-.40407664
1131,0,0,6,3,2,2,2,3,3,3,2,3,2,3,2,3,3,3,.93433887,1.1779282,.78642613
1132,1,0,6,3,1,1,2,1,3,2,2,3,2,0,3,2,2,0,-.49510741,-1.0513043,.69382793
1133,0,0,6,3,1,3,3,1,3,3,1,3,1,3,3,3,3,1,-.67925137,1.1779282,1.3751917
1134,1,0,6,3,1,2,1,2,3,3,1,3,2,3,2,1,1,1,.083516158,.45528537,.079921693
1135,0,0,6,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,.30029538,-.55206549,-.052051567
1136,0,0,6,3,2,2,1,1,2,3,1,3,1,1,2,2,1,1,-.67925137,-.39397252,.079921693
1137,1,0,6,3,3,2,3,3,2,3,2,1,0,1,2,3,2,1,-.45074278,-.11514574,1.1026489
1138,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0075986,-2.6780877,-2.0206969
1139,1,0,6,3,2,0,1,3,2,3,1,2,2,3,2,3,2,2,.64446807,1.1779282,-.50473809
1140,0,0,6,1,0,1,2,0,2,1,2,0,3,2,1,1,0,0,-.73109949,-1.0828118,.37111124
1141,1,0,6,2,1,0,0,1,2,3,1,2,1,3,1,2,2,1,-.67925137,.48924264,-1.2284092
1142,1,0,6,3,3,2,2,3,3,3,1,3,1,3,0,2,1,1,-.029486129,.696024,.19569515
1143,1,0,6,2,3,3,3,1,3,3,2,3,0,3,2,3,3,0,-1.4391522,.89192474,1.3780514
1144,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0075986,-2.6780877,-2.0206969
1145,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-.67925137,-1.4829439,-.39816651
1146,1,0,6,2,1,1,2,2,1,0,3,2,3,2,1,0,2,1,.41311869,-1.3464633,.62367553
1147,0,0,6,3,3,3,0,3,2,2,1,0,3,3,2,2,1,0,.79770374,.055918932,-.23441891
1148,1,0,6,3,3,0,1,1,2,3,1,2,1,3,3,2,2,1,-.67925137,.696024,-.39922595
1149,1,0,6,3,2,0,1,0,0,3,2,3,1,3,2,3,2,1,-1.0367966,1.1779282,-.12222527
1150,0,0,6,3,1,2,0,3,2,3,1,2,3,3,0,2,2,3,1.5584854,.696024,-.83792198
1151,1,0,6,1,2,1,1,2,3,2,1,2,2,3,3,2,1,1,.083516158,-.18310425,-.083798051
1153,0,0,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.30029538,-.55206549,.78642613
1154,0,0,6,3,3,1,1,3,3,3,1,3,3,3,1,3,3,3,1.5584854,1.1779282,-.39816651
1155,0,0,6,2,1,1,1,2,2,3,1,2,1,3,1,1,2,2,-.065269858,.25805777,-.39816651
1156,1,0,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,2.1203892
1160,1,0,6,2,2,0,1,1,1,3,1,3,1,3,2,2,1,1,-.67925137,.48924264,-.50473809
1162,1,0,6,2,1,0,1,2,1,3,2,2,2,3,1,3,2,3,.51666284,.89192474,-.34818912
1163,1,0,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,2.1203892
1165,1,0,6,1,0,3,3,1,3,3,3,3,1,3,3,3,3,1,-.67925137,.74519873,2.1203892
1170,0,1,8,2,3,2,1,3,1,3,1,0,1,3,2,2,1,1,-.029486129,.48924264,.079921693
1171,1,1,8,3,1,0,0,3,2,0,2,3,3,3,3,3,0,3,1.5584854,.11697734,-.51314467
1172,0,1,8,3,2,3,3,1,3,3,3,3,3,3,2,2,2,0,-.23715805,.696024,1.814014
1176,1,0,6,2,0,1,2,2,3,3,1,2,1,3,1,2,2,1,-.31357718,.48924264,.034030739
1179,1,0,6,2,3,2,1,1,1,3,2,2,0,3,2,2,3,1,-1.1166126,.48924264,.41724724
1183,1,1,6,1,2,2,2,1,2,3,1,2,2,3,2,2,1,3,.20567979,.36349842,.51020044
1185,1,0,6,1,2,0,1,3,3,2,1,2,2,2,1,2,1,1,.42178065,-.6404233,-.71527869
1190,0,1,8,2,1,2,2,2,2,2,3,3,2,2,1,2,1,2,.30029538,-.55206549,.90143162
1191,0,1,8,2,1,3,1,1,2,3,1,2,1,2,1,1,2,1,-.67925137,-.37750062,-.0087212231
1192,1,1,8,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,1.6999916
1193,1,0,6,3,3,1,1,1,1,3,1,1,2,2,1,1,2,1,-.27041367,-.26127809,-.39816651
1195,1,0,6,3,3,0,0,1,2,3,1,3,0,3,2,3,1,3,-.69513983,1.1779282,-1.0235567
1196,1,1,6,3,3,1,1,3,2,3,1,3,3,3,2,2,2,3,1.5584854,.696024,-.19963144
1200,1,0,6,3,3,0,1,2,3,2,0,2,3,3,2,1,0,3,.95408219,-.15520822,-.89186072
1205,1,2,6,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,.30029538,-.55206549,-.19963144
1206,1,1,6,2,3,3,1,2,0,3,3,1,2,3,1,2,0,1,.083516158,.48924264,.70905393
1207,0,0,6,2,2,0,0,3,1,3,0,1,3,3,0,1,0,3,1.5584854,.25805777,-2.0206969
1208,0,0,6,1,1,1,1,2,1,3,1,2,1,3,2,2,2,2,-.065269858,.36349842,-.19963144
1209,0,0,6,2,2,3,1,3,2,3,1,2,3,3,2,3,2,2,1.1242504,.89192474,.22552358
1210,0,0,6,2,3,3,3,3,2,3,1,3,2,3,2,2,2,2,.64446807,.48924264,1.1048406
1211,1,0,6,1,2,,2,2,2,2,2,2,2,2,2,2,2,1,.083516158,-.6404233,.70237505
1213,0,0,6,2,1,1,1,1,2,3,1,3,1,3,1,3,1,1,-.67925137,.89192474,-.39816651
1214,0,0,6,2,1,2,1,2,2,3,1,3,2,3,2,3,3,2,.30029538,.89192474,.079921693
1215,0,0,6,1,3,0,1,3,3,3,2,3,3,3,2,2,3,3,1.5584854,.36349842,-.12222527
1216,0,0,6,1,1,2,3,2,2,3,3,2,2,3,1,2,2,1,.083516158,.36349842,1.2985462
1217,1,0,6,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,-.010361644,-1.3853794,-.19963144
1218,1,0,6,2,3,1,2,3,2,0,2,0,3,3,0,3,0,3,1.5584854,-.088892259,.25774986
1219,1,0,6,2,1,0,2,1,2,2,3,2,1,3,2,2,1,1,-.67925137,-.077705279,.6325919
1220,1,0,6,2,0,2,1,3,2,2,2,1,1,2,2,3,2,2,.261067,-.40132707,.41724724
1221,1,0,6,2,0,1,2,0,3,3,1,2,2,3,3,2,2,1,-.58587801,.48924264,.37792701
1223,1,0,6,3,2,0,2,1,2,0,2,3,3,2,0,0,2,1,.01033682,-1.2318608,-.021787915
1224,1,0,6,2,2,3,2,2,3,2,1,3,3,3,3,2,3,3,.95408219,-.077705279,.89224261
1225,1,0,6,2,2,3,2,1,2,2,2,3,2,3,2,2,3,0,-.49510741,-.077705279,.98506302
1226,1,0,6,0,1,3,1,2,3,1,0,1,3,3,2,1,3,0,.26256752,-.73646438,-.071259618
1227,0,0,6,3,1,0,1,1,1,2,1,2,1,2,0,1,1,1,-.67925137,-.63557416,-.91924
1228,0,0,6,3,3,1,1,1,3,3,1,3,0,3,1,3,3,1,-1.1166126,1.1779282,-.39816651
1229,1,0,6,2,1,1,0,3,1,1,0,3,3,3,1,2,2,3,1.5584854,-.28411275,-1.267658
1230,1,0,6,0,3,1,3,0,0,3,3,3,3,3,3,3,0,0,-.73109949,.70453918,1.4628587
1231,1,0,6,1,1,0,2,2,2,3,2,2,1,3,2,3,2,2,-.065269858,.74519873,.35234374
1232,1,0,6,2,1,1,2,2,2,3,2,1,2,2,2,1,2,3,.51666284,-.37750062,.54576206
1233,1,0,6,3,2,3,1,1,2,3,2,2,1,1,2,1,2,1,-.67925137,-.65491962,.59588176
1234,1,0,6,2,1,1,2,2,1,3,2,3,2,3,2,1,2,2,.30029538,.25805777,.54576206
1235,1,0,6,1,2,0,0,3,1,3,0,3,2,3,1,3,1,,.70239067,.74519873,-1.6966447
1236,1,0,6,2,3,3,2,3,2,2,3,3,2,2,3,2,2,3,.93433887,-.55206549,1.5370858
1237,1,0,6,2,2,3,2,2,2,1,3,2,2,2,2,2,2,2,.30029538,-.78587162,1.3165559
1238,1,0,6,3,2,2,1,2,3,0,1,2,1,0,0,0,0,2,-.065269858,-2.3112264,-.29515591
1239,1,0,6,1,1,1,2,0,2,3,2,2,1,3,2,3,2,2,-.74813849,.74519873,.54576206
1241,0,0,6,2,2,1,0,2,1,3,0,2,2,3,1,0,1,0,-.073959,.18173561,-1.267658
1242,0,0,6,3,1,2,1,2,3,3,1,3,2,3,1,3,2,1,.083516158,1.1779282,-.12857406
1243,0,1,6,3,3,0,0,1,0,3,0,1,1,3,0,3,1,1,-.67925137,1.1779282,-2.0206969
1244,1,1,6,3,2,1,1,1,1,3,1,1,2,2,2,3,1,2,-.010361644,.18607888,-.19963144
1245,1,1,6,1,1,1,2,1,2,2,1,1,2,2,2,2,2,3,.20567979,-.6404233,.23377024
1247,0,0,6,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,-.27041367,-1.2039268,-.39816651
1248,0,1,6,0,2,1,2,3,3,3,2,3,0,0,3,2,1,3,.30511898,-1.001791,.69382793
1249,0,3,6,2,1,2,0,2,0,2,3,1,1,2,0,2,1,3,.13534772,-.55206549,-.16137719
1250,1,0,6,2,3,1,1,2,2,3,1,2,2,3,2,3,1,2,.30029538,.89192474,-.19963144
1251,1,0,6,2,1,0,1,2,1,3,1,2,1,3,2,2,1,2,-.065269858,.48924264,-.50473809
1252,0,1,6,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,-.67925137,-.90936619,-.39816651
1253,0,1,6,2,2,1,1,1,2,3,1,3,1,3,1,3,3,2,-.42456412,.89192474,-.39816651
1254,0,1,6,3,0,3,0,0,0,1,2,2,2,0,1,1,2,2,-.24741247,-1.6666324,-.019738125
1255,0,1,6,1,3,1,1,3,3,3,1,3,1,3,3,3,3,2,.261067,.74519873,-.083798051
1258,0,1,6,2,1,1,1,3,2,3,3,2,2,3,1,2,2,1,.42178065,.48924264,.14438404
1259,0,1,6,3,3,2,3,1,1,3,1,0,2,3,1,3,2,0,-.49510741,1.1779282,.59471542
1260,0,1,6,2,2,1,1,2,1,3,1,2,2,1,1,2,2,2,.30029538,-.53562415,-.39816651
1261,1,1,6,2,2,1,1,2,2,3,1,2,2,3,1,2,2,2,.30029538,.48924264,-.39816651
1271,1,1,8,3,3,0,1,1,2,3,0,2,1,3,2,2,1,1,-.67925137,.696024,-.89186072
1272,0,1,8,3,1,0,0,3,2,3,0,3,0,3,2,3,2,2,-.046195563,1.1779282,-1.4977098
1273,0,1,8,3,3,1,1,3,2,3,1,3,1,3,1,3,0,0,-.25596568,1.1779282,-.39816651
1274,1,1,8,3,3,1,2,1,1,2,1,2,2,2,1,3,2,2,-.010361644,-.29590672,.034030739
1275,0,2,8,1,1,2,1,2,1,1,2,2,1,3,2,2,1,2,-.065269858,-.41476256,.41724724
1276,0,1,8,1,2,1,1,0,2,2,1,3,0,2,2,1,1,1,-1.588267,-.81520921,-.19963144
1277,1,1,8,3,1,2,2,3,3,2,3,3,1,3,1,2,2,2,.261067,.055918932,.90143162
1278,1,1,8,1,1,2,1,2,2,3,2,2,2,2,1,1,0,3,.51666284,-.4808217,.2281201
1279,0,1,8,3,3,0,0,0,0,3,0,0,0,3,3,3,2,1,-1.588267,1.1779282,-1.4423782
1280,1,3,8,2,1,1,2,2,3,3,2,1,2,2,2,2,2,1,.083516158,-.18181866,.54576206
1281,0,1,8,2,1,1,0,2,2,3,0,1,1,1,1,1,1,1,-.31357718,-.78263736,-1.267658
1282,0,1,8,3,1,2,2,3,3,2,3,3,1,3,1,2,2,2,.261067,.055918932,.90143162
1303,1,2,8,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,-.010361644,-.88770175,-.39816651
1304,1,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.30029538,-.55206549,.78642613
1305,1,2,8,2,1,1,2,3,2,3,3,3,3,3,3,2,2,3,1.5584854,.48924264,.99642622
1306,1,1,8,2,2,1,0,1,1,3,1,3,0,3,1,1,1,2,-.84011424,.25805777,-.85825688
1307,0,1,8,0,0,0,0,0,0,1,3,1,0,0,0,1,1,0,-2.0075986,-1.9453244,-1.0901613
1308,1,1,8,2,2,0,1,2,2,1,2,2,1,2,2,1,1,1,-.31357718,-.9803279,-.12222527
1309,1,1,8,2,1,1,0,2,2,1,0,1,1,2,1,2,1,1,-.31357718,-.78587162,-1.267658
1310,1,3,8,2,2,0,1,2,2,3,1,3,2,2,1,2,3,1,.083516158,-.18181866,-.71527869
1311,1,1,8,2,1,1,0,3,1,3,0,2,1,3,1,2,1,0,-.25596568,.48924264,-1.267658
1312,1,1,8,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,-1.0367966,-1.4829439,-.39816651
1313,1,1,8,3,2,1,0,1,2,3,2,1,0,1,2,3,2,1,-1.1166126,-.11514574,-.25021514
1314,1,1,8,2,3,0,1,2,2,3,1,3,2,2,1,2,1,1,.083516158,-.18181866,-.71527869
1315,0,1,8,2,1,2,1,2,2,3,1,2,1,3,1,2,2,1,-.31357718,.48924264,-.12857406
1316,0,1,8,3,2,1,2,3,1,3,1,3,3,3,3,3,2,1,.90817451,1.1779282,.37792701
1317,0,2,8,2,2,1,1,2,2,3,2,3,2,3,2,2,2,1,.083516158,.48924264,.143538
1318,1,1,8,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,-.67925137,-.6404233,.78642613
1319,1,1,8,1,1,0,0,1,1,1,1,2,1,2,0,2,1,1,-.67925137,-.88770175,-1.4781533
1320,1,1,8,3,2,3,3,1,3,3,3,3,1,2,2,1,2,1,-.67925137,-.26127809,1.814014
1321,1,1,8,3,3,3,2,2,1,3,3,2,2,0,0,3,1,2,.30029538,-.24288438,1.0771872
1322,1,1,8,3,2,1,0,3,2,1,0,0,1,1,1,2,1,2,.261067,-1.1100529,-1.267658
1324,0,1,8,2,1,1,1,1,2,3,1,1,1,1,0,1,1,1,-.67925137,-.78263736,-.56970984
1326,0,1,8,2,2,1,2,2,3,2,1,1,2,3,0,2,0,1,.083516158,-.077705279,-.11740933
1327,0,1,8,2,3,2,2,1,3,3,3,3,1,2,2,1,3,1,-.67925137,-.37750062,1.0622228
1328,0,1,8,2,1,3,1,2,2,2,2,2,2,1,1,1,1,2,.30029538,-1.104319,.38709038
1329,0,1,8,2,1,0,1,2,2,3,1,2,1,3,1,2,0,1,-.31357718,.48924264,-.71527869
1330,0,3,8,2,1,1,1,1,1,1,1,2,2,3,3,2,2,2,-.010361644,-.28411275,-.083798051
1331,1,3,8,2,1,1,2,0,1,1,1,1,0,1,0,2,1,0,-2.0075986,-1.1996676,-.11740933
1332,0,3,8,3,1,1,1,3,2,3,1,2,1,2,1,2,2,1,-.029486129,-.059622526,-.39816651
1333,0,1,8,1,1,2,1,2,2,3,1,2,1,3,1,1,2,1,-.31357718,.12768142,-.12857406
1334,1,1,8,2,1,1,1,1,2,2,1,3,2,3,1,1,1,1,-.27041367,-.28296947,-.39816651
1335,0,1,8,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,-.67925137,-.81520921,-.39816651
1336,0,1,8,2,0,1,2,3,2,3,1,1,3,2,3,3,1,0,.79770374,.035898861,.37792701
1337,1,1,8,2,3,2,1,1,2,3,1,2,1,3,1,3,1,1,-.67925137,.89192474,-.12857406
1338,0,1,8,3,0,0,1,3,3,3,1,3,3,3,1,3,3,3,1.5584854,1.1779282,-.71527869
1340,0,1,8,2,2,2,1,0,2,2,2,3,1,3,2,2,2,1,-1.0367966,-.077705279,.41724724
1341,0,1,8,3,3,0,1,1,1,3,3,3,1,3,1,3,1,1,-.67925137,1.1779282,-.17866522
1342,0,1,8,2,0,0,1,2,3,3,3,3,2,3,2,1,2,2,.30029538,.25805777,.089646257
1343,0,1,8,2,1,3,2,1,2,2,2,2,1,2,1,2,2,0,-.92631775,-.55206549,.81948805
1345,0,1,8,3,1,1,1,2,1,2,2,1,1,2,1,1,1,1,-.31357718,-.63557416,-.052051567
1346,1,1,8,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,.66262567,1.1779282,1.192274
1347,0,1,8,1,3,2,0,2,2,3,1,3,1,3,1,1,2,1,-.31357718,.12768142,-.60456043
1348,0,2,8,2,1,1,1,2,3,3,1,1,2,2,2,2,3,3,.51666284,-.18181866,-.19963144
1349,0,1,8,2,2,1,2,3,3,3,2,2,3,3,1,2,2,1,.90817451,.48924264,.37111124
1350,1,1,8,3,0,0,1,2,1,3,,0,3,2,1,1,2,1,.41311869,-.26127809,-.72444373
1351,0,1,8,3,3,1,1,1,2,3,2,2,1,3,2,3,2,3,-.25713354,1.1779282,.143538
1352,0,1,8,3,2,3,3,2,3,3,3,3,0,2,1,2,2,1,-.71007049,-.059622526,1.6543667
1353,0,1,8,3,2,3,3,2,2,3,1,3,2,1,3,1,2,3,.51666284,-.65491962,1.3751917
1354,0,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.30029538,-.55206549,.78642613
1355,1,1,8,3,1,2,1,2,3,1,1,3,1,3,2,3,2,2,-.065269858,.17332081,.079921693
1363,1,1,8,2,1,0,1,1,2,3,3,1,1,3,0,1,0,1,-.67925137,.25805777,-.39749917
1364,0,1,8,3,3,0,1,3,3,3,1,3,2,3,1,3,3,3,.93433887,1.1779282,-.71527869
1365,0,1,8,3,3,0,1,2,2,2,2,3,3,2,3,3,2,1,.41311869,-.29590672,.014644498
1366,0,1,8,1,1,2,1,1,2,3,2,3,2,3,2,2,2,2,-.010361644,.36349842,.41724724
1367,0,1,8,3,1,1,1,2,2,3,3,3,2,3,2,3,1,1,.083516158,1.1779282,.37021789
1368,0,2,8,3,1,1,2,0,2,2,2,2,0,3,0,2,1,3,-1.2128097,.055918932,.25774986
1369,1,1,8,2,3,2,2,2,3,3,2,3,2,3,3,3,3,2,.30029538,.89192474,.93773198
1370,1,1,8,3,1,0,0,0,3,3,1,3,1,3,2,2,3,3,-.58844459,.696024,-1.0235567
1371,0,1,8,2,3,3,3,3,2,2,2,3,3,2,3,3,3,3,1.5584854,-.40132707,1.6150252
1372,0,1,8,1,2,1,1,1,2,3,1,3,1,3,1,2,2,3,-.25713354,.36349842,-.39816651
1373,1,1,8,2,1,1,3,0,1,3,0,3,0,3,1,3,3,0,-2.0075986,.89192474,-.090259425
1374,0,1,8,3,2,1,1,2,2,3,1,3,2,3,1,3,1,3,.51666284,1.1779282,-.39816651
1375,0,1,8,1,3,2,3,0,2,3,2,3,1,1,2,2,1,2,-.74813849,-.66447234,1.1026489
1376,0,1,8,1,3,3,2,2,2,3,2,2,2,3,1,1,1,2,.30029538,.12768142,.81948805
1377,0,1,8,1,0,1,1,3,2,3,1,3,2,3,1,2,0,2,.64446807,.36349842,-.39816651
1378,0,1,8,3,3,1,0,3,3,3,0,2,3,3,1,2,1,3,1.5584854,.696024,-1.267658
1379,0,1,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.5584854,1.1779282,2.1203892
1380,0,1,8,2,0,0,1,1,2,2,1,2,1,3,2,2,1,1,-.67925137,-.077705279,-.50473809
1381,0,1,8,2,1,1,1,0,1,2,1,2,0,2,2,1,1,0,-2.0075986,-.72431529,-.19963144
1382,0,1,8,2,3,2,1,2,3,3,1,3,2,3,1,2,3,1,.083516158,.48924264,-.12857406
1383,0,1,8,1,2,2,2,1,2,3,2,1,1,3,3,2,2,1,-.67925137,.36349842,.93773198
1384,1,1,8,2,1,1,2,3,3,3,2,3,3,3,2,3,2,3,1.5584854,.89192474,.54576206
