Folio,Escuela,Género,Edad,Ag1,Ag2,Ag3,Ag4,Ag5,Ag6,Ag7,Ag8,Ag9,Ag10,Ag11,Ag12,Ag13,Ag14,Ag15,Ag16,Ag17,Ag18,Ag19,Ag20,Ag21,Ag22,Ag23,Ag24A,Ag24B,Ag24C,Ag24D,Ag24E,Ag25,Ag26,Ag27,Ag28,Ag29,Ag30,Ag31,Ag32,Ag33,Ag34,Ag35,Ag36,Ag37,Ag38,Ag39,Ag40,Ag41,Ag42,Ag43,Ag44,Ag45,Ag46,Ag47,Ag48,Ag49,Ag50,Ag51,Ag52,Ag53,Ag54,Ag55,Ag56,AgrBer,AgrProv,AgrFuria,PrConsNegAgr,ImpConsNegAgr,ExpConsNegAgr
453,1,0,1,1,1,0,1,1,3,2,2,3,3,3,2,2,2,1,1,3,0,1,3,3,3,0,1,0,0,0,0,0,0,0,0,0,3,1,3,2,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-.5373052954673767,-.92270309,.071426168,20,22,0
454,1,0,1,1,1,0,2,1,3,0,3,3,2,3,3,2,2,2,1,3,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,2,1,2,1,3,3,3,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.47517884,-.72042376,21,16,2
455,1,1,1,1,1,2,1,2,0,1,2,1,0,2,2,0,0,1,2,3,4,0,3,2,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,.06027035,-.72042376,7,9,0
456,1,1,1,3,0,1,1,0,2,2,1,0,0,0,0,0,2,1,1,3,4,0,2,2,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,2,1,0,1,2,3,2,0,.3826938569545746,-.20623447,1.4845412,5,4,3
457,1,1,1,2,0,0,1,1,2,1,2,3,2,2,1,2,2,3,1,2,4,0,3,2,0,0,0,0,0,0,1,2,0,1,1,2,2,0,0,2,3,3,3,3,3,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,.2576315104961395,.67753237,-.72042376,16,19,1
458,1,1,1,1,1,1,1,0,3,0,3,1,1,3,3,1,3,1,2,3,2,0,1,3,2,1,0,0,0,1,1,0,0,1,1,1,1,1,1,3,0,2,2,3,2,2,0,3,1,0,3,3,1,3,1,3,3,3,3,1,2,0,1,2.447552680969238,.0093125962,1.0163844,18,14,16
459,1,0,1,1,1,2,1,2,3,0,3,3,3,3,3,3,3,1,2,4,0,0,3,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,-.2344677299261093,-.47517884,.55501032,24,5,0
460,1,0,1,0,1,0,1,0,3,1,1,3,1,1,1,2,3,2,2,3,2,0,3,3,0,0,1,0,0,0,0,0,0,1,0,1,3,1,1,3,3,1,1,3,2,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,.2576315104961395,-.47517884,-.72042376,15,17,1
461,1,0,2,0,1,1,1,2,3,0,3,3,3,3,2,3,3,1,1,3,1,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.92270309,-.72042376,23,3,0
462,1,0,2,2,2,0,2,2,2,1,3,2,1,2,1,2,3,2,2,3,1,0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,3,2,3,3,3,2,3,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,.2576315104961395,-.92270309,-.72042376,16,20,1
463,1,0,1,0,1,0,1,1,3,0,3,3,3,3,2,3,3,1,1,4,0,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,23,7,0
464,1,0,1,0,1,0,2,2,2,3,3,3,2,3,3,3,3,2,1,3,0,0,3,3,1,0,1,0,0,0,0,0,0,1,0,1,3,1,3,3,3,3,3,3,3,0,0,1,1,0,1,0,0,0,1,2,1,2,2,1,3,0,1,1.110401391983032,-.47517884,1.0942949,22,24,3
465,1,1,3,0,1,0,1,0,3,1,2,2,2,3,3,2,3,1,1,4,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-.1954581886529922,-.92270309,-.72042376,20,19,0
466,1,0,1,0,0,0,1,3,1,1,1,2,1,1,1,1,3,2,2,4,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2,3,0,0,0,2,0,0,0,0,2,0,2,3,0,1,1,0,0,0,.7390540242195129,-.92270309,.20945761,11,12,4
467,1,0,1,1,1,1,1,1,2,1,1,3,2,2,2,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,2,2,1,3,3,2,1,3,2,0,0,0,2,0,0,1,1,1,0,1,0,1,0,0,0,0,0,-.1954581886529922,-.92270309,-.72042376,18,17,5
468,1,0,1,2,1,0,1,0,2,0,3,3,0,2,2,0,2,1,1,3,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,3,2,0,0,0,2,0,0,0,0,2,0,2,1,1,0,0,0,0,1,.360169529914856,-.92270309,.071426168,14,10,4
469,4,1,2,3,1,0,2,0,2,0,2,2,2,2,2,2,2,2,1,1,3,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,-.2344677299261093,-.92270309,.7758041,16,12,1
470,4,0,1,0,1,0,1,1,3,0,3,2,2,3,2,2,3,2,1,0,4,0,2,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,2,3,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-.2344677299261093,-.92270309,-.72042376,20,12,2
471,4,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,0,0,0
472,4,1,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.47517884,-.72042376,2,0,0
473,4,0,1,0,1,1,2,0,3,3,3,3,3,3,3,3,0,0,0,4,1,3,3,3,3,0,1,0,0,0,0,0,0,1,0,1,3,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.47517884,-.72042376,21,21,0
474,4,0,1,1,1,1,1,1,2,2,2,2,2,3,2,2,2,1,2,4,2,0,3,2,1,0,1,0,0,0,0,0,0,1,0,2,3,0,2,2,1,3,3,3,3,0,0,2,2,0,1,1,0,1,1,3,2,3,1,1,1,1,3,1.457142949104309,-.47517884,1.3374912,17,20,7
475,4,0,2,1,2,3,1,0,1,1,2,2,1,2,2,2,2,1,0,3,4,0,2,2,2,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,-.0494720451533794,.28144521,-.060695779,14,9,0
476,4,1,2,0,0,0,0,0,3,0,2,3,2,2,0,3,0,1,1,3,0,0,3,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-.0574285574257374,-.47517884,-.72042376,15,0,0
477,4,0,1,1,0,0,1,2,3,0,3,3,2,3,2,2,3,1,1,3,4,0,3,2,3,0,1,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,2,2,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,.0229072943329811,-.47517884,-.13965733,21,8,2
478,4,0,3,2,1,0,1,2,3,1,3,1,0,3,2,1,3,3,3,1,3,0,2,3,3,3,1,0,0,0,0,1,0,1,0,4,3,0,3,1,3,0,0,3,3,0,0,3,0,0,1,1,0,3,0,3,0,0,1,0,0,0,0,.2117349803447723,.13605925,-.72042376,16,16,8
479,4,0,1,1,0,0,1,2,3,0,3,3,3,3,0,3,2,2,2,4,4,0,3,2,0,0,1,0,0,0,0,0,0,1,0,4,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,.2117349803447723,-.47517884,-.060695779,20,12,0
480,4,0,3,1,1,1,1,2,3,0,3,3,3,3,3,3,3,1,2,4,4,3,3,3,3,0,0,0,0,0,1,0,0,1,0,2,1,0,2,3,3,3,1,3,1,0,0,3,1,0,1,0,0,0,1,3,3,0,2,0,1,0,0,1.350084543228149,-.47517884,-.060695779,24,17,5
481,4,1,2,2,4,4,1,1,2,0,2,2,3,0,2,1,0,2,3,2,4,3,2,2,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,3,1,2,0,0,3,1,0,1,3,1,0,3,0,2,2,1,0,0,1,1.197481155395508,.39932203,.63256049,12,7,11
482,4,1,3,3,4,4,1,0,3,1,0,3,3,0,0,3,3,3,3,0,0,0,0,2,0,3,0,0,1,0,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,3,1.778740048408508,2.6386874,2.3166325,15,0,0
483,4,1,2,3,4,1,1,1,3,0,3,3,2,3,3,3,3,2,1,4,0,1,2,2,0,1,1,0,0,0,0,1,0,0,1,0,3,3,3,3,3,3,3,3,3,1,0,1,0,0,1,0,0,0,0,3,1,1,1,0,1,0,0,.7943347096443176,.28144521,-.060695779,23,24,3
484,4,1,1,3,3,4,1,0,2,3,3,0,3,2,2,2,2,3,2,3,4,0,2,2,1,1,1,0,0,0,1,0,2,1,3,1,1,1,0,3,2,3,1,3,2,0,0,1,3,0,1,0,3,1,0,3,0,3,2,0,1,2,0,1.404646039009094,1.0422702,.39087209,16,15,9
485,4,1,1,2,3,0,1,0,3,3,1,0,3,1,0,2,2,2,1,3,4,0,2,2,1,1,0,0,0,0,1,0,2,0,1,0,1,1,1,3,0,1,1,3,1,0,0,0,3,0,1,0,1,1,0,3,1,2,2,1,0,1,0,1.324599385261536,.68598914,.50915176,12,11,6
486,4,1,1,2,3,2,1,0,2,2,1,0,2,1,0,1,1,2,1,3,4,1,2,2,0,0,1,0,0,0,0,0,2,2,1,2,1,1,1,1,0,3,3,2,3,0,2,0,1,0,1,0,0,1,0,3,1,0,2,0,1,0,0,.8380332589149475,.99379784,-.060695779,8,14,3
487,4,0,2,1,1,0,1,1,3,2,2,3,2,2,1,2,2,1,1,3,4,1,2,2,2,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-.628503680229187,-.47517884,-.72042376,17,12,0
488,4,0,1,0,1,1,1,2,1,1,1,0,0,1,0,0,0,0,0,2,4,2,1,1,0,1,0,0,0,1,0,2,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,.32914245,-.72042376,3,4,2
489,4,0,1,0,1,1,1,0,0,3,3,3,3,3,3,3,3,1,1,4,0,3,3,3,3,3,0,1,0,0,0,0,0,1,0,1,3,0,2,3,3,3,3,3,3,2,2,1,2,0,2,1,3,3,0,0,0,,0,1,2,0,1,-1.181591987609863,-.47517884,1.0163844,21,23,14
490,4,0,1,3,2,3,2,0,3,2,1,3,3,2,1,3,3,3,3,3,4,1,3,2,1,2,1,0,0,0,0,0,1,0,1,0,3,3,2,3,2,2,3,2,3,1,2,3,1,3,2,3,2,0,0,2,3,1,0,0,2,1,2,.7262654900550842,.39932203,1.0907789,19,20,15
491,4,0,1,1,2,2,1,1,3,1,2,3,3,2,2,2,2,1,1,3,4,1,2,2,2,1,1,0,0,0,0,1,1,2,1,2,3,3,3,2,3,3,3,2,3,0,1,2,1,0,2,1,0,1,0,1,1,1,2,0,1,0,0,.6514761447906494,.9336639,-.060695779,19,22,7
492,4,1,1,0,1,1,1,0,3,0,3,2,3,2,2,2,2,1,0,0,0,0,3,3,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,19,2,0
493,4,0,1,0,0,0,1,1,1,3,2,1,0,0,0,0,1,2,2,4,1,3,3,3,3,3,1,0,0,0,0,0,0,1,0,1,2,2,2,2,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-.6260668635368347,-.47517884,-.060695779,5,19,0
494,4,0,1,0,1,0,1,0,2,0,1,2,3,0,1,2,2,1,1,3,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.92270309,-.72042376,13,0,0
495,4,0,1,0,1,0,1,1,3,1,0,2,3,0,0,2,2,2,2,3,4,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,3,2,1,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,.1316162347793579,-.92270309,-.72042376,12,18,0
496,4,1,1,2,3,3,4,1,3,1,3,3,2,3,2,2,3,2,2,3,1,3,3,2,1,1,1,0,0,0,0,1,1,1,1,2,3,1,2,3,3,1,3,2,1,1,1,2,3,2,0,2,2,3,0,2,0,2,2,1,1,2,0,.9616715908050537,.82754982,.86431205,21,18,15
497,4,0,3,1,0,0,0,4,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,24,1,0
498,4,1,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0,1,0,0,0,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2.447552680969238,-.92270309,2.8654826,4,0,0
499,4,1,1,0,1,2,1,0,0,2,2,0,0,1,2,0,1,1,2,3,4,1,3,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,2,2,2,1,2,1,0,2,2,0,2,0,0,0,1,0,0,0,0,0,-.587720513343811,-.47517884,-.72042376,6,7,11
500,4,1,2,2,4,4,1,2,1,1,1,1,1,1,1,1,0,3,2,4,4,0,2,2,1,1,1,0,0,0,0,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1.300787568092346,1.4392437,1.8003303,7,0,0
501,4,1,1,2,4,4,4,0,3,0,1,2,2,2,1,3,2,3,2,0,4,2,2,1,1,0,1,0,0,0,0,0,2,4,2,2,3,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,3,1,2,2,0,1,2,1.269083499908447,1.2937499,1.3450887,16,13,0
502,4,1,1,0,1,1,1,1,3,1,2,2,2,2,2,2,2,0,1,0,0,2,2,1,2,1,1,0,0,0,0,0,0,1,0,1,2,1,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,17,16,0
503,4,1,1,1,2,2,1,1,3,1,2,3,2,2,3,3,3,1,0,1,0,0,3,3,0,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,2,2,3,3,2,2,0,2,1,0,1,0,0,1,0,2,1,2,1,0,1,3,0,.8474248051643372,.13605925,.42652553,21,17,7
504,4,0,1,1,1,2,1,0,1,0,2,3,3,2,2,3,3,1,1,3,3,0,3,2,0,1,0,0,0,0,1,0,2,1,1,2,2,1,2,1,2,2,1,2,1,3,2,3,2,3,2,3,2,3,0,2,1,1,1,2,0,0,1,.6430109739303589,.84715557,.88603783,19,13,21
505,4,0,1,2,2,1,1,0,3,1,2,1,2,3,3,3,2,3,3,2,2,2,2,2,0,1,1,0,0,0,0,1,0,2,0,2,1,0,1,2,1,1,1,3,1,1,1,1,3,1,1,1,3,1,1,1,1,0,1,1,1,0,1,.1316162347793579,.28293762,.87201536,19,11,12
506,4,,,2,1,0,2,2,3,0,2,1,2,2,2,2,2,1,1,4,4,0,3,2,1,0,1,0,0,0,0,0,1,1,0,2,1,0,2,2,3,1,1,2,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,.174985870718956,.26327351,-.72042376,16,13,4
507,4,0,1,2,4,3,4,0,2,0,3,2,0,2,2,1,3,3,0,4,4,0,3,3,3,2,0,1,0,0,0,1,1,1,0,2,3,0,3,1,3,3,3,1,3,1,0,2,2,0,2,0,0,3,0,3,2,3,3,0,1,0,0,2.042446136474609,.60874784,-.060695779,15,20,10
508,4,0,1,2,3,2,1,1,1,0,1,0,0,0,1,0,0,3,2,2,4,0,2,1,1,1,1,0,0,0,0,0,0,1,1,2,2,0,1,3,3,2,3,3,3,2,0,2,1,0,1,0,1,0,2,1,2,3,2,1,0,0,1,1.247905850410461,.0093125962,.63256049,3,20,7
509,4,0,1,0,3,3,3,1,2,1,2,2,2,2,1,1,1,2,1,4,0,1,2,1,1,1,1,0,0,0,0,0,0,1,1,3,3,1,2,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,2,1,2,2,2,1,1,0,0,1.102090954780579,.0093125962,.54751509,13,13,1
510,4,0,1,2,1,1,1,1,3,0,3,3,2,3,2,2,2,2,3,3,0,2,2,2,1,1,0,0,0,0,1,0,0,1,0,1,3,0,3,3,3,3,3,3,3,0,0,1,0,0,1,0,0,0,1,0,2,0,2,1,0,0,0,.3426695764064789,-.47517884,.20945761,20,24,2
511,4,1,1,0,1,0,1,2,3,0,3,3,2,3,3,3,3,1,1,3,0,0,2,3,1,3,1,0,0,0,0,0,0,1,0,1,1,0,1,1,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,.1911658197641373,-.47517884,-.72042376,23,18,0
512,4,0,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,2,2,3,2,1,2,2,2,1,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,.1316162347793579,.82754982,.20945761,0,0,0
513,5,1,1,2,1,2,1,1,3,1,2,2,2,1,1,1,1,1,2,0,0,3,3,1,1,0,1,0,0,0,0,1,1,3,2,1,3,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,.6146154403686523,1.1064255,1.050879,13,17,6
514,5,0,1,0,1,1,1,1,3,0,3,3,3,3,3,3,3,1,1,1,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,1,3,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,.174985870718956,-.47517884,-.72042376,24,24,0
515,5,0,1,1,2,3,1,2,2,1,1,3,1,1,1,2,1,1,2,3,0,0,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.234678745269775,-.92270309,-.060695779,12,3,0
516,5,0,1,1,1,2,2,2,3,2,2,3,1,2,2,3,2,3,2,3,4,2,3,1,2,1,1,0,0,0,0,0,0,2,1,3,2,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,1,0,0,0,0,1,.5935094356536865,.17071684,.071426168,18,15,15
517,5,1,2,3,1,1,1,0,3,1,0,3,3,3,1,3,3,2,2,4,4,3,3,3,1,0,0,0,0,0,1,0,1,1,0,1,3,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,2,1,3,2,0,1,3,1.538564682006836,.26327351,1.480744,19,24,0
518,5,1,1,2,2,2,2,2,2,3,2,2,1,1,2,1,1,2,1,4,4,1,1,1,2,3,1,0,0,0,0,2,1,4,2,1,1,1,2,1,0,2,2,1,2,2,2,2,1,0,1,1,0,2,1,1,2,1,1,2,1,2,2,.6146154403686523,1.4262452,1.6399072,12,11,9
519,5,0,1,2,1,0,2,2,3,0,2,3,3,3,2,3,3,2,1,4,0,1,3,3,3,0,1,0,0,0,0,0,0,0,0,0,3,0,2,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,.3608308136463165,-.92270309,-.72042376,22,22,0
520,5,0,1,1,1,0,1,2,1,2,1,0,0,1,2,0,1,2,2,2,0,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,.174985870718956,-.92270309,-.72042376,6,0,0
521,5,1,3,0,1,0,1,,3,2,2,2,3,3,2,3,3,1,1,0,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,21,0,0
522,5,1,2,1,1,1,1,0,1,3,1,1,0,1,0,1,2,1,1,2,0,0,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,7,0,0
523,5,0,1,0,1,1,3,1,3,2,1,2,0,1,1,0,3,1,1,4,0,2,3,3,0,1,0,0,0,0,1,0,1,1,0,1,3,0,0,3,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-.2344677299261093,.26327351,-.72042376,11,16,0
524,5,0,1,1,1,0,1,2,3,1,3,3,1,3,3,3,2,3,2,4,4,3,3,2,0,1,1,0,0,0,0,0,1,0,0,3,1,3,1,2,3,1,2,3,1,0,0,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,.06027035,-.72042376,21,14,9
525,5,0,1,0,1,0,1,1,0,1,1,2,0,1,1,1,1,2,2,3,3,2,3,2,2,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,1,0,2,1,0,.3363799452781677,-.47517884,.45364156,7,1,2
526,5,0,0,0,1,0,2,1,3,1,2,3,2,2,3,1,3,2,0,0,0,0,3,3,2,0,0,0,1,0,1,0,1,1,0,2,1,0,0,1,2,0,0,3,2,2,1,1,0,2,1,1,2,1,2,1,1,2,1,0,0,1,0,.5966452956199646,.26327351,-.13965733,19,9,10
527,5,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,4,1,0,3,2,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,2,1,1,2,2,3,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0,.1042803674936295,.47635809,-.13965733,8,13,2
528,5,0,1,0,3,1,1,1,3,1,3,3,3,3,3,3,3,2,1,3,4,2,3,2,2,1,1,0,0,0,0,0,0,1,1,1,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,.1042803674936295,.0093125962,-.72042376,24,24,0
529,5,0,1,1,1,1,1,0,3,1,3,3,2,3,2,1,3,1,1,3,2,0,2,2,1,1,1,0,0,0,1,0,0,1,0,1,3,0,2,1,2,2,3,1,3,0,0,1,2,0,1,0,0,2,0,2,0,0,2,0,2,0,2,.3789215981960297,-.47517884,.81486398,20,17,6
530,5,1,1,1,3,0,1,1,2,2,3,3,2,2,3,3,2,1,1,3,4,0,2,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-.2344677299261093,-.47517884,-.13965733,20,12,0
531,5,0,1,0,1,0,2,2,3,1,3,3,2,3,3,3,3,1,1,3,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.92270309,-.72042376,23,4,0
532,5,1,2,1,1,2,2,0,3,1,2,3,2,3,3,2,3,3,1,3,4,2,2,1,1,2,0,0,0,0,1,2,0,2,1,2,2,1,2,2,1,2,3,3,3,2,1,2,1,0,2,1,0,2,0,1,0,1,1,0,0,0,0,.174985870718956,.83151853,-.72042376,21,18,10
538,5,0,1,0,2,1,1,0,3,1,3,3,2,3,2,3,3,2,1,4,2,0,3,2,0,1,0,0,0,0,1,1,1,1,0,1,3,0,2,2,3,3,3,3,3,0,0,1,1,0,1,0,0,1,0,2,1,0,1,0,1,0,0,.3826938569545746,.60874784,-.060695779,22,22,4
539,5,0,1,0,0,1,1,2,3,1,3,3,3,3,3,3,3,1,2,3,1,2,3,2,2,2,0,0,0,0,1,0,0,0,0,0,2,1,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-.628503680229187,-.92270309,-.72042376,24,15,0
540,5,0,1,1,1,1,1,1,1,0,0,2,0,0,0,3,0,1,2,0,4,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,-.5373052954673767,-.92270309,-.060695779,6,3,2
541,5,1,1,0,2,1,1,1,3,1,3,3,3,3,3,3,3,2,2,4,4,2,2,2,3,1,0,1,0,0,0,2,2,4,0,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,0,1,0,1,1,2,0,0,1,.174985870718956,1.410061,.88603783,24,11,13
542,5,1,1,0,2,1,1,1,2,1,3,2,2,2,2,2,2,1,2,3,4,1,3,2,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,1,2,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,-.1954581886529922,-.096758984,-.060695779,17,7,3
543,5,1,1,0,1,0,1,2,3,0,3,3,3,3,3,3,3,3,2,4,2,3,3,3,3,2,1,0,0,0,0,3,3,2,3,3,2,3,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,1,3,0,1.712560772895813,2.5022767,.42652553,24,14,0
544,5,0,2,0,4,1,1,3,3,0,2,1,0,1,3,0,0,0,3,4,4,3,2,3,3,0,1,0,0,0,0,3,2,0,1,4,3,2,1,0,3,3,3,3,3,3,0,0,1,0,0,0,1,1,0,2,1,3,3,2,3,0,3,1.501342058181763,1.4774482,1.8599548,10,19,6
545,5,0,2,0,0,1,1,3,3,0,2,3,3,3,3,3,3,2,1,4,3,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,3,0,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.234678745269775,-.92270309,-.13965733,23,23,0
