Folio,Escuela,Género,Edad,Ag1,Ag2,Ag3,Ag4,Ag5,Ag6,Ag7,Ag8,Ag9,Ag10,Ag11,Ag12,Ag13,Ag14,Ag15,Ag16,Ag17,Ag18,Ag19,Ag20,Ag21,Ag22,Ag23,Ag24A,Ag24B,Ag24C,Ag24D,Ag24E,Ag25,Ag26,Ag27,Ag28,Ag29,Ag30,Ag31,Ag32,Ag33,Ag34,Ag35,Ag36,Ag37,Ag38,Ag39,Ag40,Ag41,Ag42,Ag43,Ag44,Ag45,Ag46,Ag47,Ag48,Ag49,Ag50,Ag51,Ag52,Ag53,Ag54,Ag55,Ag56,AgrBer,AgrProv,AgrFuria,PrConsNegAgr,ImpConsNegAgr,ExpConsNegAgr
680,5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,3,2,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.47517884,-.72042376,0,1,0
681,5,1,0,0,0,0,1,2,3,1,3,3,1,3,2,2,3,1,3,4,4,3,3,3,,0,1,0,0,0,1,1,1,1,0,1,3,0,3,2,3,3,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,.60874784,-.72042376,20,23,2
682,5,1,0,2,1,0,1,0,3,3,3,2,3,1,1,3,3,3,2,0,0,3,3,3,0,0,1,0,0,0,0,0,1,1,0,1,3,2,1,0,3,1,3,0,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,3,0,0,.360169529914856,.26327351,.75514042,19,14,0
683,5,1,0,3,1,4,1,0,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,3,3,3,1,0,0,0,0,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,1,3,2,2,1,3,2,0,2,0,0,1.251385450363159,2.8337255,.071191259,24,24,19
684,5,1,0,1,4,1,1,0,2,0,2,3,1,1,0,2,2,3,2,0,4,3,2,3,2,1,0,0,0,1,1,1,1,3,1,1,0,0,3,3,3,3,3,3,3,2,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,2,0,.4094936847686768,.99367744,.86431205,13,21,7
685,5,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,2,2,4,4,2,3,3,1,2,0,1,0,0,1,1,1,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,.47635809,-.72042376,7,24,0
688,5,1,0,0,1,1,1,1,2,3,1,3,0,1,0,0,0,2,2,0,0,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,3,2,2,3,2,1,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,7,19,6
689,5,0,0,1,1,0,1,1,3,3,3,3,3,3,3,3,3,1,2,1,3,2,0,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,1,1,0,0,1.712560772895813,-.92270309,.54751509,24,0,0
690,5,0,0,0,1,1,1,1,3,0,3,3,3,3,3,3,3,0,0,0,0,0,3,3,3,0,0,1,0,0,0,0,0,2,0,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.28949711,-.72042376,24,24,0
691,5,1,0,0,4,1,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,2,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,24,11,0
692,5,1,2,1,1,0,0,0,3,1,2,1,0,2,1,2,2,2,1,4,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,13,1,0
693,5,1,0,0,0,0,1,1,2,1,2,2,1,1,1,1,2,1,1,3,0,1,2,2,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-.2344677299261093,-.28949711,-.72042376,12,3,0
694,5,1,0,0,4,3,1,0,3,0,3,0,3,2,1,0,1,2,3,1,3,0,2,3,0,3,1,0,0,0,0,3,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,2,0,0,0,0,.5586686730384827,2.545332,-.72042376,13,3,4
695,5,1,0,0,4,1,1,0,2,2,3,3,2,1,3,2,2,2,2,4,4,0,1,2,0,2,1,0,0,0,0,2,2,1,1,1,1,1,0,3,2,1,1,3,1,2,2,1,3,2,1,0,2,1,0,2,3,3,1,2,3,2,3,1.418408751487732,1.3622154,2.1632392,18,12,12
696,5,0,1,0,1,0,2,0,1,2,3,0,0,1,0,0,1,3,3,4,1,3,3,3,3,0,1,0,0,0,0,0,1,1,0,1,1,3,0,0,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-.5373052954673767,.26327351,.071426168,6,8,1
697,5,0,0,0,1,2,1,1,3,0,3,3,3,3,2,3,3,1,1,4,4,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,23,18,0
698,5,0,0,2,0,0,1,0,3,0,0,2,2,1,0,2,2,2,1,4,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,3,2,2,0,3,3,3,2,1,3,2,1,2,3,3,0,0,1,0,2,0,1,0,0,.0607844479382038,-.92270309,-.060695779,12,17,18
699,5,1,1,0,1,0,1,1,3,0,3,3,3,3,1,3,3,0,1,3,0,3,3,2,3,0,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-.1954581886529922,-.92270309,-.72042376,22,24,0
700,5,1,0,0,1,1,1,0,1,1,0,2,2,0,0,2,0,1,2,4,0,2,3,2,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-.6260668635368347,-.47517884,-.060695779,7,0,0
701,5,0,0,0,1,1,2,1,3,3,2,2,3,2,2,2,3,2,1,0,0,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,.4094936847686768,.47635809,-.72042376,19,16,9
702,5,0,0,0,1,1,0,1,3,0,3,3,2,3,1,3,2,2,0,0,4,3,3,3,3,2,0,0,0,1,1,0,1,1,0,1,3,0,2,1,2,3,2,2,3,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,1,1.102090954780579,.26327351,.071426168,20,18,0
703,5,0,1,0,1,0,1,2,2,3,3,3,0,3,3,2,1,2,2,4,1,3,3,3,3,2,0,0,0,0,1,0,2,2,0,0,3,0,2,1,0,3,3,2,3,2,0,3,1,0,2,3,1,0,1,1,1,0,1,0,2,0,1,.1316162347793579,.69022495,.60511768,17,17,12
704,5,0,0,2,2,0,0,1,3,0,2,2,3,3,2,3,3,3,2,4,4,2,2,1,3,3,0,0,0,1,1,0,1,0,2,0,2,1,3,2,2,3,3,3,3,2,2,1,2,0,2,1,0,2,0,3,3,2,3,2,2,2,2,2.051325798034668,.48418906,1.8003303,21,21,10
705,5,0,0,0,1,0,1,1,3,1,2,2,1,2,2,2,1,1,1,4,0,0,3,3,3,0,1,0,0,0,0,0,0,1,0,1,3,1,2,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,15,15,0
706,5,0,0,0,1,0,1,1,3,1,2,2,2,3,2,2,3,2,1,4,2,2,2,3,2,1,0,0,0,0,1,0,1,1,0,1,2,2,2,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-.6260668635368347,.26327351,.071426168,19,14,0
707,5,0,0,1,0,0,1,1,3,0,0,1,0,0,0,2,0,2,2,4,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,.1316162347793579,-.92270309,-.060695779,6,24,0
708,5,0,0,0,0,0,1,1,3,1,3,3,2,3,2,3,3,1,2,2,0,2,3,2,3,0,0,1,0,0,0,1,0,0,0,0,3,1,2,1,3,2,2,3,3,2,1,2,1,1,2,2,1,3,1,1,2,1,1,1,1,1,0,.6146154403686523,-.096758984,.7758041,22,19,14
712,5,1,0,1,1,1,0,0,3,2,0,3,1,2,0,3,2,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,3,2,0,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,-.1593618392944336,-.92270309,-.060695779,14,12,2
713,5,1,1,2,2,0,1,1,2,2,3,2,3,3,2,2,3,2,2,3,3,1,1,2,1,2,1,0,0,0,0,2,3,0,1,0,1,1,1,2,2,1,1,3,1,1,1,1,3,1,1,1,2,0,0,2,1,2,1,0,0,0,2,.8474248051643372,1.5616605,.21136737,20,12,10
714,5,1,1,1,1,0,1,1,0,3,1,1,0,1,1,0,2,2,1,3,0,2,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,1,1,1,0,0,0,0,0,.1042803674936295,-.92270309,-.72042376,6,4,4
715,5,1,3,2,1,3,1,0,1,0,0,0,0,2,0,2,0,2,0,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,.1911658197641373,-.92270309,-.060695779,5,3,0
716,5,0,0,0,1,3,1,1,3,1,0,2,3,1,0,1,0,1,2,4,2,0,3,3,0,0,1,0,0,0,0,0,1,0,0,4,3,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,1,0,0,.2717166244983673,.06027035,-.060695779,10,9,2
717,5,0,1,0,0,0,1,0,3,0,3,2,0,2,1,0,3,2,2,4,0,0,3,3,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,2,0,1,0,2,0,0,.3363799452781677,-.47517884,.071191259,14,2,4
718,5,0,1,0,1,1,1,1,3,2,3,3,2,3,2,3,3,3,1,3,0,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,2,3,2,2,3,3,2,3,2,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,.174985870718956,-.92270309,-.72042376,22,19,2
719,5,0,0,1,2,2,2,0,3,0,2,2,2,1,1,2,2,2,1,2,4,1,3,3,1,1,0,0,0,0,1,1,0,2,0,1,3,0,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,.1911658197641373,.28293762,.071191259,15,14,0
720,5,1,1,3,4,2,0,0,3,3,3,3,3,3,3,3,3,1,2,2,1,1,3,3,0,1,0,0,0,0,1,1,2,0,0,0,2,2,0,2,2,0,2,2,2,2,2,0,2,1,0,0,2,2,0,0,0,2,1,3,0,1,1,.0513428226113319,.74720412,1.3034642,24,12,9
721,5,0,1,2,2,1,1,1,3,1,2,3,1,2,2,2,2,2,1,2,2,0,2,3,0,0,0,0,0,0,1,0,0,2,1,1,3,1,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,0,1.300787568092346,.17071684,.071191259,17,18,0
722,5,1,2,3,3,0,1,1,3,0,2,3,3,3,2,3,3,2,2,1,4,0,3,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,1,1,3,1,1,2,3,0,0,1,2,0,1,0,2,0,0,0,0,0,0,1,0,0,1,-1.234678745269775,.68537265,.63256049,22,14,6
723,5,0,1,2,2,0,1,1,3,2,2,3,1,3,3,2,2,2,2,3,0,3,3,3,0,0,1,0,0,0,0,1,0,0,0,0,3,2,0,3,3,2,1,3,0,0,3,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,.0607844479382038,-.096758984,-.060695779,19,15,2
724,5,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,0,3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-.4871958792209625,-.92270309,-.72042376,8,0,0
725,5,1,1,2,0,0,1,1,3,0,3,3,1,2,0,3,2,0,1,0,0,2,3,2,0,1,0,0,0,0,1,0,1,1,0,1,3,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-.628503680229187,.26327351,-.72042376,17,8,0
726,5,0,1,0,1,1,1,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,2,3,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-.628503680229187,-.92270309,-.72042376,24,24,1
727,5,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,3,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-.1954581886529922,-.47517884,-.72042376,6,5,1
728,5,0,0,0,1,0,1,1,1,1,2,1,1,2,2,1,2,1,2,3,2,1,2,2,2,1,0,0,0,0,1,0,0,2,0,0,3,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,0,0,0,1,0,1,0,0,0,0,0,-.1954581886529922,-.28949711,-.72042376,12,14,8
729,5,0,1,0,0,1,1,0,3,0,3,2,1,2,1,1,1,1,1,4,1,0,3,3,1,0,0,0,0,1,1,0,0,0,0,0,2,1,2,0,1,2,1,2,3,1,0,0,1,0,0,0,0,1,0,1,2,1,1,0,0,0,1,.6146154403686523,-.92270309,.071426168,14,13,3
730,5,0,1,0,2,2,1,3,3,0,3,0,0,1,0,1,0,2,0,4,0,1,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,8,0,0
731,5,1,0,3,3,2,1,0,2,3,3,3,3,3,3,3,3,1,2,2,4,1,2,2,0,1,0,0,0,0,1,2,2,3,1,1,2,2,3,3,2,3,3,2,2,1,2,0,2,0,0,0,2,1,0,3,2,3,2,3,3,1,3,1.712560772895813,1.5438828,2.4539397,23,20,6
738,5,1,0,2,2,0,1,1,2,1,2,1,2,2,2,2,2,3,1,2,2,2,2,3,1,2,0,0,1,0,0,1,1,3,1,4,0,0,0,0,0,1,0,0,1,2,2,2,2,0,0,0,0,1,1,3,0,3,2,1,1,1,0,1.404646039009094,.99367744,.7758041,15,2,7
739,5,1,0,0,1,1,0,0,3,3,3,3,3,3,3,3,3,0,0,1,0,0,3,3,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,3,2,3,1,0,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,.0229072943329811,.74720412,-.72042376,24,10,4
740,5,1,0,1,2,2,1,1,1,1,3,3,1,1,1,3,1,2,2,3,4,1,2,2,0,0,1,0,0,0,0,1,0,3,1,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-.6260668635368347,.64588082,.63256049,14,24,0
741,5,0,0,1,2,0,1,1,3,0,3,2,2,3,2,2,2,1,0,4,0,0,3,2,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,2,1,1,1,1,1,1,2,2,1,0,1,1,1,3,0,1,1,1,1,0,0,0,1,.4094936847686768,.13605925,.071426168,19,8,10
742,5,0,0,0,1,1,1,0,3,1,3,3,2,3,3,3,3,2,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,3,3,2,2,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,.1911658197641373,-.92270309,-.72042376,23,20,0
745,5,0,1,1,1,0,1,1,3,0,3,3,3,2,2,2,2,2,2,3,1,2,3,3,2,0,1,0,0,0,0,0,0,0,0,0,3,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,20,17,0
746,5,0,0,2,3,0,1,1,1,2,1,1,0,2,2,0,1,2,1,2,4,2,2,2,2,1,1,0,0,0,0,0,0,2,0,1,1,1,1,1,0,1,1,2,3,0,0,1,0,0,0,1,0,1,0,1,2,0,2,0,1,0,,.6140145659446716,-.28949711,.072816819,8,10,3
747,5,1,1,1,1,0,1,0,2,2,2,2,1,2,2,2,2,1,1,2,3,1,3,2,2,1,0,0,0,0,1,3,2,2,1,2,3,3,3,3,3,3,3,3,3,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,.4094936847686768,1.6814046,-.72042376,15,24,6
748,5,1,0,2,3,0,1,0,3,1,3,3,2,3,2,1,2,2,1,1,3,1,3,3,0,1,1,0,0,0,0,2,2,0,1,0,3,0,2,1,3,2,2,1,3,2,1,3,3,0,0,0,2,1,0,2,3,2,0,2,2,0,2,1.015869736671448,1.2725015,1.5333915,19,17,11
751,5,1,1,2,1,0,1,0,3,1,2,2,2,2,2,2,1,1,3,3,3,1,3,3,2,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,.60874784,-.72042376,16,4,2
752,5,0,0,1,1,0,1,0,1,3,1,1,0,1,2,1,1,1,1,3,4,0,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,2,2,1,3,2,1,2,2,0,3,0,1,0,1,0,1,1,0,2,1,1,1,0,0,0,0,.6430109739303589,-.92270309,-.72042376,8,13,4
753,5,1,0,3,1,0,1,0,3,2,2,3,3,3,3,3,3,1,3,3,0,1,2,2,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,.51721418,-.72042376,23,0,0
754,5,0,1,0,0,1,2,1,2,1,2,2,2,2,2,2,1,3,2,2,2,1,2,2,2,2,0,0,1,0,0,1,2,3,2,2,3,3,3,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,1,0,1,1,1,0,0,0,0,.1911658197641373,1.4392437,-.72042376,15,18,15
755,5,0,0,0,0,0,1,2,3,0,3,3,3,3,3,3,3,3,0,2,1,3,3,0,0,0,1,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,.41586599,-.72042376,24,0,0
756,5,0,0,0,1,3,2,1,3,0,3,3,2,3,3,2,2,2,3,4,1,2,3,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,.3113850057125092,-.26885733,-.72042376,21,0,0
757,5,0,1,2,0,1,1,0,3,1,3,2,2,3,2,3,3,2,1,3,3,2,3,3,1,0,0,1,0,0,0,0,1,2,1,1,3,1,2,1,3,3,3,3,3,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,-.1954581886529922,.67604017,.54751509,21,21,6
758,5,0,0,1,1,1,1,0,3,0,3,3,3,3,3,3,3,2,0,4,2,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.92270309,-.72042376,24,24,0
759,5,0,0,0,0,0,0,,3,2,1,3,2,1,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.92270309,-.72042376,10,1,0
760,7,0,0,1,1,0,1,2,3,0,3,3,2,2,3,3,3,2,0,4,1,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,.3826938569545746,-.92270309,-.72042376,22,24,0
596,7,0,1,1,1,2,0,1,3,1,2,3,3,2,1,3,3,2,0,4,1,3,3,2,3,0,0,0,0,0,1,0,0,1,0,1,3,0,2,2,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,.8771098852157593,-.47517884,-.13965733,20,20,0
608,7,0,1,0,1,1,1,2,3,0,3,3,2,3,2,3,3,0,1,4,0,2,3,3,2,0,0,0,0,0,1,0,0,1,0,1,3,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,22,24,0
609,7,1,1,1,2,2,1,0,3,1,3,3,2,3,2,2,2,1,2,4,4,0,3,2,2,0,1,0,0,0,0,1,0,2,0,1,3,2,3,2,2,3,3,2,3,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,-.3742443025112152,.28293762,-.72042376,20,21,2
610,7,0,1,2,4,2,1,2,2,1,3,2,0,2,2,2,3,3,2,4,4,0,2,2,3,2,1,0,0,0,0,1,1,1,0,1,2,0,2,3,0,1,0,0,3,2,0,0,1,0,0,0,0,3,0,3,3,2,3,1,3,0,1,2.051325798034668,.60874784,1.0942949,16,11,6
611,7,1,1,0,1,0,1,1,3,1,3,3,3,3,2,3,3,0,2,4,1,3,3,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,-1.234678745269775,-.47517884,.20945761,23,0,7
612,7,1,1,0,1,1,1,1,3,1,3,2,2,3,3,2,2,2,2,3,1,2,3,2,2,1,1,0,0,0,1,1,1,2,0,2,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,.1042803674936295,.72269017,-.72042376,20,5,5
636,7,0,1,0,1,0,1,1,3,0,3,3,3,3,3,3,3,1,1,0,0,2,3,3,3,1,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,24,6,0
637,7,1,1,0,4,1,1,1,1,0,2,2,3,0,2,2,2,0,3,4,4,2,2,2,3,2,0,0,1,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,1,0,0,2,.1911658197641373,1.6062508,.80549306,14,16,16
651,7,1,1,1,1,1,0,1,3,0,3,3,3,3,3,3,3,1,1,3,0,2,3,2,3,0,0,0,0,0,1,0,0,0,0,0,3,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-.1512518376111984,-.92270309,-.72042376,24,24,0
652,7,0,1,0,1,0,1,1,0,0,0,2,0,1,1,0,0,2,1,0,0,0,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,.8751075863838196,-.92270309,-.13965733,4,4,2
661,7,0,1,0,2,1,1,1,2,1,3,2,1,2,2,3,3,2,2,0,4,0,2,2,3,2,1,0,0,0,0,1,0,0,0,0,1,0,2,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,2,2,2,1,1,0,0,1,1.060887217521667,-.096758984,.63256049,18,10,0
662,7,1,1,0,1,1,1,0,1,0,3,3,2,2,2,2,1,1,1,3,4,1,2,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.28949711,-.72042376,16,4,6
686,7,1,1,0,1,1,2,0,1,1,2,2,0,0,3,3,1,2,1,0,4,3,2,1,0,1,0,0,0,0,1,2,0,1,0,1,1,0,1,2,3,1,1,3,1,1,0,1,2,0,0,1,2,1,0,2,2,1,1,0,1,0,0,.8503924608230591,.32914245,-.060695779,12,13,8
687,7,1,1,0,0,1,1,0,3,1,3,3,3,3,3,3,3,0,1,4,0,0,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,3,3,2,1,1,2,3,3,3,3,3,3,0,0,0,0,0,0,1,2,0,-1.234678745269775,-.92270309,.39087209,24,13,21
709,7,1,1,1,1,0,1,0,3,1,3,3,3,3,3,3,3,1,1,4,0,0,3,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,3,2,1,3,3,3,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,24,0,20
710,7,1,1,1,1,0,1,0,1,0,0,0,1,2,2,2,2,2,0,3,1,2,3,3,3,1,1,0,0,0,0,0,0,1,0,1,1,2,1,2,1,1,0,3,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,-.6260668635368347,-.47517884,-.060695779,10,10,7
711,7,1,1,0,2,1,1,0,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,3,2,0,0,1,0,0,2,1,3,0,1,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,3,3,0,1,1,1,0,0,0,0,0,.1042803674936295,1.0134636,-.72042376,24,17,21
732,7,1,1,0,1,1,1,1,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-.6260668635368347,-.47517884,-.72042376,24,1,0
733,7,0,1,2,2,0,1,0,3,0,3,3,3,3,3,3,3,2,2,2,4,0,2,3,3,1,1,0,0,0,0,0,1,1,0,2,3,0,2,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,-.1593618392944336,.26327351,.20945761,24,22,0
734,7,1,2,0,1,0,1,0,2,1,3,3,2,3,3,3,3,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,2,2,2,0,2,0,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,-.628503680229187,-.23380987,-.065929614,22,12,3
735,7,0,1,0,1,0,1,1,3,2,3,3,1,2,2,3,3,2,2,2,4,0,3,2,3,1,0,0,0,0,1,1,0,1,0,1,1,0,2,2,3,2,3,3,3,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-.1593618392944336,.13605925,-.13965733,20,19,3
736,7,1,1,0,1,0,0,2,3,0,3,3,3,3,3,3,3,1,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234678745269775,-.47517884,-.72042376,24,5,0
