Folio,Escuela,Género,Edad,Sex1,Sex2,Sex3,Sex4,Sex5,Sex6,Sex7,Sex8,Sex9,Sex10,Sex11,Sex12,Sex13,Sex14,Sex15,Sex16,Sex17,Sex18,Sex19,Sex20,Sex21,Sex22,Sex23,Sex24,Sex25,Sex26,Sex27,Sex28,Sex29,Sex30,Sex31,Sex32,Sex33,Sex34,Sex35,Sex36,Sex37,Sex38,Sex39,Sex40,Sex41,Sex42,Sex43,Sex44,Sex45,Sex46A,Sex46B,Sex46C,Sex46D,Sex46E,Sex47,Sex48,Sex49,Sex50,Sex51,Sex52,Sex53,Sex54,Sex55,Sex56,Sex57,Sex58,Sex59,Sex60,Sex61,Sex62,Sex63,Sex64,Sex65,Sex66,Sex67,Sex68,Sex69,Sex70,Sex71,Sex72,Sex73,Sex74,Sex75,PrConsPosSex,PrConsNegSex,ImpConsPosSex,ImpConsNegSex,ExpConsPosSex,ExpConsNegSex,SexCompromiso,SexIncid
287,2,1,0,2,0,2,2,0,0,0,0,0,0,0,0,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,1,2,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,15,9,15,0,0,.6528202891349792,-.72071743
881,7,1,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,3,0,3,0,3,0,0,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,0,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,15,9,0,0,0,,-1.2970114
129,2,1,0,2,2,0,3,0,0,0,0,0,0,0,0,3,0,3,0,2,0,2,3,3,2,3,2,3,1,3,3,2,1,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,,0,0,2,0,0,13,5,15,0,0,1.283545017242432,-.72071743
878,7,1,0,1,0,1,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,3,0,3,0,3,3,3,3,3,0,3,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,2,3,2,2,0,15,3,15,0,0,,-.86504501
262,2,1,0,1,0,4,2,0,0,0,0,0,0,0,0,3,2,3,1,1,2,2,2,2,1,3,1,2,1,3,3,1,2,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,3,0,0,2,3,3,3,2,3,3,1,1,0,0,0,0,0,0,0,4,4,0,0,2,0,5,11,3,13,0,0,,-.86504501
988,6,1,0,1,0,3,2,1,3,0,0,2,1,0,1,3,0,2,2,0,2,0,0,3,2,1,3,3,2,3,3,0,3,0,2,0,3,3,2,1,0,0,0,3,2,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,2,3,0,2,2,3,3,0,1,2,0,1,1,4,2,3,4,2,2,3,1,2,4,5,7,13,4,4,,.16002791
1211,6,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,,2,0,0,9,15,0,3,,-1.2970114
1223,6,1,0,1,0,4,3,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,0,0,0,0,0,1,0,4,2,1,3,0,1,0,2,0,0,0,2,1,2,0,0,2,1,0,4,4,3,4,0,2,0,1,0,2,3,7,0,0,0,0,,.31988207
1095,6,1,0,1,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,0,1,1,0,0,0,,4,3,3,3,1,0,0,0,0,4,3,0,0,0,0,1,0,3,3,3,3,0,3,1,1,2,1,1,1,1,1,1,3,4,2,3,2,2,9,15,9,15,0,0,,.5574218
1086,6,1,0,3,0,2,2,1,0,0,2,0,2,0,0,1,2,1,2,0,2,0,1,3,3,3,2,3,2,3,3,1,3,1,3,1,3,4,1,3,0,1,0,1,3,1,4,4,0,0,1,0,0,1,0,4,1,0,3,2,2,1,2,1,3,2,2,0,0,1,0,2,2,3,2,3,2,2,2,2,2,2,6,3,7,15,4,1,-.4633828401565552,.9988519
1099,6,1,0,3,0,2,2,1,2,0,2,0,2,0,1,3,0,3,1,0,0,3,3,3,3,0,3,0,3,3,0,1,2,0,1,1,2,4,2,1,0,1,1,3,4,3,4,4,1,1,0,0,0,0,0,2,2,1,3,1,2,3,2,2,3,1,2,1,1,2,0,1,3,1,4,1,4,4,3,3,3,2,1,12,9,6,6,2,-.2062977254390717,.90917128
263,2,1,0,3,0,4,0,0,2,0,2,0,1,0,0,3,1,3,1,3,0,3,3,2,1,2,1,0,1,1,0,1,2,1,2,2,0,5,2,1,0,1,0,3,1,4,4,4,1,0,0,0,0,4,0,0,0,0,1,2,1,3,3,2,0,0,0,1,0,2,0,2,3,1,2,3,3,4,0,1,1,0,2,15,3,5,5,0,-.9463956952095032,1.0164404
1111,6,1,0,3,0,2,2,2,0,0,2,1,2,,1,0,1,0,2,1,1,0,0,1,1,1,1,1,1,1,1,0,2,1,2,1,1,4,1,4,0,1,0,3,1,4,1,2,0,0,1,0,0,,2,3,4,1,2,1,3,2,1,2,1,2,1,0,0,2,1,2,1,4,,3,1,3,1,1,0,1,4,1,3,5,4,,-.7392577528953552,.62807709
647,5,1,0,2,0,2,1,1,3,0,2,0,2,0,0,0,3,2,3,0,2,0,0,3,3,2,3,3,3,2,3,2,2,1,1,1,3,4,1,3,0,0,0,3,3,4,4,4,1,1,0,1,0,3,0,2,1,1,3,2,2,1,1,2,2,1,2,0,1,2,0,1,1,0,2,2,4,4,1,1,3,2,8,2,9,13,7,1,-.750163733959198,1.0760839
1138,6,1,0,0,1,3,3,2,3,2,3,2,3,1,3,1,2,1,2,1,2,3,2,1,2,1,3,2,1,3,2,3,2,3,2,,3,3,1,2,1,1,1,3,4,4,4,4,1,0,0,0,0,0,1,4,2,1,2,3,2,1,3,2,1,3,1,1,1,2,0,2,3,0,3,0,3,0,0,3,3,2,6,8,6,9,9,10,,1.0554954
1103,6,1,0,3,0,2,1,0,2,0,0,0,0,0,0,3,1,3,1,3,2,3,3,3,1,3,1,3,1,3,3,1,2,0,2,0,3,4,2,1,0,1,1,3,2,4,3,4,1,0,0,1,0,3,0,1,1,3,3,1,1,2,3,3,3,3,2,1,1,1,0,1,1,1,1,1,4,3,3,3,3,2,4,15,3,15,2,0,.26688551902771,.7437917
885,7,1,0,2,2,4,3,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,0,3,3,0,3,3,3,3,3,1,1,0,3,0,0,4,2,2,0,1,0,3,1,2,4,4,1,1,0,1,0,2,0,2,1,2,3,3,1,3,0,2,0,0,2,1,1,1,0,1,1,3,1,1,4,4,3,1,2,2,9,0,9,12,6,0,-.9825976490974426,.64853847
1149,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,3,3,3,2,2,2,3,2,2,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,2,2,4,2,7,13,0,0,,-1.2970114
1127,6,1,0,2,0,3,1,1,2,0,1,1,,2,2,1,2,3,2,3,2,1,0,0,1,1,2,0,2,2,2,1,1,2,3,2,1,2,0,3,0,1,1,2,3,4,3,2,0,1,0,0,0,1,0,3,3,2,3,2,3,2,3,2,1,2,1,0,1,2,0,1,1,3,2,3,3,2,2,1,3,2,6,8,5,5,,6,-.5032553672790527,.75842363
580,5,1,0,3,0,3,3,0,1,0,2,0,2,0,0,0,1,0,1,0,1,0,0,3,2,3,3,3,3,3,3,3,2,1,1,0,1,4,2,2,0,0,0,3,1,4,4,4,0,1,0,1,0,0,0,2,1,2,3,2,2,3,3,2,3,3,2,1,1,2,0,2,1,2,1,1,3,2,1,1,2,0,3,0,8,15,5,0,.3751010298728943,.82898462
851,7,1,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,3,1,3,1,3,3,3,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,3,3,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,15,5,15,0,0,,-1.2970114
1101,6,1,0,1,0,1,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,9,15,9,15,0,0,,-.86504501
1094,6,1,0,2,0,2,2,0,0,0,0,0,0,0,0,1,2,2,2,0,2,0,0,3,3,3,3,3,3,3,3,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,3,3,3,1,1,0,1,0,0,4,0,0,4,3,0,0,2,2,6,3,9,15,0,0,1.283545017242432,-.72071743
942,7,1,0,0,0,4,3,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,1,2,3,2,1,1,1,0,1,2,2,2,1,1,0,0,0,0,2,3,0,4,0,2,2,1,2,2,2,3,1,0,0,1,1,0,1,2,0,1,1,4,2,0,1,3,1,8,15,7,15,0,0,,.42256728
1220,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4,0,0,0,0,0,0,3,2,9,15,9,15,0,0,,-1.2970114
199,2,1,0,3,0,4,2,3,0,3,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,1,0,3,5,1,2,0,1,1,3,4,2,3,3,0,1,1,1,0,0,0,3,2,0,2,2,2,1,2,0,0,0,2,0,0,1,0,2,5,2,2,4,3,1,3,1,0,0,9,15,9,15,0,12,-1.214008688926697,.74761462
933,7,1,0,2,1,2,1,1,2,0,0,0,0,1,2,3,1,2,0,2,3,1,0,3,2,2,2,1,0,2,2,2,0,1,2,2,2,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,2,2,3,3,2,1,1,1,0,1,1,0,2,1,1,3,4,1,1,1,2,3,2,4,8,4,10,2,4,-.4871244728565216,-.021137262
570,5,1,0,2,1,2,3,2,1,0,3,1,1,0,2,3,3,2,1,0,1,2,3,1,1,0,0,3,2,3,1,0,1,2,3,2,1,2,1,3,0,1,1,2,2,3,1,2,0,0,0,1,0,4,2,1,1,2,1,0,0,3,3,3,2,1,2,0,1,2,0,0,0,3,4,0,2,3,2,1,2,0,5,10,3,8,5,5,-.0447647050023079,.48870903
892,7,1,0,1,0,4,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,0,0,1,0,1,0,2,0,4,4,0,0,1,0,0,1,0,0,0,0,3,3,3,3,0,0,3,3,2,0,1,2,1,1,2,4,0,0,3,4,2,2,3,1,9,15,9,15,0,0,,.45978379
1107,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,3,2,0,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,5,10,0,0,,-1.2970114
643,5,1,0,1,1,2,2,,,,,,,,,,,,,,,,,3,2,3,1,3,2,3,3,1,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,2,2,2,3,3,3,1,3,3,1,1,0,0,0,0,,,,,,,,,,,,5,15,,,,-.79558295
658,5,1,0,3,0,2,1,3,3,0,2,0,1,0,0,3,3,2,0,1,1,2,1,2,2,3,1,3,1,3,3,2,2,3,2,1,3,4,1,3,0,0,1,1,3,4,1,4,0,1,0,0,0,1,2,2,4,1,,0,0,0,1,2,2,3,2,,1,0,1,1,5,0,,2,3,2,,2,2,2,4,9,4,14,6,3,-.5631405115127563,1.0821929
1109,6,1,0,0,0,2,3,0,0,0,0,0,0,0,0,2,1,2,1,1,2,2,1,2,1,2,1,3,1,2,3,2,2,1,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,2,2,4,8,3,12,0,0,,-1.2970114
344,3,1,0,0,0,4,3,0,3,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,0,3,1,2,3,3,3,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,4,3,0,0,0,1,0,3,2,9,15,4,14,3,0,,-.26389527
1145,6,1,0,1,0,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,2,0,0,2,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,3,1,4,4,4,1,1,0,0,1,4,0,1,1,0,2,1,1,3,2,2,3,2,2,1,1,2,0,1,1,4,0,0,3,3,3,3,3,2,0,10,0,4,0,0,,.60843563
924,7,1,0,3,0,2,3,0,2,0,0,0,0,0,0,2,1,3,0,0,0,0,0,3,3,3,3,3,3,3,3,0,3,0,3,0,3,5,1,2,0,0,0,3,3,4,4,4,1,0,0,0,0,0,0,1,1,3,3,3,3,2,3,3,2,2,0,0,1,1,1,2,2,1,1,1,3,4,1,3,3,2,1,5,9,15,2,0,-.3157292902469635,.98015773
740,5,1,0,3,0,2,2,0,2,0,2,0,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3,1,2,2,2,0,2,0,0,0,3,2,1,1,0,0,0,0,0,1,2,1,1,4,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2,1,2,4,1,1,0,0,0,0,3,5,6,10,5,0,-1.087324619293213,.44757569
989,6,1,0,3,0,3,3,2,2,1,3,0,2,0,0,3,1,2,1,0,1,2,2,2,1,3,1,0,1,2,3,1,1,0,2,1,2,4,1,2,0,1,0,1,3,4,4,4,1,1,0,0,0,2,0,2,1,2,2,2,2,1,1,3,2,2,1,0,1,2,0,1,1,0,1,1,3,3,3,3,2,2,3,9,3,10,7,3,-.6465087532997131,.93532634
1225,6,1,0,1,0,4,3,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,1,1,2,1,2,0,0,1,1,1,2,1,2,1,0,1,1,4,4,3,3,3,2,0,0,0,0,7,0,,-.13706942
664,5,1,0,3,0,3,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,2,2,2,1,2,2,2,0,2,0,2,0,2,4,2,3,0,1,1,3,1,4,4,4,0,1,1,0,0,0,0,3,1,0,2,0,1,3,3,3,1,0,3,1,0,1,1,1,4,3,2,2,3,3,2,1,2,2,0,2,6,9,2,0,.0412434451282024,1.1323912
911,7,1,0,0,0,4,1,0,0,0,0,0,0,0,0,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,15,9,15,0,0,,-1.2970114
700,5,1,0,2,0,2,2,0,1,0,2,0,2,0,0,0,1,0,2,0,2,0,0,0,1,0,2,3,2,3,3,1,2,1,3,0,0,4,2,3,0,0,0,3,1,0,0,0,1,1,0,1,0,2,0,1,1,2,3,2,2,3,1,2,2,1,3,1,1,1,0,2,2,2,1,1,3,3,1,1,2,0,5,0,5,9,5,0,-.2679615318775177,.15346631
906,7,1,0,1,0,2,3,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,2,3,2,3,3,3,3,3,3,3,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,2,0,1,3,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,4,10,8,15,0,0,,-.86504501
1126,6,1,0,1,0,2,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,2,0,3,3,0,0,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,2,2,0,0,0,3,0,,-.86504501
1089,6,1,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,2,2,0,2,1,2,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,2,2,4,13,9,15,0,0,,-1.2970114
907,7,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,3,3,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,-1.2970114
694,5,1,0,3,0,0,3,2,3,1,3,1,3,0,0,3,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,5,1,4,0,0,0,3,3,1,1,2,0,1,0,0,0,1,0,3,1,1,1,3,3,0,0,0,1,1,1,0,0,1,0,2,5,3,4,4,3,3,2,1,1,2,7,10,3,3,9,4,-1.432346343994141,.69566655
950,7,1,0,0,1,2,0,3,2,1,0,3,2,1,0,1,0,1,2,3,1,,3,3,3,2,1,2,1,1,2,1,2,3,3,2,1,2,0,3,0,1,0,1,4,2,3,4,0,0,1,0,0,3,2,3,2,1,2,2,3,2,0,1,1,2,2,0,1,1,0,2,3,1,1,3,4,0,1,2,0,1,3,,5,10,4,8,,.81743741
1110,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2,2,2,0,1,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,6,10,9,11,0,0,,-1.2703681
872,7,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,3,0,2,3,3,2,2,2,1,2,1,2,2,1,3,1,3,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,3,3,0,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,6,8,4,10,0,0,,-1.2970114
1085,6,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,1,2,1,1,2,2,3,2,3,2,2,2,2,2,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,3,3,0,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,1,2,6,7,6,12,0,3,,-1.2970114
155,2,1,0,2,2,4,2,0,2,0,2,0,1,0,0,0,2,3,1,0,2,0,2,0,2,3,2,0,2,0,3,1,2,1,2,1,3,4,2,1,0,0,0,3,1,4,4,4,1,0,0,1,1,0,0,1,1,3,3,0,3,3,3,3,3,3,3,1,1,2,0,1,1,1,1,2,4,4,1,1,1,0,5,5,6,6,5,0,1.283545017242432,.78943384
903,7,1,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,3,3,0,3,3,0,0,0,0,1,1,0,0,,0,0,0,0,0,1,0,1,3,2,2,2,2,1,0,1,,-.86504501
805,7,1,0,0,1,2,0,1,0,2,1,3,0,1,0,2,0,1,3,1,0,2,0,1,2,0,1,3,1,2,0,0,0,0,1,2,0,3,1,0,0,1,1,2,2,1,0,2,0,0,0,1,0,0,1,1,3,2,0,1,3,1,0,2,0,2,1,1,0,1,1,2,3,1,4,3,0,1,1,2,0,2,3,6,4,6,1,7,,.41167259
854,7,1,0,0,0,2,1,0,1,1,2,1,1,0,0,0,0,1,2,2,1,1,0,1,0,1,1,0,0,1,2,1,0,3,3,3,1,2,1,2,1,0,1,2,2,1,0,0,0,0,0,1,0,0,2,1,2,0,1,0,1,1,1,1,2,1,1,0,0,1,0,0,1,3,3,2,2,1,1,1,0,2,3,4,1,5,4,2,,.28043586
1042,6,1,0,3,0,3,2,0,2,0,2,0,2,0,0,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,0,3,0,1,4,2,2,0,1,1,3,1,4,3,4,0,0,0,0,1,2,0,2,2,2,2,2,2,0,1,2,2,2,3,1,1,2,0,1,1,2,2,4,3,3,1,1,3,2,6,5,6,10,6,0,-.5233221054077148,.88384199
1125,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,2,0,2,1,1,2,2,2,2,2,2,2,2,0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,2,2,3,2,3,2,2,1,1,0,0,0,0,4,0,0,0,0,0,0,2,2,6,5,6,10,0,0,,-1.2970114
691,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,3,2,2,2,1,1,2,2,2,1,3,1,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,10,4,8,0,0,,-.26681039
1084,6,1,0,2,0,1,3,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,2,3,1,3,1,3,1,3,3,1,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,3,3,3,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,1,2,4,10,3,15,0,0,1.283545017242432,-.72071743
908,7,1,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,3,4,2,1,0,0,0,1,2,4,4,4,0,1,0,0,0,1,0,2,1,1,3,2,3,3,3,3,3,3,3,0,1,2,0,2,1,1,0,1,4,4,2,1,3,2,0,0,0,9,2,0,,.74237806
1117,6,1,0,1,0,1,2,0,1,0,2,0,1,0,0,3,1,3,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,3,3,3,3,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,5,12,6,15,4,0,,-.86504501
666,5,1,0,3,0,4,2,3,2,0,3,1,3,3,2,3,3,0,3,3,3,1,0,3,3,3,3,3,3,3,3,2,1,3,3,3,2,4,2,3,0,0,1,3,3,2,1,4,0,1,0,1,0,1,0,4,3,3,1,3,3,3,3,2,1,1,2,1,1,2,0,2,4,0,2,3,4,4,3,1,3,2,9,7,9,15,8,9,-.3282686173915863,.88082737
669,5,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,2,2,3,2,1,3,2,2,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,7,10,0,0,,-.86504501
853,7,1,0,1,2,3,0,0,0,0,1,2,1,2,2,3,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,4,1,2,1,1,1,2,3,2,3,3,1,0,0,0,0,1,2,3,3,2,1,1,1,2,1,2,1,2,2,1,0,2,0,1,2,2,2,3,3,3,1,2,3,1,3,10,5,8,2,6,,.65060484
573,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,3,0,0,0,1,2,1,0,1,2,2,1,1,0,1,1,1,2,2,4,2,1,0,0,0,,0,0,6,10,0,0,,-.063675165
130,2,1,0,0,1,3,3,1,2,3,3,3,1,2,2,1,2,3,2,1,1,2,3,3,2,1,0,0,1,3,0,0,1,3,3,2,2,3,0,2,1,1,1,2,2,2,3,2,0,0,0,1,0,1,3,1,3,0,3,2,2,1,1,0,3,2,2,0,0,2,0,0,5,2,4,3,2,3,3,2,0,0,5,10,3,7,6,11,,.64594144
1115,6,1,0,3,0,4,1,0,2,0,2,0,3,0,0,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,0,0,0,3,1,3,4,1,2,1,1,1,3,3,4,3,4,0,1,0,0,0,1,0,2,1,2,1,1,3,2,1,3,2,1,3,1,0,2,0,2,2,1,2,4,3,3,3,3,3,2,9,15,8,13,7,0,-.3362229466438293,1.0392578
844,7,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,3,3,1,3,1,3,3,3,3,0,2,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,3,3,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,12,5,15,0,0,,-1.2970114
1251,6,1,0,1,0,1,2,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,2,3,1,3,2,3,2,3,3,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,2,0,3,3,2,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,10,5,15,0,0,,-.86504501
1015,6,1,0,2,0,3,2,0,2,0,1,0,1,0,0,3,2,2,2,2,2,2,2,3,3,1,3,2,2,2,2,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,1,6,11,8,10,4,0,-2.11109447479248,-.72071743
1226,6,1,0,1,2,0,2,1,2,1,2,0,3,1,0,3,1,2,2,1,0,2,1,1,0,2,3,2,0,2,1,1,0,0,1,2,1,0,1,3,0,1,1,2,2,1,2,3,1,0,0,0,0,4,2,3,1,2,3,0,1,2,0,1,2,3,0,1,0,1,1,1,4,2,2,0,2,3,0,1,0,1,3,9,3,8,7,3,,.545017
1148,6,1,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,3,2,3,1,3,3,3,1,3,1,3,1,3,3,3,2,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,3,3,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,3,15,0,0,,-1.2970114
