Folio,Sexo,Edad,Escuela,P1,P2,P3,Psum,ThetaCR
1528,0,1,8,0,0,0,0,-.38948628
1529,1,1,8,0,0,0,0,-.38948628
1530,0,1,8,0,0,0,0,-.38948628
1531,1,1,8,0,0,0,0,-.38948628
1532,0,1,8,0,1,1,2,1.4384145
1535,0,1,8,1,0,0,1,.28402048
1536,0,1,8,1,0,0,1,.28402048
1537,1,1,8,0,0,0,0,-.38948628
1538,1,1,8,0,0,0,0,-.38948628
1539,0,1,8,0,0,0,0,-.38948628
1540,0,1,8,0,0,0,0,-.38948628
1541,0,1,8,0,0,0,0,-.38948628
1542,1,2,8,0,0,0,0,-.38948628
1543,0,1,8,1,0,0,1,.28402048
1544,0,1,8,0,0,0,0,-.38948628
1546,1,1,8,1,1,1,3,1.7910099
1547,0,1,8,1,1,1,3,1.7910099
1548,0,1,8,1,1,1,3,1.7910099
1549,0,1,8,0,0,0,0,-.38948628
1550,0,1,8,1,1,1,3,1.7910099
1551,1,1,8,1,0,0,1,.28402048
1552,0,1,8,0,0,0,0,-.38948628
1553,0,1,8,0,0,0,0,-.38948628
1554,0,1,8,0,0,0,0,-.38948628
1555,0,1,8,0,0,0,0,-.38948628
1556,0,1,8,0,0,0,0,-.38948628
