Folio,Género,Edad,Escuela,Tab1,Tab2,Tab3,Tab4,Tab5,Tab6,Tab7,Tab8,Tab9,Tab10,Tab11,Tab12,Tab13,Tab14,Tab15,Tab16,Tab17,Tab18,Tab19,Tab20,Tab21,Tab22,Tab23,Tab24,Tab25,Tab26,Tab27,Tab28,Tab29,Tab30,Tab31,Tab32,Tab33,Tab34,Tab35,Tab36,Tab37,Tab38,Tab39,Tab40,Tab41,Tab42,Tab43,Tab44,Tab45,Tab46,Tab47,Tab48A,Tab48B,Tab48C,Tab48D,Tab48E,Tab48F,Tab48G,Tab49,Tab50,Tab51,Tab52,Tab53,Tab54,Tab55,PrConsPosTab,PrConsNegTab,ImpConsPosTab,ImpConsNegTab,ExpConsPosTab,ExpConsNegTab,CommitTab,TabIncid,PrConsPosTabCP,PrConsPosTabLP,ImpConsPosTabCP,ImpConsPosTabLP,ExpConsPosTabCP,ExpConsPosTabLP
651,1,1,7,0,0,3,4,3,0,0,0,0,3,0,0,3,0,3,0,1,3,1,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,6,12,0,0,,-.3123751,3,6,8,6,0,0
652,0,1,7,0,0,0,4,2,0,0,2,0,3,0,0,3,2,3,0,3,3,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,5,12,0,0,,-.3123751,6,6,8,6,0,0
661,0,1,7,0,1,3,4,2,0,0,2,0,3,0,0,3,2,3,0,3,3,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,5,12,0,0,,-.3123751,6,6,8,6,0,0
662,1,1,7,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,2,0,0,0,0,0,0,0,1,0,0,1,2,2,4,2,6,3,3,1,0,0,0,0,0,0,1,1,1,2,3,2,2,1,1,1,0,1,0,-.6992051,1.1871966,1,0,0,0,0,0
686,1,1,7,0,1,2,4,3,0,1,3,3,2,0,0,3,3,3,0,1,0,3,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,11,12,9,0,0,,-.3123751,9,5,6,6,0,0
687,1,1,7,0,0,0,4,3,2,3,0,2,0,3,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,3,9,3,3,0,,-.3123751,3,0,3,0,0,0
709,1,1,7,0,0,3,4,3,1,0,0,0,3,0,0,3,1,3,0,3,3,1,3,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,7,12,0,0,,-.3123751,4,6,9,6,0,0
710,1,1,7,1,2,2,1,0,2,1,0,0,2,1,0,2,0,1,1,1,3,1,3,2,1,3,3,2,3,2,2,5,0,2,1,0,0,0,1,1,0,2,2,4,4,3,3,8,3,5,0,0,0,1,0,0,0,3,2,3,3,2,2,2,4,4,9,10,7,0,.27987522,1.7555715,0,4,7,6,2,0
711,1,1,7,1,0,3,2,1,1,2,0,0,0,0,0,2,0,3,3,3,3,3,1,3,0,0,2,0,2,2,1,2,1,0,2,0,0,0,0,0,0,0,2,2,1,1,1,1,4,1,1,0,0,0,0,0,0,1,1,4,4,1,4,1,3,3,14,7,2,1,.14451361,1.2553824,1,2,8,1,1,0
732,1,1,7,0,0,2,4,3,1,0,0,0,3,0,0,3,3,3,0,0,3,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,3,12,0,0,,-.3123751,6,6,9,6,0,0
733,0,1,7,0,1,0,4,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,9,0,0,,-.3123751,3,6,3,6,0,0
734,1,2,7,0,0,1,4,3,2,2,2,1,3,2,1,3,0,3,2,2,0,0,3,3,1,3,2,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,11,10,9,4,2,,.37359414,5,6,5,6,2,0
735,0,1,7,0,1,2,4,3,0,0,0,0,3,3,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,0,9,0,0,,-.3123751,3,6,3,6,0,0
736,1,1,7,0,1,0,4,3,0,0,3,0,3,0,0,3,3,3,2,3,3,2,3,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,12,12,0,0,,-.3123751,9,6,8,6,0,0
761,1,1,7,0,0,2,4,1,2,1,3,2,3,1,2,3,0,1,1,1,2,2,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,10,7,9,0,0,,-.3123751,4,6,4,6,0,0
763,1,1,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,-.3123751,0,0,0,0,0,0
764,1,1,7,0,0,3,4,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,4,3,0,0,,-.3123751,3,2,2,1,0,0
765,1,1,7,1,0,2,2,2,1,1,3,0,3,1,1,3,2,3,1,1,2,1,3,1,1,3,2,0,3,2,1,1,0,0,1,0,0,0,0,1,0,1,2,2,1,1,1,1,4,1,0,0,1,0,0,1,0,3,1,3,4,1,1,3,6,11,7,11,3,0,.29811275,1.1025333,7,6,7,6,1,0
767,1,1,7,0,0,3,4,3,0,0,2,1,3,1,1,3,2,3,2,1,1,2,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,11,11,10,0,0,,-.3123751,7,6,6,6,0,0
768,1,1,7,1,3,1,0,2,1,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,4,3,1,5,0,0,0,0,0,0,0,0,0,0,2,4,5,2,2,7,4,5,0,0,0,1,0,0,0,1,1,1,3,1,1,1,1,8,0,3,0,0,-.81208146,1.6847171,2,6,0,3,0,0
771,1,1,7,0,2,3,4,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,10,13,9,1,2,,-.3123751,7,6,6,5,0,2
772,0,1,7,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,,-.3123751,0,3,0,3,0,0
773,0,2,7,1,1,0,2,1,0,0,0,0,1,0,0,2,3,2,0,0,0,0,2,0,0,3,3,1,4,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,2,4,2,6,3,4,1,0,0,0,0,0,0,3,3,4,4,3,3,4,3,4,3,7,2,0,.97123003,1.0303559,4,3,5,5,2,0
774,0,1,7,0,0,3,4,3,1,0,3,0,3,0,0,3,2,3,1,1,3,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,4,12,0,0,,-.3123751,8,6,8,6,0,0
775,1,1,7,0,0,3,4,2,1,2,2,0,2,1,2,3,1,3,1,2,3,0,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,9,8,12,0,0,,-.3123751,5,5,9,6,0,0
776,0,1,7,0,0,3,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,,-.3123751,3,0,3,0,0,0
777,1,1,7,1,2,3,2,2,3,0,1,0,3,0,0,3,1,3,3,3,3,0,3,0,0,3,3,2,3,2,1,3,0,0,0,0,0,0,0,0,0,0,2,2,5,4,2,8,3,3,1,0,0,0,0,0,0,2,1,1,4,3,2,1,4,9,9,12,0,0,-.19579758,1.3965191,4,6,9,6,0,0
778,1,1,7,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,,.37359414,1,0,1,0,0,0
779,1,1,7,0,0,2,4,2,0,0,3,0,3,0,0,3,2,3,1,1,3,2,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11,8,12,0,0,,.37359414,7,6,9,6,0,0
780,1,1,7,0,1,0,4,2,0,0,0,1,3,1,1,3,1,2,1,2,2,2,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8,9,10,0,0,,-.3123751,3,6,5,6,0,0
781,1,1,7,0,1,0,4,3,0,0,3,3,3,2,1,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,12,4,2,0,0,,-.3123751,8,6,2,0,0,0
782,1,1,7,1,2,3,1,2,0,1,0,0,1,0,1,1,0,2,3,2,2,2,3,2,1,3,3,1,3,1,1,2,0,0,1,0,0,0,0,1,0,0,1,3,2,3,2,2,3,4,0,0,0,1,0,0,0,4,3,4,4,4,3,4,2,4,13,10,2,0,1.4728715,1.2119801,2,2,7,6,0,0
784,1,1,7,1,1,2,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,3,2,5,1,0,0,1,0,0,0,0,0,0,2,3,1,4,4,8,4,4,0,0,0,1,0,0,0,3,1,4,4,4,2,3,1,2,0,2,0,2,.98673546,1.8200302,2,0,2,0,2,0
785,1,1,7,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,.37359414,0,0,1,0,0,0
786,1,1,7,1,0,1,2,2,2,1,2,2,2,1,1,3,1,3,1,1,3,1,1,1,1,3,3,2,3,1,1,3,0,1,1,1,0,0,0,0,2,0,3,3,3,4,3,5,3,4,0,0,0,1,0,0,0,4,2,4,4,4,1,3,8,9,8,10,2,3,1.3528016,1.3289856,5,5,9,4,1,2
787,0,1,7,0,0,0,4,3,2,0,3,1,3,0,1,3,3,1,2,0,0,0,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,12,10,7,0,0,,-.3123751,9,6,4,6,0,0
788,1,1,7,0,0,2,4,3,1,1,0,0,3,0,0,3,2,3,0,1,1,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,4,10,0,0,,-.3123751,5,6,7,6,0,0
789,1,1,7,1,2,0,2,2,1,0,2,1,2,0,1,3,1,2,1,0,2,1,2,0,1,3,1,2,3,1,1,4,2,1,0,2,1,2,0,1,3,1,2,3,5,4,3,6,3,3,1,0,0,1,0,0,0,2,2,2,3,3,3,1,4,9,4,9,4,9,-.001761457,1.4351403,5,5,5,5,5,5
790,0,1,7,0,0,3,4,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,9,0,0,,-.3123751,3,6,3,6,0,0
791,1,1,7,1,1,3,0,3,3,3,3,0,3,3,3,3,3,3,1,1,2,3,3,3,2,3,3,3,5,3,1,5,3,3,3,3,3,0,3,3,3,3,4,4,2,2,4,6,2,5,1,0,0,0,0,0,0,3,2,4,4,4,4,4,15,12,13,11,18,9,1.0451777,1.7666225,9,6,8,6,9,3
792,1,1,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,9,0,0,,-.3123751,0,0,9,3,0,0
793,1,2,7,1,1,3,2,3,3,0,3,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,2,2,2,2,5,2,1,1,2,1,3,1,0,3,0,4,3,1,1,4,8,4,5,1,0,0,0,0,0,0,4,4,4,4,4,4,4,3,12,0,9,4,10,1.8744464,1.7555715,6,6,3,6,4,6
794,0,1,7,0,0,0,4,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,9,0,0,,-.3123751,3,6,3,6,0,0
795,1,1,7,0,0,3,4,3,0,0,3,1,2,1,1,1,1,3,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,1,9,0,0,,-.3123751,7,3,3,6,0,0
796,0,2,7,0,0,3,4,2,0,0,3,0,3,1,0,3,3,1,1,0,0,3,3,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,11,10,7,0,0,,.37359414,8,6,3,6,0,0
797,0,1,7,0,0,3,4,3,1,0,3,0,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,12,0,2,0,0,,-.3123751,9,6,2,0,0,0
798,0,1,7,0,0,3,4,2,0,0,3,0,3,0,0,3,1,2,0,0,1,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,2,9,0,0,,-.3123751,6,6,4,6,0,0
800,1,0,7,0,0,0,4,3,2,3,3,3,3,1,1,3,3,3,1,3,3,1,3,1,1,3,3,0,0,0,0,0,1,0,1,2,1,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,12,10,12,6,6,,-.3123751,9,6,9,6,5,3
801,1,1,7,1,1,1,0,3,2,0,2,0,2,0,0,3,2,1,1,1,0,0,3,0,0,3,1,1,3,3,3,5,1,0,0,2,0,1,0,,2,1,1,4,2,2,1,2,4,5,1,0,0,0,0,0,0,1,1,1,1,1,1,1,4,10,3,7,,6,-1.1163465,2.0126438,7,5,2,6,4,3
803,0,0,7,0,0,0,4,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,4,3,,-.3123751,2,0,2,0,2,1
804,1,0,7,0,0,3,4,3,3,2,0,2,0,1,0,0,0,3,3,,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3,,6,0,0,,-.3123751,3,0,6,3,0,0
805,1,0,7,0,0,2,4,2,3,3,0,0,3,3,3,3,3,2,3,3,0,0,3,3,3,3,3,0,0,0,0,0,0,3,2,1,1,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,8,15,8,11,4,,-.3123751,5,6,5,6,3,3
806,0,1,7,0,2,0,4,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,,-.3123751,0,6,2,6,0,0
807,1,1,7,0,0,3,4,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,12,0,0,,-.3123751,3,6,6,6,0,0
808,1,1,7,0,2,1,4,2,1,1,2,1,3,1,1,2,1,3,1,1,2,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,9,6,10,0,0,,-.3123751,5,5,6,5,0,0
809,1,1,7,0,2,3,4,2,1,2,2,1,3,1,3,1,3,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,8,0,4,0,0,,.37359414,7,4,0,4,0,0
810,0,1,7,0,0,3,4,3,1,2,3,0,3,0,0,3,2,3,1,1,3,0,3,0,2,3,2,0,0,0,0,0,3,1,1,3,1,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,6,12,6,12,,-.3123751,8,6,8,6,7,6
811,1,1,7,0,2,0,4,3,0,0,3,0,3,0,0,3,1,3,0,0,3,0,3,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,3,12,0,0,,-.3123751,7,6,6,6,0,0
812,0,1,7,0,1,2,4,3,0,1,2,0,3,1,0,2,0,3,0,0,1,0,3,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,0,10,0,2,,.37359414,5,5,4,6,2,0
813,0,1,7,0,1,0,4,3,2,1,2,2,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,10,15,12,0,0,,-.3123751,8,5,9,6,0,0
814,0,1,7,0,1,3,4,2,0,0,3,3,0,0,3,3,3,3,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,8,15,12,0,0,,-.3123751,8,3,9,6,0,0
815,1,2,7,0,0,1,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,,-.3123751,3,0,3,0,0,0
817,1,1,7,0,0,3,4,3,3,2,2,1,3,0,2,3,1,3,0,1,2,0,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,11,4,11,2,0,,-.3123751,6,6,6,6,1,0
818,1,1,7,0,2,3,4,3,1,2,3,0,3,1,1,3,1,2,1,0,3,2,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,12,4,11,0,0,,.37359414,7,6,6,6,0,0
819,0,1,7,0,2,1,4,2,1,0,2,0,3,0,1,3,3,3,1,3,2,2,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,10,11,11,0,0,,.37359414,7,6,7,6,0,0
820,1,1,7,0,0,1,4,3,0,0,3,2,3,0,1,3,2,3,2,3,3,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,15,12,0,0,,-.3123751,8,6,9,6,0,0
821,1,1,7,0,2,3,4,3,1,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,0,0,0,0,,-.3123751,4,6,0,0,0,0
822,1,1,7,0,3,0,4,2,0,1,2,0,3,0,0,3,1,3,0,1,3,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,10,8,10,0,0,,-.3123751,5,6,7,4,0,0
823,1,1,7,0,1,0,1,2,0,1,3,0,3,0,1,2,2,3,0,3,3,3,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,12,12,0,0,,-.3123751,7,5,7,6,0,0
824,1,1,7,0,1,3,4,3,2,2,3,1,3,0,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,12,0,3,0,0,,-.3123751,8,6,3,0,0,0
825,1,0,7,0,0,1,4,3,1,0,3,2,3,2,2,3,0,3,1,1,1,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,12,4,10,0,0,,-.3123751,6,6,4,6,0,0
826,1,0,7,0,0,0,4,2,2,2,0,2,0,3,3,0,0,3,2,2,3,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,13,10,0,0,,-.3123751,2,0,8,4,0,0
828,1,0,7,0,0,3,4,2,1,2,0,1,2,3,1,3,2,2,1,2,0,1,2,3,1,3,2,1,0,0,0,0,3,,,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,7,10,7,,3,,.37359414,4,5,4,5,5,0
829,0,0,7,0,2,0,4,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,12,3,9,,-.3123751,3,6,6,6,6,6
830,0,0,7,0,0,1,4,3,1,2,0,2,0,1,0,0,0,3,0,1,0,0,3,1,0,3,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,4,9,2,2,,-.3123751,3,0,5,6,0,2
831,0,0,7,0,0,3,4,1,2,1,2,3,2,1,0,1,1,2,3,2,0,2,1,1,1,2,0,2,0,0,0,0,0,1,3,2,1,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,6,9,5,8,7,,.47515222,4,3,2,3,3,5
832,0,0,7,0,3,0,4,0,3,1,0,3,0,3,0,0,2,0,2,2,0,2,0,2,0,0,1,0,0,0,0,0,0,3,2,0,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,9,0,13,0,,-.3123751,2,0,1,0,2,0
833,0,0,7,0,0,0,4,3,1,0,1,0,3,2,3,1,3,3,3,2,3,2,3,2,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,8,12,12,0,3,,-.3123751,7,4,9,6,3,0
834,0,0,7,0,0,0,4,2,2,3,0,0,0,0,3,0,0,3,0,0,3,3,0,3,0,0,3,0,0,0,0,0,3,0,2,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,2,9,6,7,5,,-.3123751,2,0,9,0,3,2
835,0,0,7,0,0,2,4,3,0,1,0,1,3,1,0,3,1,2,3,1,3,2,3,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,11,11,0,0,,.37359414,4,6,6,6,0,0
836,1,0,7,0,1,1,4,1,3,0,3,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,8,0,0,0,0,,-.3123751,7,4,0,0,0,0
840,0,1,7,0,0,0,4,2,2,2,2,0,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9,0,2,0,0,,-.3123751,6,5,2,0,0,0
841,0,0,7,0,2,0,4,3,2,1,3,3,0,1,3,3,3,3,2,1,3,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,9,7,12,0,0,,-.3123751,9,3,9,6,0,0
