Folio,Género,Edad,Escuela,Tab1,Tab2,Tab3,Tab4,Tab5,Tab6,Tab7,Tab8,Tab9,Tab10,Tab11,Tab12,Tab13,Tab14,Tab15,Tab16,Tab17,Tab18,Tab19,Tab20,Tab21,Tab22,Tab23,Tab24,Tab25,Tab26,Tab27,Tab28,Tab29,Tab30,Tab31,Tab32,Tab33,Tab34,Tab35,Tab36,Tab37,Tab38,Tab39,Tab40,Tab41,Tab42,Tab43,Tab44,Tab45,Tab46,Tab47,Tab48A,Tab48B,Tab48C,Tab48D,Tab48E,Tab48F,Tab48G,Tab49,Tab50,Tab51,Tab52,Tab53,Tab54,Tab55,PrConsPosTab,PrConsNegTab,ImpConsPosTab,ImpConsNegTab,ExpConsPosTab,ExpConsNegTab,CommitTab,TabIncid,PrConsPosTabCP,PrConsPosTabLP,ImpConsPosTabCP,ImpConsPosTabLP,ExpConsPosTabCP,ExpConsPosTabLP
316,0,0,2,0,1,3,4,3,1,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,9,0,,,-.3123751,6,6,6,3,0,0
317,1,0,2,0,0,3,4,2,0,0,0,0,3,0,0,3,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,12,8,0,0,,-.3123751,2,6,6,4,0,0
318,1,1,2,0,1,0,4,1,1,1,0,2,2,2,1,2,0,2,0,2,2,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,6,5,3,0,,.6116206,1,4,6,1,0,0
319,1,1,2,0,1,3,4,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,0,0,,.54592091,3,6,9,6,0,0
320,1,1,2,1,1,2,2,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,2,3,2,4,3,5,4,4,0,0,0,1,0,0,0,3,1,2,3,3,2,3,4,3,6,5,0,0,.037432857,1.1447285,2,2,3,3,0,0
321,1,1,2,0,1,0,4,0,0,0,1,1,3,0,0,2,0,1,0,0,1,0,2,0,2,2,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,2,6,0,2,,.54592091,1,5,2,4,0,2
322,1,0,2,0,0,2,4,1,0,0,0,0,2,0,0,1,1,0,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,18,9,0,0,,.37359414,2,3,6,6,0,0
323,1,1,3,0,3,0,2,0,0,0,0,2,3,0,0,3,2,1,0,3,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6,6,10,0,0,,-.3123751,2,6,7,6,0,0
324,0,0,3,0,2,3,0,2,1,0,2,0,3,1,1,3,1,2,1,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,4,8,0,6,,-.3123751,5,6,2,6,0,6
325,0,0,3,1,1,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,1,1,3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,7,6,5,1,2,-2.5734916,1.1559508,5,3,3,2,1,1
326,1,1,3,0,0,0,,3,2,1,3,2,3,0,1,3,2,3,2,2,3,2,3,3,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,12,,12,0,0,,-.3123751,8,6,6,6,0,0
328,0,0,3,0,0,0,4,3,0,1,2,1,3,0,1,3,2,0,3,3,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,11,15,1,0,0,,-.3123751,7,6,0,1,0,0
329,1,0,3,0,0,2,4,3,2,1,2,2,3,1,2,3,2,2,2,1,0,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,11,11,7,0,0,,-.3123751,7,6,4,5,0,0
330,1,0,3,0,1,3,4,3,2,1,2,2,2,1,2,2,2,3,1,3,0,3,2,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,9,14,7,0,0,,.37359414,7,4,5,4,0,0
332,0,0,3,0,1,2,4,2,1,0,0,0,3,0,0,3,0,1,1,2,3,1,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,10,0,0,,-.3123751,2,6,5,6,0,0
333,1,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,2,3,1,3,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,9,0,0,,-.3123751,0,0,7,5,0,0
334,0,0,3,0,2,2,4,3,0,0,3,0,3,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,9,0,0,,-.3123751,6,6,3,6,0,0
335,0,0,3,1,1,2,0,1,2,0,1,2,3,3,0,2,0,3,1,0,1,2,3,3,0,2,0,1,3,2,1,1,1,1,1,1,,0,1,1,2,0,3,1,1,1,2,5,3,3,1,0,0,0,0,0,0,3,2,3,4,4,4,4,7,7,6,9,,4,.70239329,1.1447285,2,5,4,5,2,2
336,1,1,3,1,0,2,0,1,2,0,1,1,1,2,2,1,0,2,1,0,2,1,3,1,1,2,1,1,3,1,2,2,1,2,0,1,1,1,2,2,0,0,3,3,2,2,1,3,2,3,0,0,0,1,0,0,0,3,1,3,4,3,4,3,7,4,5,9,7,3,.47954983,1.3001916,2,2,5,5,2,1
337,1,1,3,0,0,0,4,3,2,3,1,1,1,2,2,,1,2,0,1,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,,5,6,0,0,,-.3123751,5,1,5,3,0,0
340,0,0,3,0,1,3,4,2,0,0,1,0,3,0,0,3,0,3,0,0,0,0,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,3,8,0,0,,-.3123751,3,6,4,5,0,0
343,0,1,3,1,0,0,0,3,0,0,0,0,3,0,0,3,1,3,0,0,0,0,3,0,0,3,0,1,4,2,1,1,2,0,0,0,0,0,0,0,0,1,2,1,1,3,3,1,3,1,1,0,0,0,0,0,0,2,2,2,3,3,3,3,1,9,0,9,1,2,-.001761457,1.1447285,4,6,3,6,3,0
344,1,0,3,0,1,2,4,0,1,2,3,1,3,3,2,2,1,1,2,2,3,3,1,3,2,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,8,12,6,3,2,,-.3123751,4,5,4,2,2,0
346,1,1,3,0,0,2,4,2,1,0,0,0,3,0,0,3,1,1,0,0,0,0,3,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,1,7,0,0,,-.3123751,3,6,2,6,0,0
347,0,0,3,0,1,2,4,2,0,0,1,0,3,1,1,3,2,1,1,0,2,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,5,6,0,0,,.37359414,5,6,4,3,0,0
348,1,1,3,0,2,3,4,2,2,2,3,2,3,1,2,3,2,3,2,2,2,2,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,11,12,11,0,0,,-.3123751,7,6,7,6,0,0
349,1,0,3,1,2,0,2,1,0,2,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,3,0,1,4,2,2,1,1,0,1,0,1,0,0,0,0,0,2,4,1,4,2,1,4,4,1,0,0,0,0,0,0,2,1,2,2,4,4,2,4,2,2,4,2,1,-.20020148,1.2756866,1,1,0,4,1,0
351,1,0,3,0,0,3,4,2,0,0,2,0,3,0,0,3,0,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,18,12,0,0,,.37359414,4,6,9,6,0,0
352,1,0,3,0,1,2,4,3,1,0,0,0,3,1,0,3,1,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,0,6,0,0,,.37359414,4,6,3,3,0,0
353,,0,3,0,1,2,4,2,2,3,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,12,8,0,0,,-.3123751,2,0,6,4,0,0
354,0,0,3,1,3,0,2,1,0,0,0,0,1,0,0,1,0,3,3,3,3,3,3,3,3,3,3,1,3,1,2,5,0,0,0,0,0,0,0,0,0,0,3,3,2,4,3,7,2,3,1,0,0,0,0,0,0,2,2,2,3,3,4,1,0,3,18,12,0,0,-.001761457,1.6487325,1,2,9,6,0,0
356,0,0,3,0,2,1,4,1,2,1,3,1,3,0,0,3,3,3,0,0,3,1,3,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,10,6,12,0,0,,.47515222,7,6,9,6,0,0
357,0,1,3,0,0,0,4,1,0,1,0,0,3,0,0,3,0,0,2,2,0,3,,0,,1,0,0,0,0,0,0,0,1,3,0,0,3,0,0,3,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,,,4,6,,-.3123751,1,6,0,1,0,6
358,0,0,3,0,0,0,4,1,0,0,0,0,3,1,1,3,1,1,0,0,0,0,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,8,7,0,0,,-.3123751,2,6,3,6,0,0
359,0,0,3,1,0,2,2,3,2,2,2,2,2,0,3,3,0,0,0,0,0,1,3,1,1,3,0,1,3,1,1,1,0,0,0,0,2,0,0,0,0,0,4,4,5,2,1,2,4,4,0,0,0,1,0,0,0,4,4,4,4,4,4,4,9,10,3,6,2,0,1.8744464,1.0303559,5,5,0,6,0,0
360,1,1,3,1,1,0,0,3,2,2,0,2,3,1,0,3,0,3,0,0,0,0,3,0,0,3,0,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,6,4,4,0,0,0,1,0,0,0,4,4,3,3,4,3,3,7,9,0,9,0,1,.90022546,1.2756866,3,6,3,6,1,0
362,1,2,3,0,1,2,4,1,1,2,1,2,2,1,1,3,2,1,0,0,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,7,3,5,0,0,,-.3123751,4,5,4,2,0,0
363,0,0,3,1,3,2,2,1,0,0,0,2,3,2,0,0,0,3,2,3,3,2,2,2,1,1,0,3,4,2,1,5,1,0,0,0,0,1,2,0,0,0,2,2,3,4,4,8,4,4,0,1,0,0,0,0,0,3,3,3,3,1,1,1,4,4,10,9,2,2,.33410618,1.6597713,1,3,6,3,1,1
364,0,0,3,0,1,3,4,1,0,2,3,1,3,1,1,3,2,1,1,1,1,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,10,4,8,0,0,,-.3123751,6,6,2,6,0,0
365,0,0,3,0,1,3,4,3,0,0,3,2,0,0,3,0,3,2,1,3,1,1,3,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,6,12,9,0,0,,.37359414,9,0,5,6,0,0
367,0,3,3,0,0,2,4,3,2,1,2,1,3,1,2,3,2,3,2,1,3,3,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,11,12,12,0,0,,-.3123751,7,6,7,6,0,0
368,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0,0,,.37359414,0,0,5,2,0,0
369,0,3,3,1,0,2,4,2,0,0,3,0,3,0,0,3,0,0,3,3,3,3,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,11,14,8,,0,-2.0741944,.60029209,5,6,5,5,0,0
370,1,1,3,0,0,,,2,1,2,0,1,3,2,2,3,3,1,0,1,0,0,3,0,1,3,1,0,0,0,0,0,,,,,,,,,,,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,8,3,7,,,,-.3123751,5,6,2,6,0,0
371,1,0,3,1,0,1,0,3,1,3,0,2,1,3,0,3,1,2,0,3,0,3,3,3,0,3,0,1,3,1,1,2,1,1,3,0,2,0,3,3,1,0,4,4,5,4,3,8,4,5,1,0,0,0,0,0,0,4,3,4,4,4,4,4,10,7,9,8,12,2,1.4728715,1.2119801,4,4,2,6,1,1
373,1,1,3,0,1,0,4,2,2,2,0,2,0,2,1,0,1,3,2,3,0,2,2,3,2,2,2,0,0,0,0,0,0,1,3,0,2,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2,14,7,13,0,,-.3123751,3,0,5,4,3,0
374,0,1,3,0,0,2,4,3,0,0,0,0,3,1,0,3,2,3,1,1,0,1,,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,6,,0,0,,-.3123751,5,6,5,3,0,0
375,0,0,3,0,0,3,4,2,1,0,3,0,3,0,0,3,0,0,1,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,1,8,0,0,,-.3123751,5,6,2,6,0,0
376,1,0,3,0,0,3,4,3,0,0,3,0,3,0,0,3,3,2,3,2,3,2,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,10,11,0,0,,-.3123751,9,6,7,6,0,0
377,0,2,3,1,0,0,2,1,2,1,1,1,2,1,1,2,1,1,1,1,0,1,3,3,1,3,2,2,4,1,1,3,0,0,0,0,0,0,1,0,0,0,2,2,2,4,3,5,3,3,1,0,0,0,0,0,0,2,2,2,2,2,2,2,7,6,9,7,1,0,-.2375873,1.3289856,3,4,3,6,0,0
378,0,0,3,0,1,0,4,2,0,0,0,0,2,0,0,3,3,2,0,0,0,0,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,3,6,0,5,,.37359414,5,5,5,4,0,5
379,1,0,3,0,2,1,4,0,1,2,0,0,0,3,0,0,2,0,,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,,0,4,4,,-.3123751,2,0,2,0,5,1
380,0,0,3,0,2,1,4,3,0,1,0,0,3,2,1,3,3,3,2,2,2,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,9,14,9,0,0,,-.3123751,6,6,8,4,0,0
381,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,5,3,1,5,4,2,0,0,0,1,0,0,0,3,2,2,2,2,2,2,0,0,0,0,0,0,-.10927372,1.0303559,0,0,0,0,0,0
382,0,0,3,0,0,0,4,,0,0,3,,3,0,1,3,,1,0,0,3,,3,,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,,,,,,,,10,0,0,,-.3123751,3,6,6,6,0,0
383,0,0,3,0,1,2,4,3,2,0,2,0,3,0,0,3,0,3,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11,0,11,0,0,,-.3123751,5,6,5,6,0,0
384,0,0,3,0,2,1,4,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,3,9,0,0,,-.3123751,6,6,6,6,0,0
385,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,1,4,1,1,3,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,6,3,2,1,0,0,0,0,0,0,2,2,2,2,3,3,2,0,0,18,12,0,0,-.14854677,1.2947105,0,0,9,6,0,0
386,1,1,3,1,2,1,0,1,2,2,1,2,2,1,1,2,1,0,0,0,2,0,3,0,0,3,0,2,4,2,2,5,1,2,2,2,2,0,1,0,0,1,2,3,2,4,4,5,3,3,0,0,0,1,0,0,0,2,1,4,2,3,3,2,9,6,0,8,8,3,.13886949,1.7555715,3,4,2,6,4,0
387,1,0,3,1,2,1,0,0,0,0,0,2,3,0,0,3,0,2,1,1,0,1,3,1,0,3,0,2,4,1,2,4,1,0,0,0,1,3,0,0,3,0,2,3,3,2,2,6,4,4,0,0,0,1,0,0,0,3,2,3,3,3,,,2,6,4,8,1,7,.37966284,1.5478663,0,6,2,6,1,6
390,0,0,3,1,0,0,2,2,2,2,0,3,3,3,0,1,1,3,2,2,0,3,3,3,0,1,1,2,4,1,1,1,3,3,1,2,1,3,3,3,2,1,1,3,2,4,3,3,4,4,1,0,0,0,0,0,0,3,3,3,3,3,3,3,11,6,11,7,12,10,.48299885,1.0825573,3,4,4,4,6,5
391,0,2,3,1,0,0,2,0,0,0,0,0,3,0,0,3,0,1,0,0,2,0,3,1,0,3,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,7,4,5,0,0,0,1,0,0,0,3,3,3,3,3,1,3,0,6,2,9,0,0,.48299885,1.0303559,0,6,4,6,0,0
393,0,0,3,1,1,3,0,2,1,0,1,1,3,2,1,1,1,1,1,1,2,1,3,2,0,1,0,1,4,3,2,4,1,0,1,1,1,0,1,0,0,1,3,1,4,2,4,3,3,4,0,0,1,1,0,0,0,3,3,3,3,3,2,3,6,7,5,7,4,2,.48299885,1.6466837,4,4,3,4,3,0
394,1,1,3,0,0,3,4,2,1,1,3,0,3,0,0,3,0,2,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11,1,8,0,0,,-.3123751,5,6,2,6,0,0
395,1,0,3,0,0,1,4,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,12,0,0,,-.3123751,6,6,6,6,0,0
396,0,1,3,0,1,0,4,2,0,0,0,1,3,0,0,3,1,3,3,3,3,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,9,12,0,0,,-.3123751,3,6,6,6,0,0
397,0,0,3,0,3,1,4,3,2,3,3,2,3,0,0,3,1,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,12,4,3,0,0,,-.3123751,7,6,2,1,0,0
398,1,1,3,0,2,1,4,2,0,0,0,0,3,0,0,3,0,1,1,1,1,1,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,6,8,0,0,,-.3123751,2,6,3,6,0,0
399,1,2,3,0,2,0,4,1,1,0,2,0,3,0,0,3,2,1,2,3,3,2,3,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,13,10,0,0,,.37359414,5,6,7,6,0,0
400,1,2,3,1,2,0,0,,,0,1,,2,2,0,2,3,1,0,0,,,,,0,,,,,,1,1,0,,0,0,1,0,,,,2,,,1,,,2,4,5,0,0,0,0,0,0,0,2,1,,4,2,2,2,,,,,,,.041192565,1.0471994,4,4,1,0,2,0
402,0,0,3,0,3,1,4,1,1,0,3,1,1,1,1,3,1,3,1,3,1,2,3,2,1,3,1,0,0,0,0,0,1,,3,2,1,0,3,2,,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,8,10,10,,,,-.3123751,5,4,5,6,4,0
403,0,0,3,1,0,0,2,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,,,1,4,1,3,1,1,0,0,0,0,0,0,1,1,2,4,1,3,1,4,2,3,2,1,1,-.41199684,1.0303559,1,1,3,0,1,0
404,1,0,3,0,0,0,4,3,0,0,3,0,3,0,0,3,3,2,3,2,3,3,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,15,11,,,,-.3123751,9,6,8,6,0,0
406,,0,3,0,3,2,4,1,2,1,1,2,3,1,1,3,2,2,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,8,3,5,5,3,,-.3123751,4,6,2,3,0,3
407,0,0,3,0,2,0,4,1,2,0,3,2,3,0,2,3,2,2,1,3,0,1,2,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,10,12,6,0,0,,-.3123751,6,6,4,4,0,0
408,0,1,3,0,0,3,4,2,0,0,3,0,3,0,0,3,2,3,2,3,0,,2,,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,1,0,,0,,0,,0,2,11,,8,0,0,,-.3123751,7,6,3,5,0,0
409,0,0,3,0,0,3,4,1,2,1,0,1,3,2,1,1,0,1,1,1,0,0,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,5,4,1,0,,.37359414,1,4,1,3,0,0
410,0,0,3,0,0,3,4,1,1,0,0,1,3,3,0,2,0,3,0,1,1,0,0,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6,7,7,0,0,,.37359414,1,5,6,3,0,0
411,0,0,3,1,0,0,1,0,1,2,0,1,2,0,0,2,3,1,1,1,1,1,2,1,0,2,1,2,3,2,1,1,1,1,1,1,0,1,0,0,1,2,1,2,,4,2,7,3,3,0,1,0,0,0,0,0,3,4,3,3,3,3,4,7,4,5,6,4,4,.57521814,1.1884803,3,4,3,4,4,2
412,0,0,3,0,0,0,4,3,0,0,3,0,3,1,0,3,2,3,1,3,3,1,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,11,12,0,0,,-.3123751,8,6,8,6,0,0
414,,0,3,0,0,0,4,0,0,0,0,0,2,3,2,3,2,3,2,1,1,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,13,10,0,0,,-.3123751,2,5,6,6,0,0
415,0,0,3,0,1,1,4,2,2,3,0,2,3,3,2,3,2,3,2,3,3,3,3,2,2,2,3,0,0,0,0,0,2,2,2,3,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,8,15,11,14,11,,-.3123751,4,6,9,5,8,6
417,0,1,1,1,0,0,2,2,1,0,0,0,3,1,0,3,2,2,1,3,3,2,3,1,1,3,1,1,3,2,1,1,0,3,2,0,0,2,3,1,3,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,2,2,1,2,2,4,1,4,8,9,11,10,5,-.43754464,1.1447285,4,6,6,6,1,5
418,0,2,1,0,0,2,4,3,0,0,3,0,3,0,0,3,2,3,2,3,3,3,3,3,3,3,2,0,0,0,0,0,2,1,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,12,16,12,1,10,,-.3123751,8,6,8,6,4,6
